Reaction	EC-Number	In-Pathway	Substrates
O-phospho-L-serine + 2-oxoglutarate  <-->  3-phosphooxypyruvate + L-glutamate	EC-2.6.1.52	L-serine biosynthesis I	2-oxoglutarate // <i>O</i>-phospho-L-serine // 3-phosphooxypyruvate // L-glutamate
2-dehydro-3-deoxy-D-gluconate + NAD+  <-->  3-deoxy-D-glycero-2,5-hexodiulosonate + NADH + H+	EC-1.1.1.127		NAD<sup>+</sup> // 2-dehydro-3-deoxy-D-gluconate // 3-deoxy-D-glycero-2,5-hexodiulosonate // NADH // H<SUP>+</SUP>
beta-nicotinamide D-ribonucleotide + H2O  ->  ammonium + beta-nicotinate D-ribonucleotide	EC-3.5.1.42	NAD salvage pathway II (PNC IV cycle)	H<sub>2</sub>O // &beta;-nicotinamide D-ribonucleotide // ammonium // &beta;-nicotinate D-ribonucleotide
acetyl-CoA + (3Z)-dec-3-enoyl-CoA  <-  3-oxo-(5Z)-dodecenoyl-CoA + coenzyme A	EC-2.3.1.16		(3Z)-dec-3-enoyl-CoA // acetyl-CoA // 3-oxo-(5Z)-dodecenoyl-CoA // coenzyme A
1,3-propanediol + NADP+  <-->  3-hydroxypropanal + NADPH + H+	EC-1.1.1		NADP<sup>+</sup> // 1,3-propanediol // 3-hydroxypropanal // NADPH // H<SUP>+</SUP>
phenylacetaldehyde + NAD+ + H2O  ->  phenylacetate + NADH + 2 H+	EC-1.2.1.39	phenylethylamine degradation I	phenylacetaldehyde // NAD<sup>+</sup> // H<sub>2</sub>O // H<SUP>+</SUP> // NADH // phenylacetate
S-adenosyl-L-methionine + a pseudouridine1915 in 23S rRNA  ->  S-adenosyl-L-homocysteine + an N3-methylpseudouridine1915 in 23S rRNA + H+	EC-2.1.1.177		a pseudouridine<sup>1915</sup> in 23S rRNA // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // an <i>N</i><sup>3</sup>-methylpseudouridine<sup>1915</sup> in 23S rRNA // H<SUP>+</SUP>
acetic acid  <-->  acetate + H+			acetic acid // acetate // H<SUP>+</SUP>
a [protein]-N6-acetyl-L-lysine + NAD+ + H2O  ->  a [protein]-L-lysine + 2''-O-acetyl-ADP-ribose + nicotinamide	EC-2.3.1.286		H<sub>2</sub>O // NAD<sup>+</sup> // a [protein]-<i>N</i><sup>6</sup>-acetyl-L-lysine // a [protein]-L-lysine // 2''-<i>O</i>-acetyl-ADP-ribose // nicotinamide
1D-myo-inositol 1-monophosphate + H2O  ->  myo-inositol + phosphate	EC-3.1.3.25		1D-<i>myo</i>-inositol 1-monophosphate // H<sub>2</sub>O // phosphate // <I>myo</I>-inositol
gamma-butyrobetainyl-CoA + an oxidized electron-transfer flavoprotein + H+  <-  crotonobetainyl-CoA + a reduced electron-transfer flavoprotein	EC-1.3.8.13	L-carnitine degradation I	H<SUP>+</SUP> // an oxidized electron-transfer flavoprotein // &gamma;-butyrobetainyl-CoA // crotonobetainyl-CoA // a reduced electron-transfer flavoprotein
a (3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP+  <-  a 3-oxoacyl-[acp] + NADPH + H+	EC-1.1.1.100	fatty acid elongation -- saturated	NADP<sup>+</sup> // a (3<i>R</i>)-3-hydroxyacyl-[acyl-carrier protein] // a 3-oxoacyl-[acp] // NADPH // H<SUP>+</SUP>
2-oxoglutarate + L-alanine  <-->  L-glutamate + pyruvate	EC-2.6.1.2	L-alanine biosynthesis II	L-alanine // 2-oxoglutarate // L-glutamate // pyruvate
D-ribulose 5-phosphate  <-->  D-xylulose 5-phosphate	EC-5.1.3.1	pentose phosphate pathway (non-oxidative branch) I	D-ribulose 5-phosphate // D-xylulose 5-phosphate
a debranched alpha-limit dextrin + n phosphate  ->  maltotriose + n alpha-D-glucopyranose 1-phosphate	EC-2.4.1.1	glycogen degradation I	phosphate // a debranched &alpha;-limit dextrin // maltotriose // &alpha;-D-glucopyranose 1-phosphate
beta-D-fructofuranose 1,6-bisphosphate  <-->  glycerone phosphate + D-glyceraldehyde 3-phosphate	EC-4.1.2.13	glycolysis I (from glucose 6-phosphate) // glycolysis II (from fructose 6-phosphate) // gluconeogenesis I	&beta;-D-fructofuranose 1,6-bisphosphate // glycerone phosphate // D-glyceraldehyde 3-phosphate
maltohexaose + phosphate  ->  maltopentaose + alpha-D-glucopyranose 1-phosphate	EC-2.4.1.1		phosphate // maltohexaose // maltopentaose // &alpha;-D-glucopyranose 1-phosphate
tRNAAsn + L-asparagine + ATP  ->  an L-asparaginyl-[tRNAAsn] + AMP + diphosphate	EC-6.1.1.22	tRNA charging	ATP // L-asparagine // tRNA<SUP>Asn</SUP> // an L-asparaginyl-[tRNA<SUP>Asn</SUP>] // diphosphate // AMP
L-serine + NADP+  ->  2-aminoacetaldehyde + CO2 + NADPH	EC-1.1.1.276		NADP<sup>+</sup> // L-serine // 2-aminoacetaldehyde // NADPH // CO<SUB>2</SUB>
thiosulfate + hydrogen cyanide  ->  thiocyanate + sulfite + 2 H+	EC-2.8.1.1	thiosulfate disproportionation IV (rhodanese)	hydrogen cyanide // thiosulfate // thiocyanate // sulfite // H<SUP>+</SUP>
cellulose[extracellular space] + H2O[extracellular space]  ->  2 a cellodextrin[extracellular space]	EC-3.2.1.4		H<sub>2</sub>O // cellulose // a cellodextrin
a myristoyl-[acp] + Kdo2-(palmitoleoyl)-lipid IVA  ->  (Kdo)2-lipid A, cold adapted + acyl-carrier protein	EC-2.3.1.243	superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis	Kdo<SUB>2</SUB>-(palmitoleoyl)-lipid IV<SUB>A</SUB> // a myristoyl-[acp] // (Kdo)<SUB>2</SUB>-lipid A, cold adapted // a soluble [acyl-carrier protein]
2 a uridine34 in tRNA + dioxygen  ->  2 a 5-hydroxyuridine34 in tRNA			dioxygen // a uridine<sup>34</sup> in tRNA // a 5-hydroxyuridine<sup>34</sup> in tRNA
L,L-diaminopimelate  <-->  meso-diaminopimelate	EC-5.1.1.7	L-lysine biosynthesis I	L,L-diaminopimelate // <i>meso</i>-diaminopimelate
8-oxo-GDP + H2O  ->  8-oxo-GMP + phosphate + H+	EC-3.6.1.58		H<sub>2</sub>O // 8-oxo-GDP // 8-oxo-GMP // phosphate // H<SUP>+</SUP>
S-adenosyl-L-methionine + H+  ->  CO2 + S-adenosyl 3-(methylsulfanyl)propylamine	EC-4.1.1.50	aminopropylcadaverine biosynthesis // spermidine biosynthesis I	H<SUP>+</SUP> // <i>S</i>-adenosyl-L-methionine // CO<SUB>2</SUB> // <i>S</i>-adenosyl 3-(methylsulfanyl)propylamine
methylglyoxal + NADH + H+  ->  hydroxyacetone + NAD+	EC-1.1.1		NADH // methylglyoxal // H<SUP>+</SUP> // hydroxyacetone // NAD<sup>+</sup>
diphosphate + H2O  ->  2 phosphate + H+	EC-3.6.1.1	(aminomethyl)phosphonate degradation	diphosphate // H<sub>2</sub>O // H<SUP>+</SUP> // phosphate
cytidine + H2O  ->  D-ribofuranose + cytosine	EC-3.2.2.3	pyrimidine ribonucleosides salvage III	H<sub>2</sub>O // cytidine // D-ribofuranose // cytosine
2 Fe2+ + 2 dioxygen  ->  2 superoxide + 2 Fe3+			Fe<sup>2+</sup> // dioxygen // superoxide // Fe<SUP>3+</SUP>
a [protein] (L-serine/L-threonine) phosphate + H2O  ->  a [protein]-(L-serine/L-threonine) + phosphate	EC-3.1.3.16		H<sub>2</sub>O // a [protein] (L-serine/L-threonine) phosphate // a [protein]-(L-serine/L-threonine) // phosphate
L-glutamine + L-aspartate + ATP + H2O  ->  L-glutamate + L-asparagine + AMP + diphosphate + H+	EC-6.3.5.4	L-asparagine biosynthesis I	H<sub>2</sub>O // ATP // L-aspartate // L-glutamine // H<SUP>+</SUP> // L-glutamate // L-asparagine // diphosphate // AMP
L-aspartate : fumarate oxidoreductase (deaminating)	EC-1.5.98		fumarate // L-aspartate // H<SUP>+</SUP> // 2-iminosuccinate // succinate
UDP + ATP  ->  UTP + ADP	EC-2.7.4.6	UTP and CTP <i>de novo</i> biosynthesis	ATP // UDP // UTP // ADP
1-chloro-2,4-dinitrobenzene + glutathione  ->  2,4-dinitrophenyl-S-glutathione + chloride + H+	EC-2.5.1.18		glutathione // 1-chloro-2,4-dinitrobenzene // H<SUP>+</SUP> // 2,4-dinitrophenyl-S-glutathione // chloride
a 1-lysophosphatidylethanolamine[periplasm] + H2O[periplasm]  ->  a carboxylate[periplasm] + sn-glycero-3-phosphoethanolamine[periplasm] + H+[periplasm]	EC-3.1.1.5		H<sub>2</sub>O // a 1-lysophosphatidylethanolamine // a carboxylate // <i>sn</i>-glycero-3-phosphoethanolamine // H<SUP>+</SUP>
melibionate + H2O  ->  alpha-D-galactopyranose + D-gluconate			H<sub>2</sub>O // melibionate // &alpha;-D-galactopyranose // D-gluconate
hydrogen peroxide + 2 glutathione  ->  glutathione disulfide + 2 H2O	EC-1.11.1.9		glutathione // hydrogen peroxide // glutathione disulfide // H<sub>2</sub>O
formate + a ribonucleoside triphosphate + H+  ->  a 2'-deoxyribonucleoside 5'-triphosphate + CO2 + H2O	EC-1.1.98.6		H<SUP>+</SUP> // a ribonucleoside triphosphate // formate // a 2'-deoxyribonucleoside 5'-triphosphate // CO<SUB>2</SUB> // H<sub>2</sub>O
glycerone phosphate + acetyl-CoA  <-  3-hydroxy-2,4-dioxopentyl phosphate + coenzyme A	EC-2.3.1.245	autoinducer AI-2 degradation	acetyl-CoA // glycerone phosphate // 3-hydroxy-2,4-dioxopentyl phosphate // coenzyme A
XTP + H2O  ->  XDP + phosphate + H+	EC-3.6.1.73		H<sub>2</sub>O // XTP // H<SUP>+</SUP> // XDP // phosphate
a ribonucleoside 3'-phosphate + H2O  ->  a ribonucleoside + phosphate	EC-3.1.3.6		H<sub>2</sub>O // a ribonucleoside 3'-phosphate // a ribonucleoside // phosphate
carboxyphosphate + ammonium  ->  carbamate + phosphate + 2 H+		2 ATP + hydrogencarbonate + ammonium  ->  2 ADP + carbamoyl phosphate + phosphate + 2 H+	ammonium // carboxyphosphate // carbamate // phosphate // H<SUP>+</SUP>
Reactive blue 5 + 2 hydrogen peroxide  ->  phthalate + 2,2'-disulfonyl azobenzene + 3-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]benzenesulfonate + 2 H2O + 2 H+	EC-1.11.1.19		hydrogen peroxide // Reactive blue 5 // phthalate // 2,2'-disulfonyl azobenzene // 3-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]benzenesulfonate // H<sub>2</sub>O // H<SUP>+</SUP>
2 a quinone + NADPH + H+  ->  2 a semiquinone + NADP+	EC-1.6.5.5		H<SUP>+</SUP> // a quinone // NADPH // NADP<sup>+</sup> // a semiquinone
(2S,3S)-2-methylcitrate  ->  cis-2-methylaconitate + H2O	EC-4.2.1.79	2-methylcitrate cycle I	(2<i>S</i>,3<i>S</i>)-2-methylcitrate // H<sub>2</sub>O // <i>cis</i>-2-methylaconitate
oxaloacetate  <-  enol-oxaloacetate	EC-5.3.2.2		oxaloacetate // enol-oxaloacetate
S-adenosyl-L-methionine + alpha-D-ribose-1-(2-N-acetamidomethylphosphonate) 5-phosphate + a reduced two electron carrier  ->  5-phospho-alpha-D-ribose 1,2-cyclic phosphate + N-methylacetamide + 5'-deoxyadenosine + L-methionine + an oxidized electron carrier + H+	EC-4.7.1.1	(aminomethyl)phosphonate degradation	a reduced two electron carrier // &alpha;-D-ribose-1-(2-<i>N</i>-acetamidomethylphosphonate) 5-phosphate // <i>S</i>-adenosyl-L-methionine // 5-phospho-&alpha;-D-ribose 1,2-cyclic phosphate // <i>N</i>-methylacetamide // 5'-deoxyadenosine // L-methionine // H<SUP>+</SUP> // an oxidized electron carrier
ATP + pyridoxine  ->  ADP + pyridoxine 5'-phosphate + H+	EC-2.7.1.35	pyridoxal 5'-phosphate salvage I	pyridoxine // ATP // H<SUP>+</SUP> // ADP // pyridoxine 5'-phosphate
(S)-malate  <-->  fumarate + H2O	EC-4.2.1.2	mixed acid fermentation // TCA cycle I (prokaryotic)	(<i>S</i>)-malate // fumarate // H<sub>2</sub>O
(S)-lactate + H+  ->  (S)-lactic acid			H<SUP>+</SUP> // (<i>S</i>)-lactate // <i>(S)</i>-lactic acid
D-ribulose 1-phosphate  ->  glycolaldehyde + glycerone phosphate	EC-4.1.2.17	D-arabinose degradation II	D-ribulose 1-phosphate // glycolaldehyde // glycerone phosphate
CTP + MoO2-molybdopterin cofactor + H+  ->  cytidylyl molybdenum cofactor (dioxo) + diphosphate	EC-2.7.7.76	cytidylyl molybdenum cofactor biosynthesis	CTP // MoO<sub>2</sub>-molybdopterin cofactor // H<SUP>+</SUP> // cytidylyl molybdenum cofactor (dioxo) // diphosphate
a glutaryl-[acp] methyl ester + NAD+  <-  a (2E)-enoylglutaryl-[acp] methyl ester + NADH + H+	EC-1.3.1.9	8-amino-7-oxononanoate biosynthesis I	NAD<sup>+</sup> // a glutaryl-[acp] methyl ester // a (2<i>E</i>)-enoylglutaryl-[acp] methyl ester // NADH // H<SUP>+</SUP>
aminoacetone[periplasm] + H2O[periplasm] + dioxygen[periplasm]  ->  methylglyoxal[periplasm] + ammonium[periplasm] + hydrogen peroxide[periplasm]	EC-1.4.3.21	L-threonine degradation III (to methylglyoxal)	dioxygen // H<sub>2</sub>O // aminoacetone // methylglyoxal // ammonium // hydrogen peroxide
(S)-acetoin + NAD+  <-  diacetyl + NADH + H+	EC-1.1.1.304		NAD<sup>+</sup> // (S)-acetoin // diacetyl // NADH // H<SUP>+</SUP>
a [hydroxymethylbilane synthase] ES4 intermediate + H2O  ->  preuroporphyrinogen + a holo-[hydroxymethylbilane synthase]		4 porphobilinogen + H2O  ->  4 ammonium + preuroporphyrinogen	H<sub>2</sub>O // a [hydroxymethylbilane synthase] ES<sub>4</sub> intermediate // preuroporphyrinogen // a <i>holo</i>-[hydroxymethylbilane synthase]
L-leucine + 2-oxoglutarate  <-->  4-methyl-2-oxopentanoate + L-glutamate	EC-2.6.1.6 // EC-2.6.1.42	L-leucine biosynthesis	2-oxoglutarate // L-leucine // 4-methyl-2-oxopentanoate // L-glutamate
D-glycerate + NAD+  <-->  tartronate semialdehyde + NADH + H+	EC-1.1.1.60		NAD<sup>+</sup> // D-glycerate // H<SUP>+</SUP> // tartronate semialdehyde // NADH
N-(2,3-dihydroxybenzoyl)-L-serine trimer + H2O  ->  N-(2,3-dihydroxybenzoyl)-L-serine dimer + N-(2,3-dihydroxybenzoyl)-L-serine + H+	EC-3.1.1	enterobactin hydrolase	H<sub>2</sub>O // <i>N</i>-(2,3-dihydroxybenzoyl)-L-serine trimer // <i>N</i>-(2,3-dihydroxybenzoyl)-L-serine dimer // <i>N</i>-(2,3-dihydroxybenzoyl)-L-serine // H<SUP>+</SUP>
alpha,alpha-trehalose + H2O  ->  beta-D-glucopyranose + alpha-D-glucopyranose	EC-3.2.1.28	trehalose degradation II (cytosolic) // trehalose degradation VI (periplasmic)	H<sub>2</sub>O // &alpha;,&alpha;-trehalose // &beta;-D-glucopyranose // &alpha;-D-glucopyranose
uracil + FMN-N5-peroxide  ->  (Z)-3-ureidoacrylate + FMN-N5-oxide		uracil + FMNH2 + NADH + dioxygen  ->  (Z)-3-ureidoacrylate + FMN + NAD+ + H2O + H+	FMN-<i>N</i><sup>5</sup>-peroxide // uracil // (<i>Z</i>)-3-ureidoacrylate // FMN-<i>N</i><sup>5</sup>-oxide
a [protein]-L-histidine + 2,3-diphospho-D-glycerate  <-->  a [protein]-Npi-phospho-L-histidine + 3-phospho-D-glycerate		2-phospho-D-glycerate  <-->  3-phospho-D-glycerate	2,3-diphospho-D-glycerate // a [protein]-L-histidine // a [protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine // 3-phospho-D-glycerate
6-hydroxyaminopurine + a reduced two electron carrier  ->  adenine + an oxidized electron carrier + H2O			a reduced two electron carrier // 6-hydroxyaminopurine // adenine // H<sub>2</sub>O // an oxidized electron carrier
all-trans-octaprenyl diphosphate + 1,4-dihydroxy-2-naphthoate + H+  ->  CO2 + demethylmenaquinol-8 + diphosphate	EC-2.5.1.74	demethylmenaquinol-8 biosynthesis I	H<SUP>+</SUP> // 1,4-dihydroxy-2-naphthoate // all-<i>trans</i>-octaprenyl diphosphate // demethylmenaquinol-8 // diphosphate // CO<SUB>2</SUB>
adenosine 3'-monophosphate + H2O  ->  adenosine + phosphate	EC-3.1.3.6		H<sub>2</sub>O // adenosine 3'-monophosphate // adenosine // phosphate
N2-succinyl-L-glutamate 5-semialdehyde + NAD+ + H2O  ->  N2-succinylglutamate + NADH + 2 H+	EC-1.2.1.71	L-arginine degradation II (AST pathway)	H<sub>2</sub>O // NAD<sup>+</sup> // N<sup>2</sup>-succinyl-L-glutamate 5-semialdehyde // N<SUP>2</SUP>-succinylglutamate // NADH // H<SUP>+</SUP>
menadiol + hydrogen peroxide  <-->  menadione + 2 H2O	EC-1.11.1		hydrogen peroxide // menadiol // menadione // H<sub>2</sub>O
2-deoxy-D-gluconate + NAD+  ->  3-dehydro-2-deoxy-D-gluconate + NADH + H+	EC-1.1.1.125		2-deoxy-D-gluconate // NAD<sup>+</sup> // H<SUP>+</SUP> // NADH // 3-dehydro-2-deoxy-D-gluconate
D-sedoheptulose 7-phosphate  ->  D-glycero-D-manno-heptose 7-phosphate	EC-5.3.1.28	ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis	D-sedoheptulose 7-phosphate // D-<i>glycero</i>-D-<i>manno</i>-heptose 7-phosphate
cyclic-2,3-O-oxalyl-L-threonate  ->  cyclic- 3,4-O-oxalyl-L-threonate			cyclic-2,3-<i>O</i>-oxalyl-L-threonate // cyclic- 3,4-<i>O</i>-oxalyl-L-threonate
myristoyl-CoA + 1-myristoyl-sn-glycerol 3-phosphate  ->  1,2-dimyristoyl-sn-glycerol 3-phosphate + coenzyme A	EC-2.3.1.51		1-myristoyl-<i>sn</i>-glycerol 3-phosphate // myristoyl-CoA // 1,2-dimyristoyl-<i>sn</i>-glycerol 3-phosphate // coenzyme A
dITP + H2O  ->  dIMP + diphosphate + H+	EC-3.6.1.66		H<sub>2</sub>O // dITP // H<SUP>+</SUP> // dIMP // diphosphate
S-adenosyl-L-methionine + uroporphyrinogen-III  ->  S-adenosyl-L-homocysteine + precorrin-1 + H+		2 S-adenosyl-L-methionine + uroporphyrinogen-III  ->  2 S-adenosyl-L-homocysteine + precorrin-2 + H+ // siroheme biosynthesis	uroporphyrinogen-III // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // precorrin-1 // H<SUP>+</SUP>
heme <i>o</i> biosynthesis	EC-2.5.1.141		H<sub>2</sub>O // (2<i>E</i>,6<i>E</i>)-farnesyl diphosphate // protoheme // ferroheme <i>o</i> // diphosphate
hydroxypyruvate reductase (NADP+)	EC-1.1.1		NADP<sup>+</sup> // D-glycerate // H<SUP>+</SUP> // 3-hydroxypyruvate // NADPH
S-adenosyl-L-methionine + a cytidine 32 in tRNA  ->  a 2'-O-methylcytidine32 in tRNA + S-adenosyl-L-homocysteine + H+	EC-2.1.1.200 // EC-2.1.1.205		a cytidine <sup>32</sup> in tRNA // <i>S</i>-adenosyl-L-methionine // a 2'-<i>O</i>-methylcytidine<sup>32</sup> in tRNA // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
2-phospho-D-glycerate  <-->  3-phospho-D-glycerate	EC-5.4.2.12	glycolysis I (from glucose 6-phosphate) // glycolysis II (from fructose 6-phosphate) // gluconeogenesis I	2-phospho-D-glycerate // 3-phospho-D-glycerate
(S)-3-hydroxy-(7Z)-tetradecenoyl-CoA  <-->  (2E,7Z)-tetradecenoyl-CoA + H2O	EC-4.2.1.17		(S)-3-hydroxy-(7Z)-tetradecenoyl-CoA // (2E,7Z)-tetradecenoyl-CoA // H<sub>2</sub>O
a (1->4)-alpha-D-glucan  ->  a glycogen	EC-2.4.1.18	glycogen biosynthesis I (from ADP-D-Glucose)	a (1&rarr;4)-&alpha;-D-glucan // a glycogen
an N-terminal L-alanyl-[S5 protein of 30S ribosome] + acetyl-CoA  ->  an N-terminal N-acetyl-L-alanyl-[S5 protein of 30S ribosome] + coenzyme A + H+	EC-2.3.1.267		acetyl-CoA // an N-terminal L-alanyl-[S5 protein of 30S ribosome] // an N-terminal <i>N</i>-acetyl-L-alanyl-[S5 protein of 30S ribosome] // coenzyme A // H<SUP>+</SUP>
a [protein]-L-tyrosine + 2 dioxygen  ->  topaquinone + hydrogen peroxide + H+			dioxygen // a [protein]-L-tyrosine // topaquinone // hydrogen peroxide // H<SUP>+</SUP>
galactosyl-(glucosyl)3-(heptosyl)3-Kdo2-lipid A-bisphosphate (E. coli) + ADP-L-glycero-beta-D-manno-heptose  ->  lipid A-core oligosaccharide (E. coli K-12 core type) + ADP + H+	EC-2.4.1	lipid A-core biosynthesis (<i>E. coli</i> K-12)	ADP-L-glycero-&beta;-D-<I>manno</I>-heptose // galactosyl-(glucosyl)<sub>3</sub>-(heptosyl)<sub>3</sub>-Kdo<sub>2</sub>-lipid A-bisphosphate (<i>E. coli</i>) // lipid A-core oligosaccharide (<i>E. coli</i> K-12 core type) // ADP // H<SUP>+</SUP>
GDP-alpha-D-mannose + H2O  ->  D-mannose + GDP + H+	EC-3.2.1.42		H<sub>2</sub>O // GDP-&alpha;-D-mannose // D-mannose // H<SUP>+</SUP> // GDP
UDP-N-acetyl-alpha-D-muramate + L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanine + ATP  ->  UDP-MurNAc-L-Ala-gamma-D-Glu-meso-DAP-D-Ala + ADP + phosphate + H+	EC-6.3.2.45		ATP // L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanine // UDP-<i>N</i>-acetyl-&alpha;-D-muramate // UDP-MurNAc-L-Ala-&gamma;-D-Glu-<i>meso</i>-DAP-D-Ala // ADP // phosphate // H<SUP>+</SUP>
S-adenosyl-L-methionine + a sulfurated [sulfur carrier] + dethiobiotin + 2 a reduced [2Fe-2S] ferredoxin + H+  ->  an unsulfurated [sulfur carrier] + 4,5-secobiotin + 5'-deoxyadenosine + L-methionine + 2 an oxidized [2Fe-2S] ferredoxin		biotin biosynthesis from 8-amino-7-oxononanoate I // 2 S-adenosyl-L-methionine + a sulfurated [sulfur carrier] + dethiobiotin + 2 a reduced [2Fe-2S] ferredoxin  ->  an unsulfurated [sulfur carrier] + biotin + 2 5'-deoxyadenosine + 2 L-methionine + 2 an oxidized [2Fe-2S] ferredoxin	H<SUP>+</SUP> // a reduced [2Fe-2S] ferredoxin // dethiobiotin // a sulfurated [sulfur carrier] // <i>S</i>-adenosyl-L-methionine // an unsulfurated [sulfur carrier] // 4,5-secobiotin // 5'-deoxyadenosine // L-methionine // an oxidized [2Fe-2S] ferredoxin
L-glutamine + chorismate  ->  4-amino-4-deoxychorismate + L-glutamate	EC-2.6.1.85	4-aminobenzoate biosynthesis I	chorismate // L-glutamine // 4-amino-4-deoxychorismate // L-glutamate
5-amino-6-(5-phospho-D-ribitylamino)uracil + NADP+  <-  5-amino-6-(5-phospho-D-ribosylamino)uracil + NADPH + H+	EC-1.1.1.193	flavin biosynthesis I (bacteria and plants)	NADP<sup>+</sup> // 5-amino-6-(5-phospho-D-ribitylamino)uracil // 5-amino-6-(5-phospho-D-ribosylamino)uracil // NADPH // H<SUP>+</SUP>
S-adenosyl-L-methionine + a uridine47 in tRNAPhe  ->  a 3-[(3S)-3-amino-3-carboxypropyl]-uridine47 in tRNAPhe + S-methyl-5'-thioadenosine + H+	EC-2.5.1.25		a uridine<sup>47</sup> in tRNA<sup>Phe</sup> // <i>S</i>-adenosyl-L-methionine // a 3-[(3S)-3-amino-3-carboxypropyl]-uridine<sup>47</sup> in tRNA<sup>Phe</sup> // <i>S</i>-methyl-5'-thioadenosine // H<SUP>+</SUP>
alpha-D-glucose 6-phosphate  <-->  beta-D-fructofuranose 6-phosphate	EC-5.3.1.9	glycolysis I (from glucose 6-phosphate) // UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I // gluconeogenesis I // GDP-mannose biosynthesis	&alpha;-D-glucose 6-phosphate // &beta;-D-fructofuranose 6-phosphate
2-oxo-3-sulfanylpropanoate + a [3-mercaptopyruvate sulfurtransferase]-L-cysteine  ->  a [3-mercaptopyruvate sulfurtransferase]-S-sulfanyl-L-cysteine + pyruvate		2-oxo-3-sulfanylpropanoate + a reduced thioredoxin  ->  pyruvate + hydrogen sulfide + an oxidized thioredoxin	a [3-mercaptopyruvate sulfurtransferase]-L-cysteine // 2-oxo-3-sulfanylpropanoate // a [3-mercaptopyruvate sulfurtransferase]-<i>S</i>-sulfanyl-L-cysteine // pyruvate
(S)-NADHX + ADP  ->  AMP + NADH + phosphate + H+	EC-4.2.1.136		ADP // (<i>S</i>)-NADHX // H<SUP>+</SUP> // NADH // AMP // phosphate
ATP + propanoate  <-->  ADP + propanoyl phosphate	EC-2.7.2.7 // EC-2.7.2.1 // EC-2.7.2.15 // EC-2.7.2.14	L-threonine degradation I	propanoate // ATP // ADP // propanoyl phosphate
(3E,5Z)-tetradeca-3,5-dienoyl-CoA + H2O  ->  (3E,5Z)-tetradeca-3,5-dienoate + coenzyme A + H+	EC-3.1.2	oleate &beta;-oxidation	H<sub>2</sub>O // (3<i>E</i>,5<i>Z</i>)-tetradeca-3,5-dienoyl-CoA // H<SUP>+</SUP> // (3<i>E</i>,5<i>Z</i>)-tetradeca-3,5-dienoate // coenzyme A
D-xylofuranose  <-->  D-xylopyranose			D-xylofuranose // D-xylopyranose
(2S,3S)-2,3-dihydroxy-2,3-dihydrobenzoate + NAD+  ->  2,3-dihydroxybenzoate + NADH + H+	EC-1.3.1.28	2,3-dihydroxybenzoate biosynthesis	(2<i>S</i>,3<i>S</i>)-2,3-dihydroxy-2,3-dihydrobenzoate // NAD<sup>+</sup> // H<SUP>+</SUP> // NADH // 2,3-dihydroxybenzoate
a tRNA precursor with a 5' extension + H2O  ->  an uncharged tRNA + a tRNA fragment	EC-3.1.26.5	tRNA processing	H<sub>2</sub>O // a tRNA precursor with a 5' extension // an uncharged tRNA // a tRNA fragment
an [oxidized DsbA protein] + an apo-[c-type cytochrome] with reduced L-cysteine residues  ->  a [reduced DsbA protein] + an apo-[c-type cytochrome] with a dislufide bridge	EC-1.8.4.15	cytochrome <i>c</i> biogenesis (system I type)	an <i>apo</i>-[<i>c</i>-type cytochrome] with reduced L-cysteine residues // an [oxidized DsbA protein] // a [reduced DsbA protein] // an <i>apo</i>-[<i>c</i>-type cytochrome] with a dislufide bridge
L-aspartate + ammonium + ATP  ->  L-asparagine + AMP + diphosphate + H+	EC-6.3.1.1	L-asparagine biosynthesis II	ATP // ammonium // L-aspartate // H<SUP>+</SUP> // L-asparagine // diphosphate // AMP
S-adenosyl-L-methionine + a guanine1207 in 16S rRNA  ->  S-adenosyl-L-homocysteine + an N2-methylguanine1207 in 16S rRNA + H+	EC-2.1.1.172		a guanine<sup>1207</sup> in 16S rRNA // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // an <i>N</i><sup>2</sup>-methylguanine<sup>1207</sup> in 16S rRNA // H<SUP>+</SUP>
hydrogen selenide  <-->  selenide + 2 H+			hydrogen selenide // selenide // H<SUP>+</SUP>
oxaloacetate + acetyl-CoA + H2O  ->  citrate + coenzyme A + H+	EC-2.3.3.3 // EC-2.3.3.16 // EC-2.3.3.1	mixed acid fermentation // TCA cycle I (prokaryotic) // glyoxylate cycle	H<sub>2</sub>O // acetyl-CoA // oxaloacetate // H<SUP>+</SUP> // citrate // coenzyme A
