Reaction	EC-Number	In-Pathway	Substrates
a [protein]-N6-acetyl-L-lysine + dioxygen + H2O  ->  a [protein]-(S)-2-amino-6-oxohexanoate + acetamide + hydrogen peroxide	EC-1.4.3.13		H<sub>2</sub>O // dioxygen // a [protein]-<i>N</i><sup>6</sup>-acetyl-L-lysine // a [protein]-(<i>S</i>)-2-amino-6-oxohexanoate // acetamide // hydrogen peroxide
(3R,7Z,10Z,13Z,16Z)-3-hydroxydocosatetraenoyl-CoA  ->  (2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA + H2O	EC-4.2.1.134	(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate biosynthesis II (4-desaturase)	(3R,7Z,10Z,13Z,16Z)-3-hydroxydocosatetraenoyl-CoA // (2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA // H<sub>2</sub>O
an organic molecule + H2O + 2 dioxygen  ->  an alcohol + 2 superoxide + 2 H+	EC-1.17.3.2		dioxygen // H<sub>2</sub>O // an organic molecule // an alcohol // superoxide // H<SUP>+</SUP>
melatonin + H2O  ->  5-methoxytryptamine + acetate		melatonin degradation II	H<sub>2</sub>O // melatonin // 5-methoxytryptamine // acetate
pyruvate + ATP  <-  phosphoenolpyruvate + ADP + H+	EC-2.7.1.40	glycolysis	ATP // pyruvate // H<SUP>+</SUP> // phospho<i>enol</i>pyruvate // ADP
4-oxoglutaramate + H2O  ->  2-oxoglutarate + ammonium			H<sub>2</sub>O // 4-oxoglutaramate // 2-oxoglutarate // ammonium
2-deoxy-D-ribose 5-phosphate  ->  acetaldehyde + D-glyceraldehyde 3-phosphate	EC-4.1.2.4	2'-deoxy-&alpha;-D-ribose 1-phosphate degradation	2-deoxy-D-ribose 5-phosphate // acetaldehyde // D-glyceraldehyde 3-phosphate
7(8)-epoxy-17R-hydroxy-docosahexaenoate + H2O  ->  aspirin triggered resolvin D1	EC-3.3.2	aspirin triggered resolvin D biosynthesis	H<sub>2</sub>O // 7(8)-epoxy-17R-hydroxy-docosahexaenoate // aspirin triggered resolvin D1
PCTR1  <-  (16S,17S)-epoxy-protectin + glutathione	EC-4.4.1.20	peptido-conjugates in tissue regeneration biosynthesis	PCTR1 // (16S,17S)-epoxy-protectin // glutathione
dopamine + 3,4-dihydroxyphenylacetaldehyde  ->  (S)-norlaudanosoline + H2O		(S)-reticuline biosynthesis	3,4-dihydroxyphenylacetaldehyde // dopamine // (<i>S</i>)-norlaudanosoline // H<sub>2</sub>O
a [protein]-L-arginine + 2-oxoglutarate + dioxygen  ->  a [protein]-(3R)-3-hydroxy-L-arginine + succinate + CO2	EC-1.14.11.73		2-oxoglutarate // dioxygen // a [protein]-L-arginine // a [protein]-(3<i>R</i>)-3-hydroxy-L-arginine // succinate // CO<SUB>2</SUB>
2-oxoglutarate + phytanoyl-CoA + dioxygen  ->  CO2 + succinate + 2-hydroxyphytanoyl-CoA	EC-1.14.11.18		phytanoyl-CoA // 2-oxoglutarate // dioxygen // CO<SUB>2</SUB> // succinate // 2-hydroxyphytanoyl-CoA
1-piperideine 6-carboxylate + NADPH + 2 H+  ->  L-pipecolate + NADP+	EC-1.5.1	L-lysine degradation (pipecolate pathway)	NADP<sup>+</sup> // L-pipecolate // 1-piperideine 6-carboxylate // NADPH // H<SUP>+</SUP>
D-myo-inositol (1,4)-bisphosphate + H2O  ->  1D-myo-inositol 4-monophosphate + phosphate	EC-3.1.3.57	D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation	H<sub>2</sub>O // D-<i>myo</i>-inositol (1,4)-bisphosphate // phosphate // 1D-<i>myo</i>-inositol 4-monophosphate
4-aminobutanoate + L-histidine + ATP  ->  homocarnosine + ADP + phosphate + H+	EC-6.3.2.11	homocarnosine biosynthesis	ATP // L-histidine // 4-aminobutanoate // H<SUP>+</SUP> // homocarnosine // ADP // phosphate
Man7(GlcNAc)2-[protein] (isomer 7A1,2,3B3) + H2O  ->  Man6(GlcNAc)2-[protein] (isomer 6A1,2,3) + beta-D-mannopyranose	EC-3.2.1.113	protein <i>N</i>-glycosylation processing phase (mammalian)	H<sub>2</sub>O // Man<sub>7</sub>(GlcNAc)<sub>2</sub>-[protein] (isomer 7A<sub>1,2,3</sub>B<sub>3</sub>) // Man<sub>6</sub>(GlcNAc)<sub>2</sub>-[protein] (isomer 6A<sub>1,2,3</sub>) // &beta;-D-mannopyranose
a (3E)-3-enoyl-CoA  <-->  a (2E)-2-enoyl-CoA	EC-5.3.3.8		a (3<i>E</i>)-3-enoyl-CoA // a (2<i>E</i>)-2-enoyl-CoA
cyclic-2,3-O-oxalyl-L-threonate  ->  cyclic- 3,4-O-oxalyl-L-threonate			cyclic-2,3-<i>O</i>-oxalyl-L-threonate // cyclic- 3,4-<i>O</i>-oxalyl-L-threonate
2 L-cysteine  <-->  lanthionine + hydrogen sulfide	EC-4.2.1.22	hydrogen sulfide biosynthesis II (mammalian)	L-cysteine // lanthionine // hydrogen sulfide
a phosphatidylserine + H+  =  a phosphatidylethanolamine + CO2	EC-4.1.1.65		H<SUP>+</SUP> // a phosphatidylserine // a phosphatidylethanolamine // CO<SUB>2</SUB>
cis-aconitate + H+  ->  CO2 + itaconate	EC-4.1.1.6	itaconate biosynthesis I	<i>cis</i>-aconitate // H<SUP>+</SUP> // CO<SUB>2</SUB> // itaconate
S-adenosyl-L-methionine + a cytosine in DNA  ->  a 5-methylcytosine in DNA + S-adenosyl-L-homocysteine + H+	EC-2.1.1.37		a cytosine in DNA // <i>S</i>-adenosyl-L-methionine // a 5-methylcytosine in DNA // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
S-adenosyl-L-methionine + a [histone H3]-N6,N6-dimethyl-L-lysine-4  ->  S-adenosyl-L-homocysteine + a [histone H3] N6,N6,N6-trimethyl-L-lysine-4 + H+		3 S-adenosyl-L-methionine + a [histone H3]-L-lysine-4  ->  3 S-adenosyl-L-homocysteine + a [histone H3] N6,N6,N6-trimethyl-L-lysine-4 + 3 H+	a [histone H3]-<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-dimethyl-L-lysine-4 // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a [histone H3] <i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-trimethyl-L-lysine-4 // H<SUP>+</SUP>
(10S,17S)-diHpDHA + 4 glutathione  ->  protectin DX + 2 glutathione disulfide + 2 H2O	EC-1.11.1.12	docosahexaenoate metabolites biosynthesis // protectin biosynthesis	glutathione // (10S,17S)-diHpDHA // protectin DX // glutathione disulfide // H<sub>2</sub>O
1,2-dihydro-beta-NAD + H+ + dioxygen  ->  hydrogen peroxide + NAD+	EC-1.6.3.5		dioxygen // H<SUP>+</SUP> // 1,2-dihydro-&beta;-NAD // NAD<sup>+</sup> // hydrogen peroxide
L-saccharopine + NAD+ + H2O  ->  L-glutamate + (S)-2-amino-6-oxohexanoate + NADH + H+	EC-1.5.1.9	L-lysine degradation (saccharopine pathway)	L-saccharopine // NAD<sup>+</sup> // H<sub>2</sub>O // H<SUP>+</SUP> // L-glutamate // NADH // (<i>S</i>)-2-amino-6-oxohexanoate
an aldehyde + an oxidized electron carrier + H2O  ->  a carboxylate + a reduced two electron carrier + H+	EC-1.2.99.7		an oxidized electron carrier // H<sub>2</sub>O // an aldehyde // a carboxylate // a reduced two electron carrier // H<SUP>+</SUP>
5,6-dihydroxyindole-2-carboxylate + a reduced two electron carrier + dioxygen  ->  indole-5,6-quinone-2-carboxylate + an oxidized electron carrier + 2 H2O		eumelanin biosynthesis	a reduced two electron carrier // dioxygen // 5,6-dihydroxyindole-2-carboxylate // indole-5,6-quinone-2-carboxylate // H<sub>2</sub>O // an oxidized electron carrier
4 UDP-alpha-D-galactose + a {beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-N-Asn-[protein]  ->  a {beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-N-Asn-[protein] + 4 UDP + 4 H+	EC-2.4.1.38	complex <i>N</i>-linked glycan biosynthesis (vertebrates)	a {&beta;-D-GlcNAc-(1&rarr;2)-[&beta;-D-GlcNAc-(1&rarr;4)]-&alpha;-D-Man-(1&rarr;3)-[&beta;-D-GlcNAc-(1&rarr;2)-[&beta;-D-GlcNAc-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc}-<i>N</i>-Asn-[protein] // UDP-&alpha;-D-galactose // a {&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;2)-[&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)]-&alpha;-D-Man-(1&rarr;3)-[&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;2)-[&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc}-<i>N</i>-Asn-[protein] // UDP // H<SUP>+</SUP>
nicotine oxidase	EC-1.2.3	nicotine degradation IV // nicotine degradation V	H<sub>2</sub>O // dioxygen // nicotine-&Delta;<sup>1'5'</sup>-iminium ion // H<SUP>+</SUP> // cotinine // hydrogen peroxide
S-adenosyl-L-methionine + an N terminal N,N-dimethyl-(A/S)PK-[protein]  ->  S-adenosyl-L-homocysteine + an N terminal N,N,N-trimethyl-(A/S)PK-[protein] + H+		3 S-adenosyl-L-methionine + an N-terminal-(A/S)PK-[protein]  ->  3 S-adenosyl-L-homocysteine + an N terminal N,N,N-trimethyl-(A/S)PK-[protein] + 3 H+	an N terminal <i>N,N</i>-dimethyl-(A/S)PK-[protein] // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // an N terminal <i>N,N,N</i>-trimethyl-(A/S)PK-[protein] // H<SUP>+</SUP>
L-aspartate + IMP + GTP  ->  adenylosuccinate + GDP + phosphate + 2 H+	EC-6.3.4.4	adenosine ribonucleotides <i>de novo</i> biosynthesis	GTP // IMP // L-aspartate // H<SUP>+</SUP> // adenylosuccinate // phosphate // GDP
a [histone H4] N6-methyl-L-lysine-20 + 2-oxoglutarate + dioxygen  ->  a [histone H4]-L-lysine-20 + formaldehyde + succinate + CO2			dioxygen // 2-oxoglutarate // a [histone H4] <i>N</i><sup>6</sup>-methyl-L-lysine-20 // a [histone H4]-L-lysine-20 // formaldehyde // succinate // CO<SUB>2</SUB>
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate			H<SUP>+</SUP> // ATP // L-serine // (L-seryl)adenylate // diphosphate
an [F-actin]-L-methionine44 + NADPH + dioxygen + H+  ->  an [F-actin]-L-methionine44-(R)-S-oxide + NADP+ + H2O	EC-1.14.13.225		H<SUP>+</SUP> // dioxygen // NADPH // an [F-actin]-L-methionine<sup>44</sup> // an [F-actin]-L-methionine<sup>44</sup>-(<i>R</i>)-<i>S</i>-oxide // NADP<sup>+</sup> // H<sub>2</sub>O
15-dehydro-13,14-dihydro-prostaglandin F2alpha + NADP+  <-  15-dehydro-prostaglandin F2alpha + NADPH + H+	EC-1.3.1.48	arachidonate metabolites biosynthesis	NADP<sup>+</sup> // 15-dehydro-13,14-dihydro-prostaglandin F<sub>2&alpha;</sub> // 15-dehydro-prostaglandin F<sub>2&alpha;</sub> // NADPH // H<SUP>+</SUP>
a (1->4)-alpha-D-glucan + n H2O  ->  a (1->4)-alpha-D-glucan + maltohexaose	EC-3.2.1.1		H<sub>2</sub>O // a (1&rarr;4)-&alpha;-D-glucan // maltohexaose
(2S)-2-methylbutanoyl-CoA + an oxidized electron-transfer flavoprotein + H+  <-->  (E)-2-methylcrotonoyl-CoA + a reduced electron-transfer flavoprotein	EC-1.3.8.5	L-isoleucine degradation	H<SUP>+</SUP> // an oxidized electron-transfer flavoprotein // (2<i>S</i>)-2-methylbutanoyl-CoA // (<i>E</i>)-2-methylcrotonoyl-CoA // a reduced electron-transfer flavoprotein
[keratan]-galactose 6'-sulfate + H2O  ->  [keratan]-galactose + sulfate + H+	EC-3.1.6.4		H<sub>2</sub>O // [keratan]-galactose 6'-sulfate // [keratan]-galactose // sulfate // H<SUP>+</SUP>
{6-alpha-D-(1,4-alpha-D-glucano)-glucan}n + H2O  ->  {6-alpha-D-(1,4-alpha-D-glucano)-glucan}n-1 + D-glucopyranose	EC-3.2.1.3		H<sub>2</sub>O // a glycogen // D-glucopyranose
(S)-2-amino-6-oxohexanoate  <-->  1-piperideine 6-carboxylate + H2O + H+		(S)-2-amino-6-oxohexanoate + NAD(P)+ + H2O  ->  L-2-aminoadipate + NAD(P)H + 2 H+ // (S)-2-amino-6-oxohexanoate + NAD+ + H2O  =  L-2-aminoadipate + NADH + 2 H+	(<i>S</i>)-2-amino-6-oxohexanoate // 1-piperideine 6-carboxylate // H<sub>2</sub>O // H<SUP>+</SUP>
arachidonate + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  8,9-EET + an oxidized [NADPH-hemoprotein reductase] + H2O	EC-1.14.14	arachidonate metabolites biosynthesis	a reduced [NADPH-hemoprotein reductase] // dioxygen // arachidonate // 8,9-EET // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase]
a very-long-chain fatty alcohol + a long-chain fatty acyl-CoA  =  a very-long-chain alcohol--long-chain acyl wax ester + coenzyme A	EC-2.3.1.75		a long-chain fatty acyl-CoA // a very-long-chain fatty alcohol // a very-long-chain alcohol--long-chain acyl wax ester // coenzyme A
arachidoyl-CoA + NADP+  <-  trans-arachido-2-enoyl-CoA + NADPH + H+	EC-1.3.1.93	very long chain fatty acid biosynthesis II	NADP<sup>+</sup> // arachidoyl-CoA // <i>trans</i>-arachido-2-enoyl-CoA // NADPH // H<SUP>+</SUP>
a sugar alcohol + NAD(P)+  <-->  an aldose + NAD(P)H + H+	EC-1.1.1.21		NAD(P)<sup>+</sup> // a sugar alcohol // an aldose // NAD(P)H // H<SUP>+</SUP>
a [protein]-L-lysine + dioxygen + H2O  ->  a [protein]-(S)-2-amino-6-oxohexanoate + ammonium + hydrogen peroxide	EC-1.4.3.13		a [protein]-L-lysine // H<sub>2</sub>O // dioxygen // a [protein]-(<i>S</i>)-2-amino-6-oxohexanoate // ammonium // hydrogen peroxide
arsenous acid + 3 glutathione  ->  arsenic triglutathione + 3 H2O		arsenic detoxification (mammals)	glutathione // arsenous acid // arsenic triglutathione // H<sub>2</sub>O
a tetrahydrofolate + ATP + formate  ->  an N10-formyltetrahydrofolate + ADP + phosphate	EC-6.3.4.3	folate transformations I // folate polyglutamylation	formate // ATP // a tetrahydrofolate // an <i>N</i><sup>10</sup>-formyltetrahydrofolate // ADP // phosphate
a 2-acyl-1-alkyl-sn-glycerol + CDP-ethanolamine  ->  a plasmanylethanolamine + CMP + H+	EC-2.7.8.1	plasmalogen biosynthesis	CDP-ethanolamine // a 2-acyl-1-alkyl-<i>sn</i>-glycerol // a plasmanylethanolamine // CMP // H<SUP>+</SUP>
prostaglandin E2 + NADP+  ->  prostaglandin K2 + NADPH + H+		arachidonate metabolites biosynthesis	NADP<sup>+</sup> // prostaglandin E<sub>2</sub> // prostaglandin K<sub>2</sub> // NADPH // H<SUP>+</SUP>
a sterol + a phosphatidylcholine  =  a 2-lysophosphatidylcholine + a steryl-ester	EC-2.3.1.43		a phosphatidylcholine // a sterol // a 2-lysophosphatidylcholine // a steryl-ester
(S)-propane-1,2-diol + NAD+  <-->  hydroxyacetone + NADH + H+		acetone degradation III (to propane-1,2-diol) // methylglyoxal degradation III	NAD<sup>+</sup> // (<i>S</i>)-propane-1,2-diol // hydroxyacetone // NADH // H<SUP>+</SUP>
UDP-alpha-D-glucuronate + a 3-O-[beta-Xyl-(1->4)-(Rbo5P)2-3-betaGalNAc-(1->3)-betaGlucNAc-(1->4)-(P6)-O-alphaMan]-Ser/Thr-[protein]  ->  UDP + a 3-O-[beta-GlcA(1->4)-beta-Xyl-(1->4)-(Rbo5P)2-3-betaGalNAc-(1->3)-betaGlucNAc-(1->4)-(P6)-O-alphaMan]-Ser/Thr-[protein] + H+	EC-2.4.1	&alpha;-dystroglycan glycosylation	a 3-<i>O</i>-[&beta;-Xyl-(1&rarr;4)-(Rbo5P)<sub>2</sub>-3-&beta;GalNAc-(1&rarr;3)-&beta;GlucNAc-(1&rarr;4)-(P6)-<i>O</i>-&alpha;Man]-Ser/Thr-[protein] // UDP-&alpha;-D-glucuronate // UDP // a 3-<i>O</i>-[&beta;-GlcA(1&rarr;4)-&beta;-Xyl-(1&rarr;4)-(Rbo5P)<sub>2</sub>-3-&beta;GalNAc-(1&rarr;3)-&beta;GlucNAc-(1&rarr;4)-(P6)-<i>O</i>-&alpha;Man]-Ser/Thr-[protein] // H<SUP>+</SUP>
putrescine + S-adenosyl 3-(methylsulfanyl)propylamine  ->  spermidine + S-methyl-5'-thioadenosine + H+	EC-2.5.1.16	spermidine biosynthesis	<i>S</i>-adenosyl 3-(methylsulfanyl)propylamine // putrescine // H<SUP>+</SUP> // spermidine // <i>S</i>-methyl-5'-thioadenosine
malonyl-CoA + alpha-linolenoyl-CoA + H+  ->  (11Z,14Z,17Z)-3-oxoicosatrienoyl-CoA + CO2 + coenzyme A	EC-2.3.1.199	icosapentaenoate biosynthesis III (8-desaturase, mammals)	H<SUP>+</SUP> // &alpha;-linolenoyl-CoA // malonyl-CoA // (11Z,14Z,17Z)-3-oxoicosatrienoyl-CoA // coenzyme A // CO<SUB>2</SUB>
Aminoparathion hydrolase	EC-3.1.8.1		H<sub>2</sub>O // amino-parathion // H<SUP>+</SUP> // diethylthiophosphate // 4-aminophenol
1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one + dioxygen  ->  4-(methylsulfanyl)-2-oxobutanoate + formate + H+	EC-1.13.11.54	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	dioxygen // 1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one // H<SUP>+</SUP> // 4-(methylsulfanyl)-2-oxobutanoate // formate
N6-methyladenosine 5'-monophosphate + H2O + H+  ->  IMP + methylamine	EC-3.5.3		H<SUP>+</SUP> // H<sub>2</sub>O // <i>N</i><sup>6</sup>-methyladenosine 5'-monophosphate // IMP // methylamine
UDP-alpha-D-glucose + alpha-D-galactose 1-phosphate  ->  UDP-alpha-D-galactose + alpha-D-glucopyranose 1-phosphate	EC-2.7.7.12	D-galactose degradation V (Leloir pathway)	&alpha;-D-galactose 1-phosphate // UDP-&alpha;-D-glucose // UDP-&alpha;-D-galactose // &alpha;-D-glucopyranose 1-phosphate
15(S)-HETE + NADP+  ->  15-oxo-ETE + NADPH + H+	EC-1.1.1	arachidonate metabolites biosynthesis	NADP<sup>+</sup> // 15(<i>S</i>)-HETE // 15-oxo-ETE // NADPH // H<SUP>+</SUP>
an N-terminal-L-methionyl-L-cysteinyl-[protein] + H2O  ->  an N-terminal L-cysteinyl-[protein] + L-methionine	EC-3.4.11.18	Arg/N-end rule pathway (eukaryotic)	H<sub>2</sub>O // an N-terminal-L-methionyl-L-cysteinyl-[protein] // an N-terminal L-cysteinyl-[protein] // L-methionine
UDP-N-acetyl-alpha-D-glucosamine + a type 2 histo-blood group antigen precursor disaccharide  ->  an N-acetyl-beta-D-glucosaminyl-(1,3)-beta-D-galactosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-R + UDP + H+	EC-2.4.1.149	i antigen and I antigen biosynthesis // terminal <i>O</i>-glycans residues modification (via type 2 precursor disaccharide)	a type 2 histo-blood group antigen precursor disaccharide // UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // an <i>N</i>-acetyl-&beta;-D-glucosaminyl-(1,3)-&beta;-D-galactosyl-(1,4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-R // H<SUP>+</SUP> // UDP
N1-methyladenine + 2-oxoglutarate + dioxygen  ->  adenine + CO2 + formaldehyde + succinate	EC-1.14.11.33		2-oxoglutarate // dioxygen // <i>N</i><sup>1</sup>-methyladenine // adenine // CO<SUB>2</SUB> // formaldehyde // succinate
UDP-N-acetyl-alpha-D-glucosamine + a [protein]-L-serine  ->  UDP + an N-acetyl-beta-D-glucosaminyl-L-serine-[protein] + H+	EC-2.4.1.255		a [protein]-L-serine // UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // UDP // an <i>N</i>-acetyl-&beta;-D-glucosaminyl-L-serine-[protein] // H<SUP>+</SUP>
succinyl-CoA + H2O  ->  succinate + coenzyme A + H+	EC-3.1.2.3		H<sub>2</sub>O // succinyl-CoA // H<SUP>+</SUP> // succinate // coenzyme A
3'-phosphoadenylyl-sulfate + a phenol  ->  adenosine 3',5'-bisphosphate + an aryl sulfate + H+	EC-2.8.2.1		a phenol // 3'-phosphoadenylyl-sulfate // adenosine 3',5'-bisphosphate // an aryl sulfate // H<SUP>+</SUP>
S-(4-hydroxy-nonenal-3-yl)-L-cysteine + acetyl-CoA  ->  4-hydroxy-2-nonenal-N-acetyl-L-cysteine + coenzyme A + H+	EC-2.3.1.80	4-hydroxy-2-nonenal detoxification	acetyl-CoA // <i>S</i>-(4-hydroxy-nonenal-3-yl)-L-cysteine // 4-hydroxy-2-nonenal-<i>N</i>-acetyl-L-cysteine // coenzyme A // H<SUP>+</SUP>
1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate + H2O  ->  a 1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate + phosphate	EC-3.1.3.86	3-phosphoinositide degradation	H<sub>2</sub>O // 1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate // a 1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate // phosphate
a long-chain 2-methyl fatty acyl-CoA + an oxidized electron-transfer flavoprotein + H+  ->  a long-chain (2E)-2-methyl-2-enoyl-CoA + a reduced electron-transfer flavoprotein	EC-1.3.8.8	2-methyl-branched fatty acid &beta;-oxidation	H<SUP>+</SUP> // an oxidized electron-transfer flavoprotein // a long-chain 2-methyl fatty acyl-CoA // a long-chain (2<i>E</i>)-2-methyl-2-enoyl-CoA // a reduced electron-transfer flavoprotein
alpha-D-glucose 6-phosphate  <-->  beta-D-glucose 6-phosphate	EC-5.1.3.15		&alpha;-D-glucose 6-phosphate // &beta;-D-glucose 6-phosphate
an L-arginyl-[tRNAArg] + an N-terminal 3-sulfo-L-alanyl-[protein]  ->  a tRNAArg + an N-terminal L-arginiyl-3-sulfo-L-alanyl-[protein] + H+	EC-2.3.2.8	Arg/N-end rule pathway (eukaryotic)	an N-terminal 3-sulfo-L-alanyl-[protein] // an L-arginyl-[tRNA<SUP>Arg</SUP>] // a tRNA<SUP>Arg</SUP> // an N-terminal L-arginiyl-3-sulfo-L-alanyl-[protein] // H<SUP>+</SUP>
UDP-N-acetyl-alpha-D-galactosamine + an N-acetyl-beta-D-glucosaminyl-R  =  N-acetyl-beta-D-galactosaminyl-(1->4)-N-acetyl-beta-D-glucosaminyl-[protein] + UDP + H+	EC-2.4.1.244		an <i>N</i>-acetyl-&beta;-D-glucosaminyl-R // UDP-<i>N</i>-acetyl-&alpha;-D-galactosamine // <i>N</i>-acetyl-&beta;-D-galactosaminyl-(1->4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-[protein] // H<SUP>+</SUP> // UDP
15-dehydro-13,14-dihydro-prostaglandin F1alpha + NADP+  <-  15-dehydro-prostaglandin F1alpha + NADPH + H+	EC-1.3.1.48	di-homo-&gamma;-linolenate metabolites biosynthesis	NADP<sup>+</sup> // 15-dehydro-13,14-dihydro-prostaglandin F<sub>1&alpha;</sub> // 15-dehydro-prostaglandin F<sub>1&alpha;</sub> // NADPH // H<SUP>+</SUP>
3,3',5'-triiodothyronamine + a reduced two electron carrier  ->  3,3'-diiodothyronamine + iodide + an oxidized electron carrier + H+		thyronamine and iodothyronamine metabolism	a reduced two electron carrier // 3,3',5'-triiodothyronamine // 3,3'-diiodothyronamine // an oxidized electron carrier // iodide // H<SUP>+</SUP>
thymidine + ATP  ->  dTMP + ADP + H+	EC-2.7.1.145 // EC-2.7.1.21	pyrimidine deoxyribonucleosides salvage	ATP // thymidine // H<SUP>+</SUP> // dTMP // ADP
betaine aldehyde + NAD+ + H2O  ->  glycine betaine + NADH + 2 H+	EC-1.2.1.8	choline degradation	H<sub>2</sub>O // NAD<sup>+</sup> // betaine aldehyde // H<SUP>+</SUP> // glycine betaine // NADH
(13Z)-docosenoyl-CoA + cholesterol  ->  cholesteryl erucate + coenzyme A	EC-2.3.1.26		cholesterol // (13<i>Z</i>)-docosenoyl-CoA // cholesteryl erucate // coenzyme A
11beta-hydroxytestosterone + NADP+  <-->  11-oxotestosterone + NADPH + H+	EC-1.1.1.146	11-oxyandrogens biosynthesis	NADP<sup>+</sup> // 11&beta;-hydroxytestosterone // 11-oxotestosterone // NADPH // H<SUP>+</SUP>
CMP + H2O  ->  cytidine + phosphate	EC-3.1.3.91 // EC-3.1.3.5	UTP and CTP dephosphorylation I	H<sub>2</sub>O // CMP // cytidine // phosphate
spermine + H2O + dioxygen  ->  3-aminopropanal + spermidine + hydrogen peroxide	EC-1.5.3.17 // EC-1.5.3.16	spermine and spermidine degradation I	dioxygen // H<sub>2</sub>O // spermine // 3-aminopropanal // spermidine // hydrogen peroxide
L-thyroxine + UDP-alpha-D-glucuronate  ->  L-thyroxine acyl beta-D-glucuronide + UDP + H+	EC-2.4.1.17	thyroid hormone metabolism II (via conjugation and/or degradation)	UDP-&alpha;-D-glucuronate // L-thyroxine // H<SUP>+</SUP> // L-thyroxine acyl &beta;-D-glucuronide // UDP
a [protein]-L-arginine + NAD+  ->  a protein-Nomega-(ADP-D-ribosyl)-L-arginine + nicotinamide + H+	EC-2.4.2.31		NAD<sup>+</sup> // a [protein]-L-arginine // a protein-<i>N<sup>&omega;</sup></i>-(ADP-D-ribosyl)-L-arginine // nicotinamide // H<SUP>+</SUP>
L-glutamate + H+  ->  CO2 + 4-aminobutanoate	EC-4.1.1.15	GABA shunt // L-glutamate degradation (via 4-aminobutanoate)	L-glutamate // H<SUP>+</SUP> // CO<SUB>2</SUB> // 4-aminobutanoate
carbonic acid  <-->  hydrogencarbonate + H+			carbonic acid // hydrogencarbonate // H<SUP>+</SUP>
9(S)-HpOTre + dioxygen  ->  9,16-DiHpOTrE	EC-1.13.11.33	&alpha;-linolenate metabolites biosynthesis	dioxygen // 9(<i>S</i>)-HpOTre // 9,16-DiHpOTrE
N1-acetylspermidine + dioxygen + H2O  ->  putrescine + 3-acetamidopropanal + hydrogen peroxide	EC-1.5.3.13 // EC-1.5.3.17	spermine and spermidine degradation I	H<sub>2</sub>O // dioxygen // <i>N</i><SUP>1</SUP>-acetylspermidine // putrescine // 3-acetamidopropanal // hydrogen peroxide
cotinine  ->  cotinine methonium ion		nicotine degradation V	cotinine // cotinine methonium ion
a uridine38-40 in tRNA  ->  a pseudouridine38-40 in tRNA	EC-5.4.99.12		a uridine<sup>38-40</sup> in tRNA // a pseudouridine<sup>38-40</sup> in tRNA
