Reaction	EC-Number	In-Pathway	Substrates
phyta-2,14-dienyl bacteriochlorophyllide a + NADP+  <-  phyta-2,10,14-trienyl bacteriochlorophyllide a + NADPH + H+		bacteriochlorophyll <i>a</i> biosynthesis	NADP<sup>+</sup> // phyta-2,14-dienyl bacteriochlorophyllide <i>a</i> // phyta-2,10,14-trienyl bacteriochlorophyllide <i>a</i> // NADPH // H<SUP>+</SUP>
a beta-D-galactoside + H2O  ->  a non galactosylated galactose acceptor + D-galactopyranose	EC-3.2.1.23		H<sub>2</sub>O // a &beta;-D-galactoside // a non galactosylated galactose acceptor // D-galactopyranose
a uridine34 in tRNA + GTP + a 5,10-methylenetetrahydrofolate + glycine + an oxidized electron carrier + H2O  ->  a 5-carboxymethylaminomethyluridine34 in tRNA + GDP + a 7,8-dihydrofolate + a reduced two electron carrier + phosphate + 2 H+			an oxidized electron carrier // H<sub>2</sub>O // glycine // a 5,10-methylenetetrahydrofolate // GTP // a uridine<sup>34</sup> in tRNA // a 5-carboxymethylaminomethyluridine<sup>34</sup> in tRNA // GDP // phosphate // a 7,8-dihydrofolate // H<SUP>+</SUP> // a reduced two electron carrier
2 cob(I)alamin + an [oxidized flavoprotein] + 2 H+  ->  2 cob(II)alamin + a [reduced flavoprotein]		adenosylcobalamin salvage from cobalamin	H<SUP>+</SUP> // an [oxidized flavoprotein] // cob(I)alamin // cob(II)alamin // a [reduced flavoprotein]
a (7Z)-tetradec-7-enoyl-[acp] + a malonyl-[acp] + H+  ->  a (9Z)-3-oxohexadec-9-enoyl-[acp] + acyl-carrier protein + CO2	EC-2.3.1.179 // EC-2.3.1.41	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	H<SUP>+</SUP> // a malonyl-[acp] // a (7<i>Z</i>)-tetradec-7-enoyl-[acp] // a (9<i>Z</i>)-3-oxohexadec-9-enoyl-[acp] // a soluble [acyl-carrier protein] // CO<SUB>2</SUB>
an N-terminal L-cysteinyl-[protein] + hydrogen peroxide  ->  an N-terminal 3-sulfeno-L-alanyl-[protein] + H2O			hydrogen peroxide // an N-terminal L-cysteinyl-[protein] // an N-terminal 3-sulfeno-L-alanyl-[protein] // H<sub>2</sub>O
a cytidine34 in tRNAIle2 + L-lysine + ATP  ->  a lysidine34 in tRNAIle2 + AMP + diphosphate + 2 H+	EC-6.3.4.19		ATP // L-lysine // a cytidine<sup>34</sup> in tRNA<sup>Ile2</sup> // a lysidine<sup>34</sup> in tRNA<sup>Ile2</sup> // AMP // diphosphate // H<SUP>+</SUP>
S-adenosyl-L-methionine + a guanine527 in 16S rRNA  ->  S-adenosyl-L-homocysteine + an N7-methylguanine527 in 16S rRNA	EC-2.1.1.170		a guanine<sup>527</sup> in 16S rRNA // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // an <i>N</i><sup>7</sup>-methylguanine<sup>527</sup> in 16S rRNA
allantoate + H2O  ->  (S)-ureidoglycolate + urea	EC-3.5.3.4	allantoin degradation to ureidoglycolate I (urea producing)	allantoate // H<sub>2</sub>O // (<i>S</i>)-ureidoglycolate // urea
malonyl-CoA + acyl-carrier protein  ->  a malonyl-[acp] + coenzyme A	EC-2.3.1.39	fatty acid biosynthesis initiation (type II)	a soluble [acyl-carrier protein] // malonyl-CoA // coenzyme A // a malonyl-[acp]
L-glutamate-5-semialdehyde + NADP+ + phosphate  <-  gamma-L-glutamyl 5-phosphate + NADPH + H+	EC-1.2.1.41	L-proline biosynthesis I (from L-glutamate)	NADP<sup>+</sup> // phosphate // L-glutamate-5-semialdehyde // &gamma;-L-glutamyl 5-phosphate // NADPH // H<SUP>+</SUP>
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	EC-2.7.2.4	L-lysine biosynthesis I // L-homoserine biosynthesis	ATP // L-aspartate // L-aspartyl-4-phosphate // ADP
rhodopin  <-  all-trans-lycopene + H2O	EC-4.2.1.131	spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	rhodopin // <i>all-trans</i>-lycopene // H<sub>2</sub>O
(3R)-3-hydroxybutanoyl-CoA + [(R)-3-hydroxybutanoate]n  ->  [(R)-3-hydroxybutanoate](n+1) + coenzyme A	EC-2.3.1	polyhydroxybutanoate biosynthesis	(3<i>R</i>)-3-hydroxybutanoyl-CoA // poly-[(R)-3-hydroxybutanoate] // coenzyme A
UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine + H2O  ->  lipid X (E. coli) + UMP + 2 H+	EC-3.6.1.54	lipid IV<sub>A</sub> biosynthesis (E. coli)	UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-&alpha;-D-glucosamine // H<sub>2</sub>O // H<SUP>+</SUP> // lipid X (<i>E. coli</i>) // UMP
propanoate + ATP  <-->  propanoyl phosphate + ADP	EC-2.7.2.7 // EC-2.7.2.1 // EC-2.7.2.15 // EC-2.7.2.14	L-threonine degradation I	ATP // propanoate // propanoyl phosphate // ADP
D-glyceraldehyde 3-phosphate + NAD+ + phosphate  <-->  3-phospho-D-glyceroyl phosphate + NADH + H+	EC-1.2.1.12	Entner-Doudoroff pathway I // glycolysis III (from glucose) // gluconeogenesis I	NAD<sup>+</sup> // phosphate // D-glyceraldehyde 3-phosphate // H<SUP>+</SUP> // 3-phospho-D-glyceroyl phosphate // NADH
a reduced thioredoxin + NADP+  <-  an oxidized thioredoxin + NADPH + H+	EC-1.8.1.9	thioredoxin pathway	NADP<sup>+</sup> // a reduced thioredoxin // an oxidized thioredoxin // NADPH // H<SUP>+</SUP>
a gondoyl-[acp] + NAD+  <-  a (2E,11Z)-icosa-2,11-dienoyl-[acp] + NADH + H+	EC-1.3.1.9	gondoate biosynthesis (anaerobic)	NAD<sup>+</sup> // a gondoyl-[acp] // a (2E,11Z)-icosa-2,11-dienoyl-[acp] // NADH // H<SUP>+</SUP>
phyta-2,10,14-trienyl bacteriochlorophyllide a + NADP+  <-  geranylgeranyl bacteriochlorophyllide a + NADPH + H+		bacteriochlorophyll <i>a</i> biosynthesis	NADP<sup>+</sup> // phyta-2,10,14-trienyl bacteriochlorophyllide <i>a</i> // geranylgeranyl bacteriochlorophyllide <i>a</i> // NADPH // H<SUP>+</SUP>
a 2-thiouridine34 in tRNA + GTP + a 5,10-methylenetetrahydrofolate + glycine + an oxidized electron carrier + H2O  ->  a 5-carboxymethylaminomethyl-2-thiouridine34 in tRNA + GDP + a 7,8-dihydrofolate + a reduced two electron carrier + phosphate + 2 H+		tRNA-uridine 2-thiolation and selenation (bacteria)	an oxidized electron carrier // H<sub>2</sub>O // glycine // a 5,10-methylenetetrahydrofolate // GTP // a 2-thiouridine<sup>34</sup> in tRNA // a 5-carboxymethylaminomethyl-2-thiouridine<sup>34</sup> in tRNA // GDP // phosphate // a 7,8-dihydrofolate // H<SUP>+</SUP> // a reduced two electron carrier
a tRNAGly + glycine + ATP  ->  a glycyl-[tRNAGly] + AMP + diphosphate	EC-6.1.1.14	tRNA charging	ATP // glycine // a tRNA<SUP>Gly</SUP> // a glycyl-[tRNA<SUP>Gly</SUP>] // diphosphate // AMP
(R)-methylmalonate-semialdehyde  <-->  (S)-methylmalonate-semialdehyde			(<i>R</i>)-methylmalonate-semialdehyde // (<i>S</i>)-methylmalonate-semialdehyde
S-adenosyl-L-methionine + 3-demethylubiquinol-8  ->  S-adenosyl-L-homocysteine + ubiquinol-8 + H+	EC-2.1.1.64	ubiquinol-8 biosynthesis (early decarboxylation)	3-demethylubiquinol-<i>8</i> // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // ubiquinol-<i>8</i> // <i>S</i>-adenosyl-L-homocysteine
(2S, 3S)-3-methylaspartate  <-  L-glutamate	EC-5.4.99.1	L-glutamate degradation VI (to pyruvate)	(2S, 3S)-3-methylaspartate // L-glutamate
isopentenyl diphosphate + 2 an oxidized ferredoxin [iron-sulfur] cluster + H2O  <-  (E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + 2 a reduced ferredoxin [iron-sulfur] cluster + 2 H+	EC-1.17.7.4	methylerythritol phosphate pathway II // methylerythritol phosphate pathway I	H<sub>2</sub>O // an oxidized ferredoxin [iron-sulfur] cluster // isopentenyl diphosphate // (<i>E</i>)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate // a reduced ferredoxin [iron-sulfur] cluster // H<SUP>+</SUP>
all-trans-octaprenyl diphosphate + 4-hydroxybenzoate  ->  4-hydroxy-3-octaprenylbenzoate + diphosphate	EC-2.5.1.39	ubiquinol-8 biosynthesis (early decarboxylation)	4-hydroxybenzoate // all-<i>trans</i>-octaprenyl diphosphate // 4-hydroxy-3-octaprenylbenzoate // diphosphate
N-formimino-L-glutamate + H2O  ->  ammonium + N-formyl-L-glutamate	EC-3.5.3.13	L-histidine degradation II	<i>N</i>-formimino-L-glutamate // H<sub>2</sub>O // ammonium // <i>N</i>-formyl-L-glutamate
GTP + H2O  ->  GDP + phosphate + H+	EC-3.6.1 // EC-3.6.1.15 // EC-3.6.5.6 // EC-3.6.5.5 // EC-3.6.5.4 // EC-3.6.5.3 // EC-3.6.5.2 // EC-3.6.5.1		H<sub>2</sub>O // GTP // H<SUP>+</SUP> // GDP // phosphate
(R)-methylmalonyl-CoA  <-->  succinyl-CoA	EC-5.4.99.2	propanoyl CoA degradation I // (<i>S</i>)-lactate fermentation to propanoate, acetate and hydrogen	(R)-methylmalonyl-CoA // succinyl-CoA
selenide + ATP + H2O  ->  selenophosphate + AMP + phosphate	EC-2.7.9.3		ATP // selenide // H<sub>2</sub>O // selenophosphate // phosphate // AMP
a polycistronic tRNA precursor + H2O  ->  a tRNA precursor with a 5' extension and a short 3' extension + a partially processed polycistronic tRNA precursor	EC-3.1.26.12	tRNA processing	H<sub>2</sub>O // a tRNA precursor with a 5' extension and a short 3' extension // a polycistronic tRNA precursor
Coalpha-[alpha-(2-methyladenin-9-yl)]-Cobeta-adenosylcobamide 5'-phosphate + H2O  ->  Coalpha-[alpha-(2-methyladenin-7-yl)]-Cobeta-adenosylcobamide + phosphate	EC-3.1.3.73	2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	H<sub>2</sub>O // <i>Co</i>&alpha;-[&alpha;-(2-methyladenin-9-yl)]-<i>Co</i>&beta;-adenosylcobamide 5'-phosphate // <i>Co</i>&alpha;-[&alpha;-(2-methyladenin-7-yl)]-<i>Co</i>&beta;-adenosylcobamide // phosphate
succinate semialdehyde + NAD(P)+ + H2O  ->  succinate + NAD(P)H + 2 H+	EC-1.2.1.16	4-aminobutanoate degradation III	H<sub>2</sub>O // NAD(P)<sup>+</sup> // succinate semialdehyde // NAD(P)H // succinate // H<SUP>+</SUP>
a monocarboxylic acid amide + H2O  ->  a monocarboxylate + ammonium	EC-3.5.1.4		H<sub>2</sub>O // a monocarboxylic acid amide // a monocarboxylate // ammonium
bacteriochlorophyllide a + geranylgeranyl diphosphate + H+  ->  geranylgeranyl bacteriochlorophyllide a + diphosphate	EC-2.5.1.133	bacteriochlorophyll <i>a</i> biosynthesis	H<SUP>+</SUP> // geranylgeranyl diphosphate // bacteriochlorophyllide <i>a</i> // geranylgeranyl bacteriochlorophyllide <i>a</i> // diphosphate
alpha-D-glucopyranose 1-phosphate  <-->  D-glucopyranose 6-phosphate	EC-5.4.2.2	glycogen biosynthesis I (from ADP-D-Glucose) // glycogen degradation II // D-galactose degradation I (Leloir pathway) // UDP-&alpha;-D-glucose biosynthesis	&alpha;-D-glucopyranose 1-phosphate // D-glucopyranose 6-phosphate
N-methyl-L-proline + oxygen + H2O  ->  L-proline + formaldehyde + hydrogen peroxide	EC-1.5.3	proline betaine degradation I	H<sub>2</sub>O // oxygen // <i>N</i>-methyl-L-proline // L-proline // formaldehyde // hydrogen peroxide
UDP-2-N-[(3R)-3-hydroxydodecanoyl]-3-O-[(3R)-3-hydroxydecanoyl]-alpha-D-glucosamine + H2O  ->  lipid X (P. putida) + UMP + 2 H+	EC-3.6.1.54	lipid IV<sub>A</sub> biosynthesis (<i>P. putida</i>)	H<sub>2</sub>O // UDP-2-N-[(3R)-3-hydroxydodecanoyl]-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine // lipid X (P. putida) // UMP // H<SUP>+</SUP>
a (3Z)-dec-3-enoyl-[acp] + a malonyl-[acp] + H+  ->  a (5Z)-3-oxododec-5-enoyl-[acp] + acyl-carrier protein + CO2	EC-2.3.1.179 // EC-2.3.1.41	(5Z)-dodecenoate biosynthesis I	H<SUP>+</SUP> // a malonyl-[acp] // a (3Z)-dec-3-enoyl-[acp] // a (5Z)-3-oxododec-5-enoyl-[acp] // a soluble [acyl-carrier protein] // CO<SUB>2</SUB>
hexanoyl-CoA C-acyltransferase	EC-2.3.1.16	oleate &beta;-oxidation	acetyl-CoA // hexanoyl-CoA // 3-oxooctanoyl-CoA // coenzyme A
keto-D-fructose + L-lysine  ->  N6-(D-glucosyl)-L-lysine + H2O			L-lysine // <i>keto</i>-D-fructose // N<sup>6</sup>-(D-glucosyl)-L-lysine // H<sub>2</sub>O
alpha-D-ribose 1,5-bisphosphate + ATP  ->  5-phospho-alpha-D-ribose 1-diphosphate + ADP	EC-2.7.4.23	(aminomethyl)phosphonate degradation // glyphosate degradation III	ATP // &alpha;-D-ribose 1,5-bisphosphate // 5-phospho-&alpha;-D-ribose 1-diphosphate // ADP
[GlcNAc-(1->4)-MurNAc-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine]n-diphosphoundecaprenol + ditrans,octacis-undecaprenyldiphospho-N-acetyl-(N-acetyl-beta-D-glucosaminyl)muramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine  =  di-trans,octa-cis-undecaprenyl diphosphate + [GlcNAc-(1->4)-MurNAc-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine](n+1)-diphosphoundecaprenol	EC-2.4.1.129		<i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine // <i>di-trans,octa-cis</i>-undecaprenyl diphosphate // a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine) pentapeptide
a tetrahydrofolate + ATP + formate  ->  an N10-formyltetrahydrofolate + ADP + phosphate	EC-6.3.4.3	formate assimilation into 5,10-methylenetetrahydrofolate // folate polyglutamylation	formate // ATP // a tetrahydrofolate // an <i>N</i><sup>10</sup>-formyltetrahydrofolate // ADP // phosphate
sn-glycerol 3-phosphate + NAD(P)+  <-  glycerone phosphate + NAD(P)H + H+	EC-1.1.1.94	CDP-diacylglycerol biosynthesis II // CDP-diacylglycerol biosynthesis I	NAD(P)<sup>+</sup> // <i>sn</i>-glycerol 3-phosphate // glycerone phosphate // NAD(P)H // H<SUP>+</SUP>
GDP + ATP  ->  GTP + ADP	EC-2.7.4.6	ppGpp metabolism // guanosine ribonucleotides <i>de novo</i> biosynthesis	ATP // GDP // GTP // ADP
thymidine + ATP  ->  dTMP + ADP + H+	EC-2.7.1.145 // EC-2.7.1.21	pyrimidine deoxyribonucleosides salvage	ATP // thymidine // H<SUP>+</SUP> // dTMP // ADP
3-methylcrotonyl-CoA + hydrogencarbonate + ATP  ->  3-methylglutaconyl-CoA + ADP + phosphate + H+	EC-6.4.1.4	L-leucine degradation I	ATP // hydrogencarbonate // 3-methylcrotonyl-CoA // 3-methylglutaconyl-CoA // ADP // phosphate // H<SUP>+</SUP>
L-canavanine + H2O  =  L-canaline + urea + H+	EC-3.5.3.1		H<sub>2</sub>O // L-canavanine // H<SUP>+</SUP> // L-canaline // urea
coenzyme A + H2O  ->  adenosine 3',5'-bisphosphate + 4'-phosphopantetheine + 2 H+	EC-3.6.1		H<sub>2</sub>O // coenzyme A // adenosine 3',5'-bisphosphate // 4'-phosphopantetheine // H<SUP>+</SUP>
alpha-L-fucopyranose  ->  L-fuculose	EC-5.3.1.25	fucose degradation	&alpha;-L-fucopyranose // L-fuculose
(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate  ->  cyclic pyranopterin phosphate + diphosphate	EC-4.6.1.17	molybdopterin biosynthesis	(8<i>S</i>)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate // cyclic pyranopterin phosphate // diphosphate
D-sedoheptulose 1,7-bisphosphate  <-->  glycerone phosphate + D-erythrose 4-phosphate	EC-4.1.2.13	Calvin-Benson-Bassham cycle	D-sedoheptulose 1,7-bisphosphate // glycerone phosphate // D-erythrose 4-phosphate
a [reduced DsbA protein] + an [oxidized DsbB protein]  ->  an [oxidized DsbA protein] + a [reduced DsbB protein]		periplasmic disulfide bond formation	an [oxidized DsbB protein] // a [reduced DsbA protein] // an [oxidized DsbA protein] // a [reduced DsbB protein]
N5-carboxyaminoimidazole ribonucleotide  ->  5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	EC-5.4.99.18	inosine-5'-phosphate biosynthesis I	<i>N<sup>5</sup></i>-carboxyaminoimidazole ribonucleotide // 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate
a nascent peptidoglycan dimer (generic)  ->  a lipid II + a beta-D-GlcNAc-(1->4)-N-acetyl-1,6-anhydromuramoyl-pentapeptide	EC-4.2.2		a nascent peptidoglycan dimer (generic) // a lipid II // a &beta;-D-GlcNAc-(1&rarr;4)-<i>N</i>-acetyl-1,6-anhydromuramoyl-pentapeptide
dihydrouridine synthase	EC-1.1.1		NADP<sup>+</sup> // a 5,6-dihydrouridine in tRNA // a uridine in tRNA // NADPH // H<SUP>+</SUP>
a [TusA sulfur-carrier protein]-S-sulfanyl-L-cysteine + a [TusD]-L-cysteine  ->  a [TusA]-L-cysteine + a [TusD sulfur-carrier protein]-S-sulfanyl-L-cysteine	EC-2.8.1	tRNA-uridine 2-thiolation and selenation (bacteria)	a [TusD]-L-cysteine // a [TusA sulfur-carrier protein]-S-sulfanyl-L-cysteine // a [TusA]-L-cysteine // a [TusD sulfur-carrier protein]-S-sulfanyl-L-cysteine
N-succinyl-L,L-2,6-diaminopimelate + H2O  ->  L,L-diaminopimelate + succinate	EC-3.5.1.18	L-lysine biosynthesis I	<i>N</i>-succinyl-L,L-2,6-diaminopimelate // H<sub>2</sub>O // L,L-diaminopimelate // succinate
cytidine + H+ + H2O  =  uridine + ammonium	EC-3.5.4.5		cytidine // H<sub>2</sub>O // H<SUP>+</SUP> // uridine // ammonium
3-deacetyl-3-(1-hydroxyethyl)bacteriochlorophyllide a + NAD+  ->  bacteriochlorophyllide a + NADH + H+	EC-1.1.1.396	bacteriochlorophyll <i>a</i> biosynthesis	NAD<sup>+</sup> // 3-deacetyl-3-(1-hydroxyethyl)bacteriochlorophyllide <i>a</i> // bacteriochlorophyllide <i>a</i> // NADH // H<SUP>+</SUP>
xyloglucan XLXG oligosaccharide &beta;-galactosidase	EC-3.2.1.23		H<sub>2</sub>O // XLXG xyloglucan oligosaccharide // XXXG xyloglucan oligosaccharide // D-galactopyranose
lipid X (E. coli) + UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine  ->  lipid A disaccharide (E. coli) + UDP + H+	EC-2.4.1.182	lipid IV<sub>A</sub> biosynthesis (E. coli)	UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-&alpha;-D-glucosamine // lipid X (<i>E. coli</i>) // H<SUP>+</SUP> // lipid A disaccharide (<i>E. coli</i>) // UDP
a debranched alpha-limit dextrin + n phosphate  ->  n alpha-D-glucopyranose 1-phosphate	EC-2.4.1.1	glycogen degradation II	phosphate // a debranched &alpha;-limit dextrin // &alpha;-D-glucopyranose 1-phosphate
aldehydo-D-ribose  <-->  D-ribofuranose			<i>aldehydo</i>-D-ribose // D-ribofuranose
L-cysteine + 2-oxoglutarate  <-->  2-oxo-3-sulfanylpropanoate + L-glutamate	EC-2.6.1.3	L-cysteine degradation III	2-oxoglutarate // L-cysteine // 2-oxo-3-sulfanylpropanoate // L-glutamate
a stearoyl-[acp] + H2O  ->  stearate + acyl-carrier protein + H+	EC-3.1.2.14	stearate biosynthesis II (bacteria and plants)	H<sub>2</sub>O // a stearoyl-[acp] // stearate // a soluble [acyl-carrier protein] // H<SUP>+</SUP>
L-proline[in] + an electron-transfer quinone[membrane]  ->  (S)-1-pyrroline-5-carboxylate[in] + an electron-transfer quinol[membrane] + H+[in]	EC-1.5.5.2	L-proline degradation I	L-proline // an electron-transfer quinone // an electron-transfer quinol // H<SUP>+</SUP> // (<i>S</i>)-1-pyrroline-5-carboxylate
3-isopropylmalate dehydratase		L-leucine biosynthesis // (2R,3S)-3-isopropylmalate  <-->  (2S)-2-isopropylmalate	H<sub>2</sub>O // 2-isopropylmaleate // (2<i>S</i>)-2-isopropylmalate
L-arginine + H2O  ->  urea + L-ornithine	EC-3.5.3.1	L-arginine degradation I (arginase pathway) // L-arginine degradation VII (arginase 3 pathway) // urea cycle	L-arginine // H<sub>2</sub>O // urea // L-ornithine
an unstable RecA filament-DNA complex  ->  a stabilized RecA filament-DNA complex			an unstable RecA filament-DNA complex // a stabilized RecA filament-DNA complex
S-adenosyl-L-methionine + an adenine in DNA  ->  S-adenosyl-L-homocysteine + an N6-methyladenine in DNA + H+	EC-2.1.1.72		an adenine in DNA // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // an <i>N<sup>6</sup></i>-methyladenine in DNA // H<SUP>+</SUP>
1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate + H+  ->  (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate + CO2 + H2O	EC-4.1.1.48	L-tryptophan biosynthesis	1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate // H<SUP>+</SUP> // (1<i>S</i>,2<i>R</i>)-1-C-(indol-3-yl)glycerol 3-phosphate // CO<SUB>2</SUB> // H<sub>2</sub>O
UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetyl-alpha-D-glucosamine + H2O  ->  UDP-3-O-(3-hydroxymyristoyl)-alpha-D-glucosamine + acetate	EC-3.5.1.108	lipid IV<sub>A</sub> biosynthesis (E. coli)	H<sub>2</sub>O // UDP-3-<i>O</i>-[(3<i>R</i>)-3-hydroxymyristoyl]-<i>N</i>-acetyl-&alpha;-D-glucosamine // UDP-3-<i>O</i>-(3-hydroxymyristoyl)-&alpha;-D-glucosamine // acetate
5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + 2 H+  <-->  5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + CO2	EC-4.1.1.21		H<SUP>+</SUP> // 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate // 5-amino-1-(5-phospho-&beta;-D-ribosyl)imidazole // CO<SUB>2</SUB>
glycine + gamma-L-glutamyl-L-cysteine + ATP  ->  glutathione + ADP + phosphate + H+	EC-6.3.2.3	glutathione biosynthesis	ATP // &gamma;-L-glutamyl-L-cysteine // glycine // glutathione // ADP // phosphate // H<SUP>+</SUP>
S-adenosyl-L-methionine + precorrin-4  ->  precorrin-5 + S-adenosyl-L-homocysteine + H+	EC-2.1.1.133	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)	precorrin-4 // <i>S</i>-adenosyl-L-methionine // precorrin-5 // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
(S)-3-hydroxy-(9Z)-octadecenoyl-CoA  <-  (2E,9Z)-octadecenoyl-CoA + H2O	EC-4.2.1.17	oleate &beta;-oxidation	(S)-3-hydroxy-(9Z)-octadecenoyl-CoA // (2E,9Z)-octadecenoyl-CoA // H<sub>2</sub>O
beta-nicotinate D-ribonucleotide + 5-methoxy-6-methylbenzimidazole  ->  5-methoxy-6-methylbenzimidazole ribotide phosphate + nicotinate + H+	EC-2.4.2.21		5-methoxy-6-methylbenzimidazole // &beta;-nicotinate D-ribonucleotide // 5-methoxy-6-methylbenzimidazole ribotide phosphate // nicotinate // H<SUP>+</SUP>
ATP + 4-amino-2-methyl-5-pyrimidinemethanol  ->  ADP + 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + H+	EC-2.7.1.49	hydroxymethylpyrimidine salvage	4-amino-2-methyl-5-pyrimidinemethanol // ATP // H<SUP>+</SUP> // ADP // 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine
cob(I)alamin-[corrinoid adenosyltranferase] + ATP  ->  adenosylcob(III)alamin-[corrinoid adenosyltranferase] + triphosphate		2 ATP + 2 cob(II)alamin + a [reduced flavoprotein]  ->  2 adenosylcobalamin + 2 triphosphate + an [oxidized flavoprotein] + 2 H+ // adenosylcobalamin salvage from cobalamin	ATP // cob(I)alamin-[corrinoid adenosyltranferase] // adenosylcob(III)alamin-[corrinoid adenosyltranferase] // triphosphate
D-mannopyranose 6-phosphate  <-->  beta-D-fructofuranose 6-phosphate	EC-5.3.1.8	D-mannose degradation I // GDP-mannose biosynthesis	D-mannopyranose 6-phosphate // &beta;-D-fructofuranose 6-phosphate
preQ1 + 2 NADP+  <-  preQ0 + 2 NADPH + 3 H+	EC-1.7.1.13	queuosine biosynthesis I (<i>de novo</i>)	NADP<sup>+</sup> // preQ<sub>1</sub> // preQ<sub>0</sub> // NADPH // H<SUP>+</SUP>
3-devinyl-3-(1-hydroxyethyl)chlorophyllide a  <-  chlorophyllide a + H2O	EC-4.2.1.165	bacteriochlorophyll <i>a</i> biosynthesis	3-devinyl-3-(1-hydroxyethyl)chlorophyllide <i>a</i> // chlorophyllide <i>a</i> // H<sub>2</sub>O
molybdopterin adenine dinucleotide + molybdate + H+  ->  AMP + MoO2-molybdopterin cofactor + H2O	EC-2.10.1.1	molybdenum cofactor biosynthesis	H<SUP>+</SUP> // molybdate // molybdopterin adenine dinucleotide // MoO<sub>2</sub>-molybdopterin cofactor // AMP // H<sub>2</sub>O
D-xylose  <-->  D-xylulose	EC-5.3.1.5	D-xylose degradation I	D-xylose // D-xylulose
lipid X (P. putida) + UDP-2-N-[(3R)-3-hydroxydodecanoyl]-3-O-[(3R)-3-hydroxydecanoyl]-alpha-D-glucosamine  ->  lipid A disaccharide (P. putida) + UDP + H+	EC-2.4.1.182	lipid IV<sub>A</sub> biosynthesis (<i>P. putida</i>)	UDP-2-N-[(3R)-3-hydroxydodecanoyl]-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine // lipid X (P. putida) // lipid A disaccharide (P. putida) // UDP // H<SUP>+</SUP>
aldehydo-D-galactose  <-->  D-galactopyranose			<i>aldehydo</i>-D-galactose // D-galactopyranose
phosphoribosyl 1,2-cyclic phosphodiesterase	EC-3.1.4.55	methylphosphonate degradation I // (aminomethyl)phosphonate degradation // glyphosate degradation III	H<sub>2</sub>O // 5-phospho-&alpha;-D-ribose 1,2-cyclic phosphate // H<SUP>+</SUP> // &alpha;-D-ribose 1,5-bisphosphate
a 5,10-methenyltetrahydrofolate + H2O  <-->  an N10-formyltetrahydrofolate + H+	EC-3.5.4.9	formate assimilation into 5,10-methylenetetrahydrofolate // formaldehyde oxidation VII (THF pathway) // tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate // folate transformations III (<i>E. coli</i>)	H<sub>2</sub>O // a 5,10-methenyltetrahydrofolate // an <i>N</i><sup>10</sup>-formyltetrahydrofolate // H<SUP>+</SUP>
NADPH + H2O  ->  (R)-NADPHX		NADPH repair (eukaryotes)	H<sub>2</sub>O // NADPH // (<i>R</i>)-NADPHX
