Reaction	EC-Number	In-Pathway	Substrates
a 2,3,4-saturated fatty acyl CoA + NADP+  =  a (2E)-2-enoyl-CoA + NADPH	EC-1.3.1.38		NADP<sup>+</sup> // a 2,3,4-saturated fatty acyl CoA // a (2<i>E</i>)-2-enoyl-CoA // NADPH
3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde + NAD(P)H + H+ + oxygen  =  3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate + NAD(P)+ + H2O	EC-1.14.13.72		oxygen // H<SUP>+</SUP> // NAD(P)H // 3&beta;-hydroxy-4&beta;-methyl-5&alpha;-cholest-7-ene-4&alpha;-carbaldehyde // 3&beta;-hydroxy-4&beta;-methyl-5&alpha;-cholest-7-ene-4&alpha;-carboxylate // NAD(P)<sup>+</sup> // H<SUB>2</SUB>O
3&alpha;-hydroxysteroid dehydrogenase (B-specific)	EC-1.1.1.50		androsterone // NAD(P)<sup>+</sup> // NAD(P)H // 5&alpha;-androstane-3,17-dione
L-canaline + carbamoyl-phosphate  =  O-ureidohomoserine + phosphate	EC-2.1.3.3		carbamoyl-phosphate // L-canaline // O-ureidohomoserine // phosphate
beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide + CMP-N-acetylneuraminate  =  a ganglioside LM1 + CMP	EC-2.4.99.10		CMP-<i>N</i>-acetylneuraminate // &beta;-D-galactosyl-1,4-<i>N</i>-acetyl-&beta;-D-glucosaminyl-1,3-&beta;-D-galactosyl-1,4-&beta;-D-glucosylceramide // a ganglioside LM1 // CMP
creatine + ATP  ->  creatine-phosphate + ADP + 2 H+	EC-2.7.3.2	creatine-phosphate energy transfer	ATP // creatine // H<SUP>+</SUP> // creatine-phosphate // ADP
ferric-chelate reductase	EC-1.16.1.7	Fe(III)-reduction and Fe(II) transport	NADH // Fe<SUP>3+</SUP> // H<SUP>+</SUP> // Fe<SUP>2+</SUP> // NAD<sup>+</sup>
a beta-D-galactosyl-N-acylsphingosine + H2O  =  a sphingosine-containing ceramide + beta-D-galactose	EC-3.2.1.46		H<SUB>2</SUB>O // a &beta;-D-galactosyl-<i>N</i>-acylsphingosine // a sphingosine-containing ceramide // &beta;-D-galactose
a 1,2-diacyl-sn-glycerol + CDP-choline  ->  a phosphatidylcholine + CMP + H+	EC-2.7.8.2	choline biosynthesis III // phosphatidylcholine biosynthesis I	CDP-choline // a 1,2-diacyl-<i>sn</i>-glycerol // a phosphatidylcholine // CMP // H<SUP>+</SUP>
cotinine + NADPH + H+ + oxygen  ->  trans-3'-hydroxycotinine + NADP+ + H2O	EC-1.14.14.1	nicotine degradation III	oxygen // NADPH // cotinine // H<SUP>+</SUP> // trans-3'-hydroxycotinine // NADP<sup>+</sup> // H<SUB>2</SUB>O
UDP-D-glucose + kinetin  =  kinetin-7-N-glucoside + UDP + H+	EC-2.4.1		kinetin // UDP-D-glucose // H<SUP>+</SUP> // kinetin-7-<i>N</i>-glucoside // UDP
a nitrile + 2 H2O  =  a carboxylate + ammonia	EC-3.5.5.1		H<SUB>2</SUB>O // a nitrile // a carboxylate // ammonia
an L-cysteine-S-conjugate  =  ammonia + pyruvate + a thiol	EC-4.4.1.13		an L-cysteine-<i>S</i>-conjugate // ammonia // pyruvate // a thiol
beta-D-fructofuranose + ATP  ->  fructose-1-phosphate + ADP + H+	EC-2.7.1.3	sucrose degradation V (mammalian)	ATP // &beta;-D-fructofuranose // H<SUP>+</SUP> // fructose-1-phosphate // ADP
L-proline + an oxidized electron carrier  ->  (S)-1-pyrroline-5-carboxylate + a reduced two electron carrier	EC-1.5.99.8	citrulline biosynthesis // proline degradation III	an oxidized electron carrier // L-proline // (<i>S</i>)-1-pyrroline-5-carboxylate // a reduced two electron carrier
L-glutamate + 7,8-dihydropteroate + ATP  =  ADP + 7,8-dihydrofolate monoglutamate + phosphate + H+	EC-6.3.2.12		ATP // 7,8-dihydropteroate // L-glutamate // H<SUP>+</SUP> // 7,8-dihydrofolate monoglutamate // phosphate // ADP
glycine + succinyl-CoA + H+  ->  CO2 + 5-amino-levulinate + coenzyme A	EC-2.3.1.37	tetrapyrrole biosynthesis II	succinyl-CoA // glycine // H<SUP>+</SUP> // CO<SUB>2</SUB> // coenzyme A // 5-amino-levulinate
oxaloacetate + ATP  ->  CO2 + phosphoenolpyruvate + ADP	EC-4.1.1.49	gluconeogenesis I	ATP // oxaloacetate // CO<SUB>2</SUB> // phosphoenolpyruvate // ADP
S-adenosyl-L-methionine + a [protein] C-terminal S-farnesyl-L-cysteine  =  a [protein] C-terminal S-farnesyl-L-cysteine methyl ester + S-adenosyl-L-homocysteine	EC-2.1.1.100		a [protein] C-terminal <i>S</i>-farnesyl-L-cysteine // <i>S</i>-adenosyl-L-methionine // a [protein] C-terminal <i>S</i>-farnesyl-L-cysteine methyl ester // <i>S</i>-adenosyl-L-homocysteine
Inositol-1,3,4,5-tetrakisphosphate 3-phosphatase	EC-3.1.3.62	D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis	D-<i>myo</i>-inositol (1,3,4,5)-tetrakisphosphate // H<SUB>2</SUB>O // D-<i>myo</i>-inositol (1,4,5)-trisphosphate // phosphate
7alpha-hydroxycholest-4-en-3-one + NADPH + H+ + oxygen  ->  7alpha,12alpha-dihydroxycholest-4-en-3-one + NADP+ + H2O	EC-1.14.13.95	bile acid biosynthesis, neutral pathway	oxygen // H<SUP>+</SUP> // NADPH // 7&alpha;-hydroxycholest-4-en-3-one // 7&alpha;,12&alpha;-dihydroxycholest-4-en-3-one // NADP<sup>+</sup> // H<SUB>2</SUB>O
5-formimidoyltetrahydrofolate  ->  ammonia + 5,10-methenyltetrahydrofolate + H+	EC-4.3.1.4	histidine degradation III	5-formimidoyltetrahydrofolate // H<SUP>+</SUP> // ammonia // 5,10-methenyltetrahydrofolate
cytidylate kinase	EC-2.7.4.14		dCMP // ATP // ADP // dCDP
chondroitin + n H2O  ->  n chondroitin sulfate disaccharide	EC-3.2.1.35	chondroitin sulfate degradation (metazoa)	H<SUB>2</SUB>O // chondroitin sulfate // chondroitin sulfate disaccharide
4alpha-methyl-5alpha-cholesta-8-en-3-one + NADPH + H+  ->  4alpha-methyl-cholesta-8-enol + NADP+	EC-1.1.1.270	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	NADPH // 4&alpha;-methyl-5&alpha;-cholesta-8-en-3-one // H<SUP>+</SUP> // 4&alpha;-methyl-cholesta-8-enol // NADP<sup>+</sup>
10-formyl-tetrahydropteroyl-[gamma-Glu](n) + ADP + phosphate  =  tetrahydropteroyl-[gamma-Glu](n) + ATP + formate	EC-6.3.4.3		phosphate // ADP // an <i>N</i><sup>10</sup>-formyltetrahydrofolate // a tetrahydrofolate // ATP // formate
ATP + uridine-5'-phosphate  =  ADP + UDP + H+	EC-2.7.4.14		uridine-5'-phosphate // ATP // H<SUP>+</SUP> // ADP // UDP
a 1-phosphatidyl-1D-myo-inositol + ATP  ->  a 1-phosphatidyl-1D-myo-inositol 3-phosphate + ADP	EC-2.7.1.137	PIP metabolism // 3-phosphoinositide biosynthesis	ATP // a 1-phosphatidyl-1D-<i>myo</i>-inositol // a 1-phosphatidyl-1D-myo-inositol 3-phosphate // ADP
4 porphobilinogen + H2O  ->  4 ammonia + hydroxymethylbilane + 4 H+	EC-2.5.1.61	tetrapyrrole biosynthesis II	porphobilinogen // H<SUB>2</SUB>O // H<SUP>+</SUP> // ammonia // hydroxymethylbilane
1-(3-aminopropyl)-4-aminobutanal  ->  1-(3-aminopropyl)-pyrrolinium + H2O			1-(3-aminopropyl)-4-aminobutanal // 1-(3-aminopropyl)-pyrrolinium // H<SUB>2</SUB>O
an [apo BCAA dehydrogenase E2 protein] N6-S-[2-methylpropanoyl]dihydrolipoyl-L-lysine + coenzyme A  ->  an [apo BCAA dehydrogenase E2 protein] N6-dihydrolipoyl-L-lysine + isobutyryl-CoA	EC-2.3.1.168	branched-chain &alpha;-keto acid dehydrogenase complex // valine degradation	coenzyme A // an [<i>apo</i> BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-[2-methylpropanoyl]dihydrolipoyl-L-lysine // an [<i>apo</i> BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-dihydrolipoyl-L-lysine // isobutyryl-CoA
6-O-cis-keto-mycolyl-trehalose-6-phosphatase	EC-3.1.3.12		H<SUB>2</SUB>O // 6-O-cis-keto-mycolyl-trehalose-6-phosphate // trehalose-cis-keto-mono-mycolate // phosphate
uroporphyrinogen-III + 4 H+  ->  4 CO2 + coproporphyrinogen III	EC-4.1.1.37	heme biosynthesis from uroporphyrinogen-III I	uroporphyrinogen-III // H<SUP>+</SUP> // CO<SUB>2</SUB> // coproporphyrinogen III
a phenol sulfate + H2O  =  sulfate + a phenol	EC-3.1.6.1		a phenol sulfate // H<SUB>2</SUB>O // sulfate // a phenol
3-oxo-hexanoyl-[acyl-carrier protein] synthase	EC-2.3.1.41	palmitate biosynthesis I (animals)	malonyl-CoA // a butanoyl-[acp] // a 3-oxohexanoyl-[acp] // CO<SUB>2</SUB> // coenzyme A
a long-chain acyl-CoA + a 2-lysophosphatidate  ->  a phosphatidate + coenzyme A	EC-2.3.1.51	triacylglycerol biosynthesis // CDP-diacylglycerol biosynthesis I	a 2-lysophosphatidate // a long-chain acyl-CoA // a phosphatidate // coenzyme A
5-hydroxyisourate + H2O  ->  5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H imidazole-5-carboxylate + H+	EC-3.5.2.17	urate degradation to allantoin	H<SUB>2</SUB>O // 5-hydroxyisourate // H<SUP>+</SUP> // 5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H imidazole-5-carboxylate
L-cystathionine + H2O  =  L-cysteine			H<SUB>2</SUB>O // L-cystathionine // L-cysteine
(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA  ->  (25S)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA	EC-5.1.99.4	bile acid biosynthesis, neutral pathway	(25<i>R</i>)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholestanoyl-CoA // (25<i>S</i>)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholestanoyl-CoA
succinate + a ubiquinone[inner membrane]  ->  fumarate + a ubiquinol[inner membrane]	EC-1.3.5.1	TCA cycle variation III (eukaryotic) // TCA cycle // aerobic respiration -- electron donor II // aerobic respiration -- electron donors reaction list	succinate // a ubiquinone // a ubiquinol // fumarate
N-acetyllactosamine 3-&alpha;-galactosyltransferase	EC-2.4.1.87		UDP-D-galactose // &beta;-D-galactosyl-1,4-<i>N</i>-acetyl-&beta;-D-glucosamine // H<SUP>+</SUP> // &alpha;-D-galactosyl-(1,3)-&beta;-D-galactosyl-(1,4)-<i>N</i>-acetyl-D-glucosamine // UDP
S-adenosyl-L-methionine + [histone]-L-arginine  =  S-adenosyl-L-homocysteine + [histone]-Nomega-methyl-arginine	EC-2.1.1.125		[histone]-L-arginine // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // [histone]-<i>N</i><sup>&omega;</sup>-methyl-arginine
a triacyl-sn-glycerol + H2O  ->  a diglyceride + a carboxylate	EC-3.1.1.3	triacylglycerol degradation	H<SUB>2</SUB>O // a triacyl-<i>sn</i>-glycerol // a diglyceride // a carboxylate
dADP + ATP  ->  dATP + ADP	EC-2.7.4.6	adenosine nucleotides <i>de novo</i> biosynthesis	ATP // dADP // dATP // ADP
Nomega-(ADP-D-ribosyl)-L-arginine + H2O  =  ADP-ribose + L-arginine	EC-3.2.2.19		H<SUB>2</SUB>O // <i>N<sup>&omega;</sup></i>-(ADP-D-ribosyl)-L-arginine // ADP-ribose // L-arginine
bupropion + NADPH + H+ + oxygen  ->  hydroxybupropion + NADP+ + H2O	EC-1.14.14.1	bupropion degradation	oxygen // NADPH // bupropion // H<SUP>+</SUP> // hydroxybupropion // NADP<sup>+</sup> // H<SUB>2</SUB>O
L-glutamate + NAD(P)+ + H2O  <-->  ammonia + 2-oxoglutarate + NAD(P)H	EC-1.4.1.3	glutamate biosynthesis II // glutamate degradation X // arginine biosynthesis IV // proline biosynthesis II // glutamine degradation I // glutamine biosynthesis II	L-glutamate // H<SUB>2</SUB>O // NAD(P)<sup>+</sup> // ammonia // NAD(P)H // 2-oxoglutarate
L-lysine + a tRNALys + ATP + H+  ->  an L-lysyl-[tRNALys] + AMP + diphosphate	EC-6.1.1.6	tRNA charging pathway	ATP // a tRNA<SUP>Lys</SUP> // L-lysine // H<SUP>+</SUP> // an L-lysyl-[tRNA<SUP>Lys</SUP>] // diphosphate // AMP
a tRNAGly + glycine + ATP + H+  ->  a glycyl-[tRNAGly] + AMP + diphosphate	EC-6.1.1.14	tRNA charging pathway	ATP // glycine // a tRNA<SUP>Gly</SUP> // H<SUP>+</SUP> // a glycyl-[tRNA<SUP>Gly</SUP>] // diphosphate // AMP
2-keto-isovalerate dehydrogenase (lipoamide)	EC-1.2.4.4	branched-chain &alpha;-keto acid dehydrogenase complex // valine degradation	2-oxoisovalerate // a [BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-lipoyl-L-lysine // an [<i>apo</i> BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-[2-methylpropanoyl]dihydrolipoyl-L-lysine // CO<SUB>2</SUB>
an acetic ester + H2O  =  acetate + an alcohol	EC-3.1.1.6		an acetic ester // H<SUB>2</SUB>O // acetate // an alcohol
a [protein]-L-cysteine + L-cysteine  =  a [protein]-S-sulfanyl-L-cysteine + L-alanine	EC-2.8.1.7		L-cysteine // a [protein]-L-cysteine // a [protein]-<i>S</i>-sulfanyl-L-cysteine // L-alanine
sulfate + ATP + H+  ->  adenosine 5'-phosphosulfate + diphosphate	EC-2.7.7.4	sulfate activation for sulfonation // sulfur metabolism	ATP // sulfate // H<SUP>+</SUP> // adenosine 5'-phosphosulfate // diphosphate
3-sulfinoalanine + H+  ->  CO2 + hypotaurine	EC-4.1.1.29	L-cysteine degradation VI	3-sulfinoalanine // H<SUP>+</SUP> // CO<SUB>2</SUB> // hypotaurine
3-hydroxystearoyl-dehydratase	EC-4.2.1.59		3-hydroxy-stearoyl-CoA // <i>trans</i>-2,3-stearoyl-CoA // H<SUB>2</SUB>O
a [protein]-L-tyrosine phosphate + H2O  =  a [protein]-L-tyrosine + phosphate	EC-3.1.3.48		H<SUB>2</SUB>O // a [protein]-L-tyrosine phosphate // phosphate // a [protein]-L-tyrosine
succinyl-CoA + acetoacetate  ->  succinate + acetoacetyl-CoA	EC-2.8.3.5	ketolysis // ketone oxidation	acetoacetate // succinyl-CoA // succinate // acetoacetyl-CoA
dCTP + H2O  ->  ammonia + dUTP	EC-3.5.4.13	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	dCTP // H<SUB>2</SUB>O // ammonia // dUTP
D-mannitol + NAD+  ->  D-mannose + NADH + H+	EC-1.1.1.255	mannitol degradation II	D-mannitol // NAD<sup>+</sup> // D-mannose // H<SUP>+</SUP> // NADH
2-oxoisovalerate + coenzyme A + NAD+  ->  isobutyryl-CoA + CO2 + NADH	EC-1.2.1.25	valine degradation I	NAD<sup>+</sup> // coenzyme A // 2-oxoisovalerate // isobutyryl-CoA // CO<SUB>2</SUB> // NADH
Glyceraldehyde dehydrogenase (NAD+)	EC-1.2.1.3		H<SUB>2</SUB>O // NAD<sup>+</sup> // D-glyceraldehyde // H<SUP>+</SUP> // D-glycerate // NADH
sepiapterin reductase	EC-1.1.1.153		NADP<sup>+</sup> // 7,8-dihydrobiopterin // H<SUP>+</SUP> // NADPH // sepiapterin
dephospho-CoA + ATP  ->  ADP + coenzyme A + H+	EC-2.7.1.24	coenzyme A biosynthesis	ATP // dephospho-CoA // H<SUP>+</SUP> // coenzyme A // ADP
(S)-methylmalonate-semialdehyde + coenzyme A + NAD+ + H2O  ->  propanoyl-CoA + bicarbonate + NADH + H+	EC-1.2.1.27	valine degradation I	H<SUB>2</SUB>O // NAD<sup>+</sup> // coenzyme A // (<i>S</i>)-methylmalonate-semialdehyde // propanoyl-CoA // bicarbonate // NADH // H<SUP>+</SUP>
2 hydrogen peroxide  ->  2 H2O + oxygen	EC-1.11.1.6	superoxide radicals degradation	hydrogen peroxide // H<SUB>2</SUB>O // oxygen
3,3'-diiodothyronine 3'-deiodinase		thyroid hormone metabolism I (via deiodination)	a reduced two electron carrier // 3,3'-diiodothyronine // 3-monoiodothyronine // an oxidized electron carrier // iodide // H<SUP>+</SUP>
ethylphosphate + H2O  =  ethanol + phosphate	EC-3.1.3.1		H<SUB>2</SUB>O // ethylphosphate // phosphate // ethanol
a 1-alkyl-2-lyso-sn-glycero-3-phosphoethanolamine + H2O  =  ethanolamine + a 1-alkyl-sn-glycerol 3-phosphate	EC-3.1.4.39		H<SUB>2</SUB>O // a 1-alkyl-2-lyso-<i>sn</i>-glycero-3-phosphoethanolamine // ethanolamine // a 1-alkyl-<i>sn</i>-glycerol 3-phosphate
gamma-butyrobetaine + 2-oxoglutarate + oxygen  ->  L-carnitine + CO2 + succinate	EC-1.14.11.1	L-carnitine biosynthesis	2-oxoglutarate // oxygen // &gamma;-butyrobetaine // L-carnitine // CO<SUB>2</SUB> // succinate
S-adenosyl-L-methionine + an amine  =  S-adenosyl-L-homocysteine + a methylated amine	EC-2.1.1.49		an amine // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a methylated amine
glutaconyl-CoA + H+  ->  CO2 + crotonyl-CoA	EC-4.1.1.70	glutaryl-CoA degradation	glutaconyl-CoA // H<SUP>+</SUP> // CO<SUB>2</SUB> // crotonyl-CoA
&Delta;<small><sup>14</sup></small>-sterol reductase	EC-1.3.1.70		NADP<sup>+</sup> // 4,4-dimethylzymosterol // H<SUP>+</SUP> // 4,4-dimethyl-5-&alpha;-cholesta-8,14,24-trien-3-&beta;-ol // NADPH
aminoimidazole carboxamide ribonucleotide + 10-formyl-tetrahydrofolate  ->  phosphoribosyl-formamido-carboxamide + tetrahydrofolate	EC-2.1.2.3	inosine-5'-phosphate biosynthesis II	aminoimidazole carboxamide ribonucleotide // 10-formyl-tetrahydrofolate // tetrahydrofolate // phosphoribosyl-formamido-carboxamide
4-trimethylammoniobutanal + NAD+ + H2O  ->  gamma-butyrobetaine + NADH + 2 H+	EC-1.2.1.47	L-carnitine biosynthesis	H<SUB>2</SUB>O // NAD<sup>+</sup> // 4-trimethylammoniobutanal // &gamma;-butyrobetaine // NADH // H<SUP>+</SUP>
propanoyl-CoA + ATP + bicarbonate  ->  (S)-methylmalonyl-CoA + ADP + phosphate + H+	EC-6.4.1.3	methylmalonyl pathway // valine degradation // isoleucine degradation	bicarbonate // ATP // propanoyl-CoA // H<SUP>+</SUP> // (S)-methylmalonyl-CoA // phosphate // ADP
3-phospho-L-serine + 2-oxoglutarate  <-  3-phospho-hydroxypyruvate + L-glutamate	EC-2.6.1.52	serine biosynthesis	2-oxoglutarate // 3-phospho-L-serine // 3-phospho-hydroxypyruvate // L-glutamate
bilirubin + NAD(P)+  <-  biliverdin-IX-alpha + NAD(P)H	EC-1.3.1.24	heme degradation	bilirubin // NAD(P)<sup>+</sup> // biliverdin-IX-&alpha; // NAD(P)H
glutaredoxin reductase (glutathione)	EC-1.8.4.2	glutathione redox reactions II	an oxidized glutaredoxin // glutathione // glutathione disulfide // a reduced glutaredoxin
ATP + H2O  =  ADP + phosphate + H+	EC-3.6.1.3		ATP // H<SUB>2</SUB>O // H<SUP>+</SUP> // phosphate // ADP
acyl-carrier protein + acetyl-CoA  ->  an acetyl-[acp] + coenzyme A	EC-2.3.1.38	fatty acid biosynthesis initiation II	acetyl-CoA // a soluble [acyl-carrier protein] // an acetyl-[acp] // coenzyme A
cholesterol + NADPH + H+ + oxygen  =  (24S)-24-hydroxycholesterol + NADP+ + H2O	EC-1.14.13.98		oxygen // H<SUP>+</SUP> // NADPH // cholesterol // (24<i>S</i>)-24-hydroxycholesterol // NADP<sup>+</sup> // H<SUB>2</SUB>O
acetoacetate + ATP + coenzyme A  =  acetoacetyl-CoA + AMP + diphosphate	EC-6.2.1.16		ATP // acetoacetate // coenzyme A // acetoacetyl-CoA // diphosphate // AMP
S-adenosyl-L-methionine + a phosphatidylethanolamine  =  a phosphatidyl-N-methylethanolamine + S-adenosyl-L-homocysteine	EC-2.1.1.17		a phosphatidylethanolamine // <i>S</i>-adenosyl-L-methionine // a phosphatidyl-<i>N</i>-methylethanolamine // <i>S</i>-adenosyl-L-homocysteine
N2-succinyl-L-ornithine + 2-oxoglutarate  =  L-glutamate + N2-succinyl-L-glutamate 5-semialdehyde	EC-2.6.1.81		2-oxoglutarate // N<sup>2</sup>-succinyl-L-ornithine // L-glutamate // N<sup>2</sup>-succinyl-L-glutamate 5-semialdehyde
2-oxoadipate + coenzyme A + NAD+  ->  CO2 + glutaryl-CoA + NADH		lysine degradation II // 2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA	coenzyme A // NAD<sup>+</sup> // 2-oxoadipate // CO<SUB>2</SUB> // NADH // glutaryl-CoA
UDP-D-glucose + benzyladenine  =  benzyladenine-7-N-glucoside + UDP + H+	EC-2.4.1		benzyladenine // UDP-D-glucose // H<SUP>+</SUP> // benzyladenine-7-<i>N</i>-glucoside // UDP
L-glutamate + ATP  ->  L-glutamate-5-phosphate + ADP	EC-2.7.2.11	citrulline biosynthesis // proline biosynthesis II	ATP // L-glutamate // L-glutamate-5-phosphate // ADP
taurolithocholate + phosphoadenosine-5'-phosphosulfate  =  adenosine 3',5'-bisphosphate + taurolithocholate sulfate + H+	EC-2.8.2.14		phosphoadenosine-5'-phosphosulfate // taurolithocholate // adenosine 3',5'-bisphosphate // H<SUP>+</SUP> // taurolithocholate sulfate
glycine + L-gamma-glutamylcysteine + ATP  ->  glutathione + ADP + phosphate + H+	EC-6.3.2.3	glutathione biosynthesis	ATP // L-&gamma;-glutamylcysteine // glycine // H<SUP>+</SUP> // glutathione // phosphate // ADP
an acyl phosphate + H2O  =  a carboxylate + phosphate + H+	EC-3.6.1.7		an acyl phosphate // H<SUB>2</SUB>O // phosphate // a carboxylate // H<SUP>+</SUP>
5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H imidazole-5-carboxylate + H+  ->  S-allantoin + CO2		urate degradation to allantoin	5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H imidazole-5-carboxylate // H<SUP>+</SUP> // <i>S</i>-allantoin // CO<SUB>2</SUB>
a [protein]-L-cysteine + an O6-methylguanine in DNA  =  a [protein]-S-methyl-L-cysteine + a guanine in DNA	EC-2.1.1.63		an <i>O</i><sup>6</sup>-methylguanine in DNA // a [protein]-L-cysteine // a [protein]-<i>S</i>-methyl-L-cysteine // a guanine in DNA
alpha-D-mannose 1-phosphate + GTP + H+  ->  GDP-alpha-D-mannose + diphosphate	EC-2.7.7.13	GDP-mannose biosynthesis I // GDP-mannose metabolism // GDP-mannose biosynthesis	GTP // &alpha;-D-mannose 1-phosphate // H<SUP>+</SUP> // GDP-&alpha;-D-mannose // diphosphate
UDP-D-glucose + N6-dimethylallyladenine  =  isopentenyladenine-9-N-glucoside + UDP + H+	EC-2.4.1		<i>N<sup>6</sup></i>-dimethylallyladenine // UDP-D-glucose // H<SUP>+</SUP> // isopentenyladenine-9-<i>N</i>-glucoside // UDP
ethanol + hydrogen peroxide  =  acetaldehyde + 2 H2O	EC-1.11.1.6		hydrogen peroxide // ethanol // H<SUB>2</SUB>O // acetaldehyde
agmatine + H2O  ->  urea + putrescine	EC-3.5.3.11	putrescine biosynthesis I // arginine degradation III (arginine decarboxylase/agmatinase pathway)	agmatine // H<SUB>2</SUB>O // urea // putrescine
AMP + H2O  =  inosine-5'-phosphate + ammonia	EC-3.5.4.6		H<SUB>2</SUB>O // AMP // inosine-5'-phosphate // ammonia
UDP-D-glucose + (1,4-alpha-D-glucosyl)(n)  =  (1,4-alpha-D-glucosyl)(n+1) + UDP	EC-2.4.1.11		UDP-D-glucose // a (1&rarr;4)-&alpha;-D-glucan // UDP
(25R)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA  ->  (25S)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA	EC-5.1.99.4	bile acid biosynthesis, neutral pathway	(25<i>R</i>)-3&alpha;,7&alpha;-dihydroxy-5&beta;-cholestanoyl-CoA // (25<i>S</i>)-3&alpha;,7&alpha;-dihydroxy-5&beta;-cholestanoyl-CoA
ATP + (25R)-3alpha,7alpha-dihydroxy-5-beta-cholestanate + coenzyme A  ->  AMP + (25R)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA + diphosphate	EC-6.2.1.28	bile acid biosynthesis, neutral pathway	coenzyme A // (25<i>R</i>)-3&alpha;,7&alpha;-dihydroxy-5-&beta;-cholestanate // ATP // AMP // diphosphate // (25<i>R</i>)-3&alpha;,7&alpha;-dihydroxy-5&beta;-cholestanoyl-CoA
beta-D-glucose-6-phosphate + H2O  =  beta-D-glucose + phosphate	EC-3.1.3.9		&beta;-D-glucose-6-phosphate // H<SUB>2</SUB>O // phosphate // &beta;-D-glucose
choline + acetyl-CoA  =  acetylcholine + coenzyme A	EC-2.3.1.6		acetyl-CoA // choline // acetylcholine // coenzyme A
beta-D-galactosyl-(1->4)-D-glucosylceramide + UDP-D-galactose  =  a globotriosylceramide + UDP + H+	EC-2.4.1.228		UDP-D-galactose // &beta;-D-galactosyl-(1->4)-D-glucosylceramide // a globotriosylceramide // H<SUP>+</SUP> // UDP
2-oxoglutarate + L-cysteine  ->  L-glutamate + 3-mercaptopyruvate	EC-2.6.1.3	L-cysteine degradation III	L-cysteine // 2-oxoglutarate // L-glutamate // 3-mercaptopyruvate
an acyl-CoA + oxygen  =  a (2E)-2-enoyl-CoA + hydrogen peroxide	EC-1.3.3.6		oxygen // an acyl-CoA // a (2<i>E</i>)-2-enoyl-CoA // hydrogen peroxide
(S)-3-hydroxybutanoyl-CoA dehydrogenase	EC-4.2.1	glutaryl-CoA degradation	(S)-3-hydroxybutanoyl-CoA // H<SUB>2</SUB>O // crotonyl-CoA
3-momoiodothyronine 3-deiodinase		thyroid hormone metabolism I (via deiodination)	a reduced two electron carrier // 3-monoiodothyronine // L-thyronine // an oxidized electron carrier // iodide // H<SUP>+</SUP>
trehalose-trans-methoxy-mono-mycolate O-mycolyltransferase	EC-2.3.1		trehalose-trans-methoxy-mono-mycolate // an arabinogalactan // arabinogalactan-trans-methoxy-mycolate // trehalose
an oxidized electron carrier + NADPH  =  a reduced two electron carrier + NADP+	EC-1.6.99.1		NADPH // an oxidized electron carrier // a reduced two electron carrier // NADP<sup>+</sup>
L-glutamate + ATP + tetrahydrofolate  =  tetrahydrofolate-L-glutamate + ADP + phosphate + 2 H+	EC-6.3.2.17		ATP // L-glutamate // tetrahydrofolate // H<SUP>+</SUP> // tetrahydrofolate-L-glutamate // ADP // phosphate
13-sophorosyloxydocosanoate 6',6''-diacetate-esterase	EC-3.1.1.6		H<SUB>2</SUB>O // 13-sophorosyloxydocosanoate 6',6''-diacetate // H<SUP>+</SUP> // 13-[O(2')-&beta;-D-glucopyranosyl-&beta;-D-glucopyranosyloxy]docosanoate O(6'')-acetate // acetate
a sulfatide + H2O  =  a beta-D-galactosyl-N-acylsphingosine + sulfate + 2 H+	EC-3.1.6.8		H<SUB>2</SUB>O // a sulfatide // a &beta;-D-galactosyl-<i>N</i>-acylsphingosine // H<SUP>+</SUP> // sulfate
