Reaction	EC-Number	In-Pathway	Substrates
1-oleoyl-2-palmitoyl-phosphatidylglycerol + 2 a reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-oleoyl-2-(3E)-hexadecenoyl-phosphatidylglycerol + 2 an oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	EC-1.14.19.43	phospholipid desaturation	H<SUP>+</SUP> // a reduced ferredoxin [iron-sulfur] cluster // dioxygen // 1-oleoyl-2-palmitoyl-phosphatidylglycerol // 1-oleoyl-2-(3E)-hexadecenoyl-phosphatidylglycerol // H<sub>2</sub>O // an oxidized ferredoxin [iron-sulfur] cluster
1,2-dihydro-beta-NAD + H+ + dioxygen  ->  hydrogen peroxide + NAD+	EC-1.6.3.5		dioxygen // H<SUP>+</SUP> // 1,2-dihydro-&beta;-NAD // NAD<sup>+</sup> // hydrogen peroxide
2 monodehydroascorbate radical  ->  L-ascorbate + dehydroascorbate + 2 H+		2 L-ascorbate + hydrogen peroxide  ->  L-ascorbate + dehydroascorbate + 2 H2O // ascorbate glutathione cycle	monodehydroascorbate radical // L-ascorbate // dehydroascorbate // H<SUP>+</SUP>
a [glycerolipid]-linoleate + 2 a ferrocytochrome b5 + dioxygen + 2 H+  ->  a [glycerolipid]-alpha-linolenate + 2 a ferricytochrome b5 + 2 H2O	EC-1.14.19.25	&alpha;-linolenate biosynthesis I (plants and red algae)	H<SUP>+</SUP> // dioxygen // a ferrocytochrome <i>b<SUB>5</SUB></i> // a [glycerolipid]-linoleate // a [glycerolipid]-&alpha;-linolenate // a ferricytochrome <i>b<sub>5</sub></i> // H<sub>2</sub>O
S-adenosyl-L-methionine + 4-hydroxyglucobrassicin  ->  4-methoxyglucobrassicin + S-adenosyl-L-homocysteine + H+	EC-2.1.1	glucosinolate biosynthesis from tryptophan // indole glucosinolate activation (intact plant cell)	4-hydroxyglucobrassicin // <i>S</i>-adenosyl-L-methionine // 4-methoxyglucobrassicin // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
D-myo-inositol (1,4,5)-trisphosphate + 2 ATP  ->  D-myo-inositol 1,3,4,5,6-pentakisphosphate + 2 ADP + 2 H+	EC-2.7.1.151		ATP // D-<i>myo</i>-inositol (1,4,5)-trisphosphate // D-<i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate // ADP // H<SUP>+</SUP>
citrate  <-->  cis-aconitate + H2O		L-glutamine biosynthesis III // TCA cycle II (plants and fungi) // citrate  <-->  D-threo-isocitrate // glyoxylate cycle	citrate // <i>cis</i>-aconitate // H<sub>2</sub>O
a dihydroceramide + 2 a ferrocytochrome b5 + dioxygen + 2 H+  ->  a (2'R)-2'-hydroxydihydroceramide + 2 a ferricytochrome b5 + H2O	EC-1.14.18.7	sphingolipid biosynthesis (plants)	H<SUP>+</SUP> // a ferrocytochrome <i>b<SUB>5</SUB></i> // dioxygen // a dihydroceramide // a (2'<i>R</i>)-2'-hydroxydihydroceramide // a ferricytochrome <i>b<sub>5</sub></i> // H<sub>2</sub>O
UDP-N-acetyl-alpha-D-quinovosamine + NAD(P)+  =  UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hex-4-ulose + NAD(P)H + H+	EC-1.1.1.426		NAD(P)<sup>+</sup> // UDP-<i>N</i>-acetyl-&alpha;-D-quinovosamine // UDP-2-acetamido-2,6-dideoxy-&alpha;-D-<i>xylo</i>-hex-4-ulose // NAD(P)H // H<SUP>+</SUP>
cyanidin 3-O-beta-D-sambubioside + (E)-4-coumaroyl-CoA + H+  ->  cyanidin 3-O-[6-O-(4-coumaroyl)]-beta-D-sambubioside + coenzyme A	EC-2.3.1	anthocyanidin modification (<i>Arabidopsis</i>)	H<SUP>+</SUP> // (<i>E</i>)-4-coumaroyl-CoA // cyanidin 3-<i>O</i>-&beta;-<i>D</i>-sambubioside // cyanidin 3-<i>O</i>-[6-<i>O</i>-(4-coumaroyl)]-&beta;-<i>D</i>-sambubioside // coenzyme A
dATP + 2 hydroxyl radical  ->  2-hydroxy-dATP + H2O			hydroxyl radical // dATP // 2-hydroxy-dATP // H<sub>2</sub>O
1-(methylsulfanyl)-7-aci-nitroheptane + glutathione  ->  (Z)-1-(glutathion-S-yl)-N-hydroxy-omega-(methylsulfanyl)heptan-1-imine + H2O		(E)-7-(methyltsulfanyl)heptanal oxime + a reduced [NADPH-hemoprotein reductase] + glutathione + dioxygen  ->  (Z)-1-(glutathion-S-yl)-N-hydroxy-omega-(methylsulfanyl)heptan-1-imine + an oxidized [NADPH-hemoprotein reductase] + 2 H2O // glucosinolate biosynthesis from tetrahomomethionine	glutathione // 1-(methylsulfanyl)-7-<i>aci</i>-nitroheptane // (<i>Z</i>)-1-(glutathion-<i>S</i>-yl)-<i>N</i>-hydroxy-&omega;-(methylsulfanyl)heptan-1-imine // H<sub>2</sub>O
<i>N</i>-hydroxy-L-phenylalanine <em>N</em>-monooxygenase		glucosinolate biosynthesis from phenylalanine // L-phenylalanine + 2 a reduced [NADPH-hemoprotein reductase] + 2 dioxygen  ->  (E)-phenylacetaldehyde oxime + 2 an oxidized [NADPH-hemoprotein reductase] + CO2 + 3 H2O	a reduced [NADPH-hemoprotein reductase] // dioxygen // <i>N</i>-hydroxy-L-phenylalanine // <i>N,N</i>-dihydroxy-L-phenylalanine // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O
an N-acyl-neuraminate 9-phosphate + H2O  ->  an N-acyl-neuraminate + phosphate	EC-3.1.3.29		H<sub>2</sub>O // an <i>N</i>-acyl-neuraminate 9-phosphate // an <i>N</i>-acyl-neuraminate // phosphate
4-hydroxybutylglucosinolate + sinapoyl-CoA  ->  4-sinapoyloxybutylglucosinolate + coenzyme A		glucosinolate biosynthesis from dihomomethionine	sinapoyl-CoA // 4-hydroxybutylglucosinolate // 4-sinapoyloxybutylglucosinolate // coenzyme A
GDP-alpha-D-mannose + a 2-O-(alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol  ->  a 2,6-di-O-(alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol + GDP + H+	EC-2.4.1.346		a 2-<i>O</i>-(&alpha;-D-mannosyl)-1-phosphatidyl-1D-myo-inositol // GDP-&alpha;-D-mannose // a 2,6-di-O-(&alpha;-D-mannosyl)-1-phosphatidyl-1D-myo-inositol // GDP // H<SUP>+</SUP>
ferulate + 2-oxoglutarate + dioxygen  ->  (E)-6'-hydroxyferulate + succinate + CO2		superpathway of scopolin and esculin biosynthesis	dioxygen // 2-oxoglutarate // ferulate // (<i>E</i>)-6'-hydroxyferulate // succinate // CO<SUB>2</SUB>
2 6,7-dimethyl-8-(1-D-ribityl)lumazine + H+  ->  5-amino-6-(D-ribitylamino)uracil + riboflavin	EC-2.5.1.9	flavin biosynthesis I (bacteria and plants)	6,7-dimethyl-8-(1-D-ribityl)lumazine // H<SUP>+</SUP> // 5-amino-6-(D-ribitylamino)uracil // riboflavin
(2R)-2,3-dihydroxy-3-methylbutanoate + NADP+  <-  (S)-2-acetolactate + NADPH + H+	EC-1.1.1.86	L-valine biosynthesis	NADP<sup>+</sup> // (2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate // (<i>S</i>)-2-acetolactate // NADPH // H<SUP>+</SUP>
(S)-malate + NAD+  <-->  oxaloacetate + NADH + H+	EC-1.1.1.37	superpathway of glyoxylate cycle and fatty acid degradation // (S)-malate + NAD+  ->  CO2 + pyruvate + NADH // gluconeogenesis I // TCA cycle II (plants and fungi) // malate-oxaloacetate shuttle II // malate-oxaloacetate shuttle I // gluconeogenesis III // L-aspartate degradation II // glyoxylate cycle	NAD<sup>+</sup> // (<i>S</i>)-malate // H<SUP>+</SUP> // oxaloacetate // NADH
a 6-phosphogluco-3-phosphogluco-amylopectin + m+q H2O  ->  a 6-phosphogluco-3-phosphogluco-amylopectin + m+q phosphate	EC-3.1.3		H<sub>2</sub>O // a 6-phosphogluco-3-phosphogluco-amylopectin // phosphate
a [glycerolipid]-linoleate + 2 a ferrocytochrome b5 + dioxygen + 2 H+  ->  a [glycerolipid]-vernolate + 2 a ferricytochrome b5 + H2O	EC-1.14.18	vernolate biosynthesis I // poly-hydroxy fatty acids biosynthesis	H<SUP>+</SUP> // dioxygen // a ferrocytochrome <i>b<SUB>5</SUB></i> // a [glycerolipid]-linoleate // a [glycerolipid]-vernolate // a ferricytochrome <i>b<sub>5</sub></i> // H<sub>2</sub>O
a phosphate monoester + H2O  ->  an alcohol + phosphate	EC-3.1.3.1		H<sub>2</sub>O // a phosphate monoester // an alcohol // phosphate
a (2R,3S)-2-alkyl-3-hydroxyalkanoate + NADP+  <-  an (2R)-2-alkyl-3-oxoalkanoate + NADPH + H+	EC-1.1.1.412		NADP<sup>+</sup> // a (2R,3S)-2-alkyl-3-hydroxyalkanoate // an (2<i>R</i>)-2-alkyl-3-oxoalkanoate // NADPH // H<SUP>+</SUP>
2 (E)-prop-1-en-1-SO-peroxol  ->  thiosulfinate + H2O			(<i>E</i>)-prop-1-en-1-<i>SO</i>-peroxol // thiosulfinate // H<sub>2</sub>O
all-trans-lycopene + 2 dioxygen  ->  4,9-dimethyldodeca-2,4,6,8,10-pentaene-1,12-dial + 2 pseudoionone		carotenoid cleavage	dioxygen // <i>all-trans</i>-lycopene // 4,9-dimethyldodeca-2,4,6,8,10-pentaene-1,12-dial // pseudoionone
(+)-cis-abscisic aldehyde + H2O + dioxygen  ->  2-cis-abscisate + hydrogen peroxide + H+	EC-1.2.3.14	abscisic acid biosynthesis	dioxygen // H<sub>2</sub>O // (+)-<i>cis</i>-abscisic aldehyde // H<SUP>+</SUP> // 2-<i>cis</i>-abscisate // hydrogen peroxide
ATP + dGMP  <-->  ADP + dGDP	EC-2.7.4.13 // EC-2.7.4.12	purine deoxyribonucleosides salvage	dGMP // ATP // ADP // dGDP
shikimate 3-phosphate + phosphoenolpyruvate  ->  5-enolpyruvoyl-shikimate 3-phosphate + phosphate	EC-2.5.1.19	chorismate biosynthesis from 3-dehydroquinate	phospho<i>enol</i>pyruvate // shikimate 3-phosphate // 5-enolpyruvoyl-shikimate 3-phosphate // phosphate
S-adenosyl-L-methionine + esculetin  ->  scopoletin + S-adenosyl-L-homocysteine + H+	EC-2.1.1	superpathway of scopolin and esculin biosynthesis	esculetin // <i>S</i>-adenosyl-L-methionine // scopoletin // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
5-amino-6-(5-phospho-D-ribitylamino)uracil + NADP+  <-  5-amino-6-(5-phospho-D-ribosylamino)uracil + NADPH + H+	EC-1.1.1.193	flavin biosynthesis I (bacteria and plants)	NADP<sup>+</sup> // 5-amino-6-(5-phospho-D-ribitylamino)uracil // 5-amino-6-(5-phospho-D-ribosylamino)uracil // NADPH // H<SUP>+</SUP>
a tetrahydrofolate + L-glutamate + ATP  =  a tetrahydrofolate + ADP + phosphate	EC-6.3.2.17		ATP // L-glutamate // a tetrahydrofolate // phosphate // ADP
5-(methylsulfanyl)-D-ribose + ATP  ->  ADP + S-methyl-5-thio-alpha-D-ribose 1-phosphate + H+	EC-2.7.1.100	<i>S</i>-methyl-5'-thioadenosine degradation I	ATP // 5-(methylsulfanyl)-D-ribose // H<SUP>+</SUP> // ADP // <i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate
L-arabinitol + NAD+  <-->  L-arabinose + NADH + H+	EC-1.1.1.21		NAD<sup>+</sup> // L-arabinitol // L-arabinose // NADH // H<SUP>+</SUP>
keto-D-fructose + D-glucopyranose  ->  D-glucono-1,5-lactone + D-sorbitol	EC-1.1.99.28	sorbitol biosynthesis II	D-glucopyranose // <i>keto</i>-D-fructose // D-glucono-1,5-lactone // D-sorbitol
dehydroascorbate + 2 glutathione  ->  L-ascorbate + glutathione disulfide	EC-1.8.5.1	ascorbate glutathione cycle	glutathione // dehydroascorbate // L-ascorbate // glutathione disulfide
6-deoxoteasterone + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  3-dehydro-6-deoxoteasterone + an oxidized [NADPH-hemoprotein reductase] + 2 H2O	EC-1.14.19.79	brassinolide biosynthesis II // brassinolide biosynthesis I	a reduced [NADPH-hemoprotein reductase] // dioxygen // 6-deoxoteasterone // 3-dehydro-6-deoxoteasterone // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase]
2-C-methyl-D-erythritol 4-phosphate + NADP+  <-  1-deoxy-D-xylulose 5-phosphate + NADPH + H+	EC-1.1.1.267	methylerythritol phosphate pathway I // methylerythritol phosphate pathway II	NADP<sup>+</sup> // 2-C-methyl-D-erythritol 4-phosphate // 1-deoxy-D-xylulose 5-phosphate // NADPH // H<SUP>+</SUP>
adenosine 5'-phosphosulfate + H2O  ->  sulfate + AMP + 2 H+	EC-3.6.2.1		H<sub>2</sub>O // adenosine 5'-phosphosulfate // H<SUP>+</SUP> // sulfate // AMP
hydrogen cyanide + thiosulfate  ->  sulfite + thiocyanate + 2 H+	EC-2.8.1.1	thiosulfate disproportionation IV (rhodanese)	thiosulfate // hydrogen cyanide // H<SUP>+</SUP> // sulfite // thiocyanate
dimethylarsinic acid  <-->  cacodylate + H+			dimethylarsinic acid // cacodylate // H<SUP>+</SUP>
a long-chain fatty acyl-CoA + 2 NADPH + 2 H+  ->  a long-chain fatty alcohol + coenzyme A + 2 NADP+	EC-1.2.1.84	wax esters biosynthesis I	H<SUP>+</SUP> // NADPH // a long-chain fatty acyl-CoA // a long-chain fatty alcohol // coenzyme A // NADP<sup>+</sup>
6-deoxotyphasterol + an oxidized electron carrier  <-  3-dehydro-6-deoxoteasterone + a reduced two electron carrier	EC-1.1.99	brassinolide biosynthesis II // brassinolide biosynthesis I	an oxidized electron carrier // 6-deoxotyphasterol // 3-dehydro-6-deoxoteasterone // a reduced two electron carrier
indole-3-carbinol + L-cysteine  ->  indol-3-ylmethyl-L-cysteine + H2O		indole glucosinolate activation (herbivore attack)	L-cysteine // indole-3-carbinol // indol-3-ylmethyl-L-cysteine // H<sub>2</sub>O
D-glucopyranose 6-phosphate + H2O  ->  D-glucopyranose + phosphate	EC-3.1.3.58 // EC-3.1.3.9	gluconeogenesis III	H<sub>2</sub>O // D-glucopyranose 6-phosphate // D-glucopyranose // phosphate
2-(cystein-S-yl)-2-(1H-indol-3-yl)-acetonitrile + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (R)-dihydrocamalexate + hydrogen cyanide + an oxidized [NADPH-hemoprotein reductase] + 2 H2O + H+		camalexin biosynthesis // 2-(cystein-S-yl)-2-(1H-indol-3-yl)-acetonitrile + 2 a reduced [NADPH-hemoprotein reductase] + 2 dioxygen  ->  camalexin + hydrogen cyanide + CO2 + 2 an oxidized [NADPH-hemoprotein reductase] + 4 H2O	a reduced [NADPH-hemoprotein reductase] // dioxygen // 2-(cystein-<i>S</i>-yl)-2-(1H-indol-3-yl)-acetonitrile // (R)-dihydrocamalexate // hydrogen cyanide // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase] // H<SUP>+</SUP>
L-ornithine + a 2-oxo carboxylate  =  a proteinogenic amino acid + L-glutamate-5-semialdehyde	EC-2.6.1.13		a 2-oxo carboxylate // L-ornithine // a proteinogenic amino acid // L-glutamate-5-semialdehyde
D-myo-inositol (1,2,4,5,6)-pentakisphosphate + H2O  ->  D-myo-inositol (1,2,5,6) tetrakisphosphate + phosphate		phytate degradation I	H<sub>2</sub>O // D-<i>myo</i>-inositol (1,2,4,5,6)-pentakisphosphate // D-<i>myo</i>-inositol (1,2,5,6) tetrakisphosphate // phosphate
GDP-beta-L-fucose + a [protein]-L-serine  ->  GDP + a [protein]-3-O-alpha-L-fucosyl-L-serine + H+	EC-2.4.1.221		a [protein]-L-serine // GDP-&beta;-L-fucose // GDP // a [protein]-3-<i>O</i>-&alpha;-L-fucosyl-L-serine // H<SUP>+</SUP>
a [glycerolipid]-(7Z,10Z)-hexadecadienoate + 2 a reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  a [glycerolipid]-(7Z,10Z,13Z)-hexadecatrienoate + 2 an oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	EC-1.14.19.35	(7Z,10Z,13Z)-hexadecatrienoate biosynthesis	H<SUP>+</SUP> // a reduced ferredoxin [iron-sulfur] cluster // dioxygen // a [glycerolipid]-(7Z,10Z)-hexadecadienoate // a [glycerolipid]-(7Z,10Z,13Z)-hexadecatrienoate // H<sub>2</sub>O // an oxidized ferredoxin [iron-sulfur] cluster
7,8-dihydroneopterin 3'-phosphate + H2O  ->  D-erythro-7,8-dihydroneopterin + phosphate	EC-3.6.1	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	H<sub>2</sub>O // 7,8-dihydroneopterin 3'-phosphate // D-<i>erythro</i>-7,8-dihydroneopterin // phosphate
2 a phenolic donor + hydrogen peroxide  ->  2 a phenoxyl radical of a phenolic donor + 2 H2O	EC-1.11.1.7		hydrogen peroxide // a phenolic donor // a phenoxyl radical of a phenolic donor // H<sub>2</sub>O
4-hydroxylamino-2,6-dinitrotoluene 3-C-glucosyltransferase	EC-2.4.1	2,4,6-trinitrotoluene degradation	4-hydroxylamino-2,6-dinitrotoluene // UDP-&alpha;-D-glucose // 4-hydroxylamino-2,6-dinitrotoluene 3C-glucoside // UDP // H<sub>2</sub>O
(indol-3-yl)acetyl-L-alanine + H2O  ->  (indol-3-yl)acetate + L-alanine	EC-3.5.1	indole-3-acetate activation I	H<sub>2</sub>O // (indol-3-yl)acetyl-L-alanine // (indol-3-yl)acetate // L-alanine
UDP-alpha-D-sulfoquinovopyranose + H2O  <-  UDP-alpha-D-glucose + sulfite + H+	EC-3.13.1.1	sulfoquinovosyl diacylglycerol biosynthesis	H<sub>2</sub>O // UDP-&alpha;-D-sulfoquinovopyranose // UDP-&alpha;-D-glucose // sulfite // H<SUP>+</SUP>
L-arabinofuranose  <-->  L-arabinopyranose			L-arabinofuranose // L-arabinopyranose
N-acetylneuraminate + acetyl-CoA  ->  N-acetyl-7-O-acetylneuraminate + coenzyme A	EC-2.3.1.45		acetyl-CoA // <i>N</i>-acetylneuraminate // <i>N</i>-acetyl-7-<i>O</i>-acetylneuraminate // coenzyme A
N-(4-aminobenzoyl)-L-glutamate + H2O  =  4-aminobenzoate + L-glutamate	EC-3.5.1		<i>N</i>-(4-aminobenzoyl)-L-glutamate // H<sub>2</sub>O // 4-aminobenzoate // L-glutamate
5alpha-androstanedione + an oxidized electron carrier  =  androstenedione + a reduced two electron carrier	EC-1.3.99.5		an oxidized electron carrier // 5&alpha;-androstanedione // androstenedione // a reduced two electron carrier
a [protein] S-acetyl-L-cysteine + acetyl-CoA  <-->  acetoacetyl-CoA + a [protein]-L-cysteine		2 acetyl-CoA  <-->  acetoacetyl-CoA + coenzyme A	acetyl-CoA // a [protein] <i>S</i>-acetyl-L-cysteine // acetoacetyl-CoA // a [protein]-L-cysteine
9(S)-HPOTE  ->  9-oxononanoate + (2E,6Z)-non-2,6-dienal	EC-4.2.1	9-lipoxygenase and 9-hydroperoxide lyase pathway	9(<i>S</i>)-HPOTE // 9-oxononanoate // (2E,6Z)-non-2,6-dienal
leukotriene A4 + H2O  ->  leukotriene B4	EC-3.3.2.6		H<sub>2</sub>O // leukotriene A<sub>4</sub> // leukotriene B<sub>4</sub>
2-oxoglutarate + glycine  <-->  L-glutamate + glyoxylate	EC-2.6.1.4	photorespiration // glycine biosynthesis	glycine // 2-oxoglutarate // L-glutamate // glyoxylate
a glucan + maltotriose  <-->  a glucan + D-glucopyranose	EC-2.4.1.25	starch degradation II	maltotriose // a glucan // D-glucopyranose
propan-1-ol + NAD+  =  1-propanal + NADH + H+	EC-1.1.1.1		NAD<sup>+</sup> // propan-1-ol // 1-propanal // NADH // H<SUP>+</SUP>
thebaine + 2-oxoglutarate + dioxygen  ->  neopinone + formaldehyde + succinate + CO2	EC-1.14.11.31		dioxygen // 2-oxoglutarate // thebaine // neopinone // formaldehyde // succinate // CO<SUB>2</SUB>
a (2R,3S)-flavan-3-ol + UDP-alpha-D-glucose  ->  a (2R,3S)-flavan-3-ol-3'-O-glucoside + UDP + H+	EC-2.4.1	proanthocyanidins biosynthesis from flavanols	UDP-&alpha;-D-glucose // a (2<i>R</i>,3<i>S</i>)-flavan-3-ol // a (2<i>R</i>,3<i>S</i>)-flavan-3-ol-3'-<i>O</i>-glucoside // UDP // H<SUP>+</SUP>
1-18:2-2-16:0-monogalactosyldiacylglycerol + 2 a reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:2-2-16:1-monogalactosyldiacylglycerol + 2 an oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	EC-1.14.19.42	glycolipid desaturation	H<SUP>+</SUP> // a reduced ferredoxin [iron-sulfur] cluster // dioxygen // 1-18:2-2-16:0-monogalactosyldiacylglycerol // 1-18:2-2-16:1-monogalactosyldiacylglycerol // H<sub>2</sub>O // an oxidized ferredoxin [iron-sulfur] cluster
S-adenosyl-L-methionine + gibberellin A34  ->  methyl gibberellin A34 + S-adenosyl-L-homocysteine	EC-2.1.1	gibberellin inactivation II (methylation)	gibberellin A<sub>34</sub> // <i>S</i>-adenosyl-L-methionine // methyl gibberellin A<sub>34</sub> // <i>S</i>-adenosyl-L-homocysteine
9,10-epoxystearate + H2O  ->  (9R,10S)-dihydroxystearate	EC-3.3.2	cutin biosynthesis	H<sub>2</sub>O // 9,10-epoxystearate // (9R,10S)-dihydroxystearate
indole-3-carbaldehyde  ->  indole-3-carboxylate		indole glucosinolate activation (herbivore attack)	indole-3-carbaldehyde // indole-3-carboxylate
coniferyl alcohol + NADP+  <-->  coniferaldehyde + NADPH + H+	EC-1.1.1.195 // EC-1.1.1.194	phenylpropanoid biosynthesis	NADP<sup>+</sup> // coniferyl alcohol // coniferaldehyde // NADPH // H<SUP>+</SUP>
aldehydo-D-ribose 5-phosphate + D-glyceraldehyde 3-phosphate + L-glutamine  ->  L-glutamate + pyridoxal 5'-phosphate + phosphate + H+ + 3 H2O	EC-4.3.3.6	pyridoxal 5'-phosphate biosynthesis II	L-glutamine // D-glyceraldehyde 3-phosphate // <i>aldehydo</i>-D-ribose 5-phosphate // H<SUP>+</SUP> // pyridoxal 5'-phosphate // L-glutamate // phosphate // H<sub>2</sub>O
a long-chain fatty acid + ATP + coenzyme A  ->  a long-chain fatty acyl-CoA + AMP + diphosphate	EC-6.2.1.3	phosphatidylcholine acyl editing // long-chain fatty acid activation	ATP // coenzyme A // a long-chain fatty acid // a long-chain fatty acyl-CoA // diphosphate // AMP
S-adenosyl-L-methionine + demethylmenaquinol-9  ->  S-adenosyl-L-homocysteine + menaquinol-9 + H+	EC-2.1.1.163		demethylmenaquinol-9 // <i>S</i>-adenosyl-L-methionine // menaquinol-<i>9</i> // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
hydrogencarbonate + ATP  ->  carboxyphosphate + ADP		2 ATP + hydrogencarbonate + ammonia  ->  2 ADP + carbamoyl phosphate + phosphate + H+ // 2 ATP + hydrogencarbonate + ammonium  ->  2 ADP + carbamoyl phosphate + phosphate + 2 H+	ATP // hydrogencarbonate // carboxyphosphate // ADP
2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol  ->  2-C-methyl-D-erythritol-2,4-cyclodiphosphate + CMP	EC-4.6.1.12	methylerythritol phosphate pathway I // methylerythritol phosphate pathway II	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol // 2-C-methyl-D-erythritol-2,4-cyclodiphosphate // CMP
D-myo-inositol (1,2) bisphosphate + H2O  ->  1D-myo-inositol 2-monophosphate + phosphate	EC-3.1.3.62	phytate degradation I	H<sub>2</sub>O // D-<i>myo</i>-inositol (1,2) bisphosphate // 1D-<i>myo</i>-inositol 2-monophosphate // phosphate
a phenolphthiodiolenone + NADPH + H+  ->  a phenolphthiodiolone + NADP+	EC-1.1.1		NADP<sup>+</sup> // a phenolphthiodiolone // a phenolphthiodiolenone // NADPH // H<SUP>+</SUP>
L-glutamate + NADP+ + H2O  <-->  ammonium + 2-oxoglutarate + NADPH + H+	EC-1.4.1.4	L-glutamate biosynthesis III	NADP<sup>+</sup> // H<sub>2</sub>O // L-glutamate // H<SUP>+</SUP> // ammonium // 2-oxoglutarate // NADPH
zeaxanthin + dioxygen  ->  beta-citraurin + 3beta-hydroxy-beta-cyclocitral		zeaxanthin + 2 dioxygen  ->  8',8-diapocarotene-8',8-dial + 2 3beta-hydroxy-beta-cyclocitral	dioxygen // zeaxanthin // &beta;-citraurin // 3&beta;-hydroxy-&beta;-cyclocitral
acetyl-CoA + serotonin  ->  N-acetyl-serotonin + coenzyme A + H+	EC-2.3.1.87	serotonin and melatonin biosynthesis	serotonin // acetyl-CoA // H<SUP>+</SUP> // coenzyme A // <i>N</i>-acetyl-serotonin
a fatty acyl-[acyl-carrier protein] + H2O  ->  a fatty acid + acyl-carrier protein + H+	EC-3.1.2.14	acyl-[acyl-carrier protein] thioesterase pathway	H<sub>2</sub>O // a fatty acyl-[acyl-carrier protein] // a fatty acid // a soluble [acyl-carrier protein] // H<SUP>+</SUP>
2 a siderophore-bound Fe(II) + NAD+ + H+  <-  2 a siderophore-bound Fe(III) + NADH	EC-1.16.1.7	2 a siderophore + 2 Fe2+ + NAD+  <-  2 a siderophore-bound Fe(III) + NADH + H+ // iron reduction and absorption	H<SUP>+</SUP> // NAD<sup>+</sup> // a siderophore-bound Fe(II) // a siderophore-bound Fe(III) // NADH
2-dehydro-3-deoxy-D-gluconate + ATP  =  2-dehydro-3-deoxy-D-gluconate 6-phosphate + ADP + H+	EC-2.7.1.178 // EC-2.7.1.45		ATP // 2-dehydro-3-deoxy-D-gluconate // H<SUP>+</SUP> // 2-dehydro-3-deoxy-D-gluconate 6-phosphate // ADP
4-(gamma-L-glutamylamino)butanoate + H2O  ->  L-glutamate + 4-aminobutanoate	EC-3.5.1.94		H<sub>2</sub>O // 4-(&gamma;-L-glutamylamino)butanoate // L-glutamate // 4-aminobutanoate
(6R)-L-erythro-6,7-dihydrobiopterin  ->  L-erythro-7,8-dihydrobiopterin			(6R)-L-<i>erythro</i>-6,7-dihydrobiopterin // L-<i>erythro</i>-7,8-dihydrobiopterin
7-hydroxylauroyl-CoA + 2 NADPH + 2 H+  ->  dodecane-1,7-diol + coenzyme A + 2 NADP+	EC-1.2.1.84	sporopollenin precursors biosynthesis	H<SUP>+</SUP> // NADPH // 7-hydroxylauroyl-CoA // dodecane-1,7-diol // coenzyme A // NADP<sup>+</sup>
glucobrassicin + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  1-hydroxyglucobrassicin + an oxidized [NADPH-hemoprotein reductase] + H2O	EC-1.14.14	glucosinolate biosynthesis from tryptophan	a reduced [NADPH-hemoprotein reductase] // dioxygen // glucobrassicin // 1-hydroxyglucobrassicin // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O
2-methylacetoacetyl-CoA + coenzyme A  <-->  propanoyl-CoA + acetyl-CoA	EC-2.3.1.16	L-isoleucine degradation I	coenzyme A // 2-methylacetoacetyl-CoA // propanoyl-CoA // acetyl-CoA
UDP-alpha-D-glucose + cyanidin  ->  cyanidin 5-O-beta-D-glucoside + UDP + H+	EC-2.4.1	rose anthocyanin biosynthesis I (via cyanidin 5-<i>O</i>-&beta;-<i>D</i>-glucoside)	cyanidin // UDP-&alpha;-D-glucose // H<SUP>+</SUP> // cyanidin 5-<i>O</i>-&beta;-D-glucoside // UDP
a 6-phosphogluco-maltodextrin + n ATP + n H2O  =  a poly-6-phosphogluco-maltodextrin + n AMP + n phosphate	EC-2.7.9.5		H<sub>2</sub>O // ATP // a 6-phosphogluco-maltodextrin // a poly-6-phosphogluco-maltodextrin // AMP // phosphate
