Reaction	EC-Number	In-Pathway	Substrates
dCTP + H2O  ->  dCMP + diphosphate + H+	EC-3.6.1.9 // EC-3.6.1.12 // EC-3.6.1.65	pyrimidine deoxyribonucleotides dephosphorylation	H<sub>2</sub>O // dCTP // H<SUP>+</SUP> // dCMP // diphosphate
a carotenoid psi-end group  ->  a carotenoid epsilon-end group	EC-5.5.1.18		a carotenoid &psi;-end group // a carotenoid &epsilon;-end group
L-glutamate + (S)-2-aminobutanoate + ATP  ->  gamma-L-glutamyl-(S)-2-aminobutanoate + ADP + phosphate + H+	EC-6.3.2.2	ophthalmate biosynthesis	ATP // (S)-2-aminobutanoate // L-glutamate // &gamma;-L-glutamyl-(<i>S</i>)-2-aminobutanoate // ADP // phosphate // H<SUP>+</SUP>
pimelate + ATP + coenzyme A  ->  pimeloyl-CoA + AMP + diphosphate	EC-6.2.1.14	8-amino-7-oxononanoate biosynthesis III	ATP // pimelate // coenzyme A // pimeloyl-CoA // diphosphate // AMP
5,6-dihydrouracil + NAD+  =  uracil + NADH + H+	EC-1.3.1.1		NAD<sup>+</sup> // 5,6-dihydrouracil // uracil // NADH // H<SUP>+</SUP>
S-adenosyl-L-methionine + 2-(all-trans-nonaprenyl)benzene-1,4-diol  ->  2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol + S-adenosyl-L-homocysteine + H+	EC-2.1.1	plastoquinol-9 biosynthesis II	2-(<i>all-trans</i>-nonaprenyl)benzene-1,4-diol // <i>S</i>-adenosyl-L-methionine // 2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
arsenite + 3 glutathione  ->  arsenic triglutathione + 3 H2O + H+			glutathione // arsenite // arsenic triglutathione // H<sub>2</sub>O // H<SUP>+</SUP>
4-amino-4-deoxychorismate  ->  4-aminobenzoate + pyruvate + H+	EC-4.1.3.38	4-aminobenzoate biosynthesis	4-amino-4-deoxychorismate // H<SUP>+</SUP> // 4-aminobenzoate // pyruvate
ATP + FMN + H+  =  FAD + diphosphate	EC-2.7.7.2		H<SUP>+</SUP> // ATP // FMN // FAD // diphosphate
5-hydroxy-CTP + H2O  ->  5-hydroxy-CMP + diphosphate + H+	EC-3.6.1	pyrimidine deoxyribonucleotides dephosphorylation	H<sub>2</sub>O // 5-hydroxy-CTP // 5-hydroxy-CMP // diphosphate // H<SUP>+</SUP>
formaldehyde + a tetrahydrofolate  ->  a 5,10-methylenetetrahydrofolate + H2O			a tetrahydrofolate // formaldehyde // a 5,10-methylenetetrahydrofolate // H<sub>2</sub>O
a monocarboxylic acid amide + H2O  ->  a monocarboxylate + ammonium	EC-3.5.1.4		H<sub>2</sub>O // a monocarboxylic acid amide // a monocarboxylate // ammonium
D-glucopyranose 6-phosphate + NADP+  ->  6-phospho D-glucono-1,5-lactone + NADPH + H+	EC-1.1.1.49	Entner-Doudoroff pathway I // pentose phosphate pathway (oxidative branch) I	NADP<sup>+</sup> // D-glucopyranose 6-phosphate // 6-phospho D-glucono-1,5-lactone // NADPH // H<SUP>+</SUP>
dihydrogeranylgeranyl diphosphate + NADP+  <-  geranylgeranyl diphosphate + NADPH + H+		phytyl diphosphate biosynthesis // phytyl diphosphate + 3 NADP+  <-  geranylgeranyl diphosphate + 3 NADPH + 3 H+	NADP<sup>+</sup> // dihydrogeranylgeranyl diphosphate // geranylgeranyl diphosphate // NADPH // H<SUP>+</SUP>
tRNAasp + L-aspartate + ATP  ->  an L-aspartyl-[tRNAasp] + AMP + diphosphate	EC-6.1.1.12	tRNA charging	ATP // L-aspartate // tRNA<SUP>asp</SUP> // an L-aspartyl-[tRNA<SUP>asp</SUP>] // diphosphate // AMP
S-sulfanylglutathione + glutathione  <-->  hydrogen sulfide + glutathione disulfide			glutathione // <i>S</i>-sulfanylglutathione // hydrogen sulfide // glutathione disulfide
(S)-4-amino-5-oxopentanoate + a tRNAglu + NADP+  <-  an L-glutamyl-[tRNAGlu] + NADPH + H+	EC-1.2.1.70	tetrapyrrole biosynthesis I (from glutamate)	a tRNA<SUP>glu</SUP> // NADP<sup>+</sup> // (S)-4-amino-5-oxopentanoate // an L-glutamyl-[tRNA<SUP>Glu</SUP>] // NADPH // H<SUP>+</SUP>
oxalosuccinate + H+  <-->  2-oxoglutarate + CO2		D-threo-isocitrate + NADP+  <-->  2-oxoglutarate + CO2 + NADPH	H<SUP>+</SUP> // oxalosuccinate // 2-oxoglutarate // CO<SUB>2</SUB>
carboxyphosphate + ammonium  ->  carbamate + phosphate + 2 H+		2 ATP + hydrogencarbonate + ammonium  ->  2 ADP + carbamoyl phosphate + phosphate + 2 H+	ammonium // carboxyphosphate // carbamate // phosphate // H<SUP>+</SUP>
ATP + GTP  ->  pppGpp + AMP + H+	EC-2.7.6.5	ppGpp metabolism	GTP // ATP // pppGpp // AMP // H<SUP>+</SUP>
1,4-dihydroxy-2-naphthoyl-CoA + H2O  ->  1,4-dihydroxy-2-naphthoate + coenzyme A + H+	EC-3.1.2.28	2-carboxy-1,4-naphthoquinol biosynthesis	H<sub>2</sub>O // 1,4-dihydroxy-2-naphthoyl-CoA // H<SUP>+</SUP> // 1,4-dihydroxy-2-naphthoate // coenzyme A
an N3-methylcytosine in DNA + 2-oxoglutarate + oxygen  ->  a cytosine in DNA + CO2 + formaldehyde + succinate + H+	EC-1.14.11.33		oxygen // 2-oxoglutarate // an <i>N</i><sup>3</sup>-methylcytosine in DNA // a cytosine in DNA // CO<SUB>2</SUB> // formaldehyde // succinate // H<SUP>+</SUP>
1-(5-phospho-beta-D-ribosyl)-ATP + H2O  ->  1-(5-phospho-beta-D-ribosyl)-AMP + diphosphate + H+	EC-3.6.1.31	L-histidine biosynthesis	H<sub>2</sub>O // 1-(5-phospho-&beta;-D-ribosyl)-ATP // 1-(5-phospho-&beta;-D-ribosyl)-AMP // diphosphate // H<SUP>+</SUP>
cob(I)alamin-[corrinoid adenosyltranferase] + ATP  ->  adenosylcob(III)alamin-[corrinoid adenosyltranferase] + triphosphate		2 ATP + 2 cob(II)alamin + a [reduced flavoprotein]  ->  2 adenosylcobalamin + 2 triphosphate + an [oxidized flavoprotein] + 2 H+ // adenosylcobalamin salvage from cobalamin	ATP // cob(I)alamin-[corrinoid adenosyltranferase] // adenosylcob(III)alamin-[corrinoid adenosyltranferase] // triphosphate
alpha-D-Kdo-(2->4)-alpha-D-Kdo-(2->6)-lipid A (E. coli) + 4-amino-4-deoxy-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate  =  4'-alpha-L-Ara4N-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-[P4'-alpha-L-ara4N]-lipid A + di-trans,octa-cis-undecaprenyl phosphate	EC-2.4.2.43		4-amino-4-deoxy-&alpha;-L-arabinopyranosyl <i>ditrans,octacis</i>-undecaprenyl phosphate // &alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A (<i>E. coli</i>) // 4'-&alpha;-L-Ara4<i>N</i>-&alpha;-Kdo-(2&rarr;4)-&alpha;-Kdo-(2&rarr;6)-[P4'-&alpha;-L-ara4<i>N</i>]-lipid A // <i>di-trans,octa-cis</i>-undecaprenyl phosphate
adenosylcobinamide-GDP + 2-methyladenine ribotide phosphate  ->  Coalpha-[alpha-(2-methyladenin-9-yl)]-Cobeta-adenosylcobamide 5'-phosphate + GMP + H+	EC-2.7.8.26	2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	2-methyladenine ribotide phosphate // adenosylcobinamide-GDP // <i>Co</i>&alpha;-[&alpha;-(2-methyladenin-9-yl)]-<i>Co</i>&beta;-adenosylcobamide 5'-phosphate // GMP // H<SUP>+</SUP>
2-dehydro-3-deoxy-D-gluconate 6-phosphate  ->  D-glyceraldehyde 3-phosphate + pyruvate	EC-4.1.2.55 // EC-4.1.2.14	Entner-Doudoroff shunt	2-dehydro-3-deoxy-D-gluconate 6-phosphate // D-glyceraldehyde 3-phosphate // pyruvate
2'-deoxyguanosine + phosphate  <-->  guanine + 2-deoxy-alpha-D-ribose 1-phosphate	EC-2.4.2.1	purine deoxyribonucleosides degradation I	phosphate // 2'-deoxyguanosine // guanine // 2-deoxy-&alpha;-D-ribose 1-phosphate
D-glycero-beta-D-manno-heptose 1-phosphate + ATP + H+  =  ADP-D-glycero-beta-D-manno-heptose + diphosphate	EC-2.7.7.70		ATP // D-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose 1-phosphate // H<SUP>+</SUP> // ADP-D-glycero-&beta;-D-<i>manno</i>-heptose // diphosphate
glycine + gamma-L-glutamyl-D-alanine + ATP  ->  norophthalmate + ADP + phosphate + H+	EC-6.3.2.3		ATP // &gamma;-L-glutamyl-D-alanine // glycine // norophthalmate // ADP // phosphate // H<SUP>+</SUP>
L-glutamate + acetyl-CoA  ->  N-acetyl-L-glutamate + coenzyme A + H+	EC-2.3.1.1	L-ornithine biosynthesis I // L-arginine biosynthesis II (acetyl cycle)	acetyl-CoA // L-glutamate // H<SUP>+</SUP> // <i>N</i>-acetyl-L-glutamate // coenzyme A
2,3-Dihydroxy-3-methylvalerate dehydratase	EC-4.2.1.9	L-isoleucine biosynthesis I (from threonine)	(<i>R</i>)-2,3-dihydroxy-3-methylpentanoate // (<i>S</i>)-3-methyl-2-oxopentanoate // H<sub>2</sub>O
thiarsahydroxy-[arsenate reductase] + glutathione + H+  ->  S-glutathionyl-thiarsahydroxy-[arsenate reductase] + H2O		arsenate + glutathione + a reduced glutaredoxin + H+  ->  arsenite + a [glutaredoxin]-glutathione disulfide + H2O	H<SUP>+</SUP> // glutathione // thiarsahydroxy-[arsenate reductase] // <i>S</i>-glutathionyl-thiarsahydroxy-[arsenate reductase] // H<sub>2</sub>O
a tRNA precursor with a 5' extension and a short 3' extension  ->  a tRNA precursor with a 5' extension + a ribonucleoside 5'-monophosphate	EC-3.1.13.5	tRNA processing	a tRNA precursor with a 5' extension and a short 3' extension // a tRNA precursor with a 5' extension // a ribonucleoside 5'-monophosphate
L-ornithine + a 2-oxo carboxylate  =  a proteinogenic amino acid + L-glutamate-5-semialdehyde	EC-2.6.1.13		a 2-oxo carboxylate // L-ornithine // a proteinogenic amino acid // L-glutamate-5-semialdehyde
ATP + N2-formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide + L-glutamine + H2O  ->  L-glutamate + ADP + 2-(formamido)-N1-(5-phospho-beta-D-ribosyl)acetamidine + phosphate + H+	EC-6.3.5.3	5-aminoimidazole ribonucleotide biosynthesis II // 5-aminoimidazole ribonucleotide biosynthesis I	H<sub>2</sub>O // L-glutamine // <i>N</i><sup>2</sup>-formyl-<i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide // ATP // H<SUP>+</SUP> // L-glutamate // ADP // phosphate // 2-(formamido)-N<sup>1</sup>-(5-phospho-&beta;-D-ribosyl)acetamidine
(2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate + NAD+  ->  dipicolinate + NADH + H+ + H2O	EC-1.17.1	dipicolinate biosynthesis	H<sub>2</sub>O // H<SUP>+</SUP> // NADH // dipicolinate // (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate // NAD<sup>+</sup>
prenyl diphosphate + 2 an oxidized ferredoxin [iron-sulfur] cluster + H2O  <-  (E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + 2 a reduced ferredoxin [iron-sulfur] cluster + 2 H+	EC-1.17.7.4	methylerythritol phosphate pathway	H<sub>2</sub>O // an oxidized ferredoxin [iron-sulfur] cluster // prenyl diphosphate // (<i>E</i>)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate // a reduced ferredoxin [iron-sulfur] cluster // H<SUP>+</SUP>
3-phospho-D-glycerate + ATP  <-->  3-phospho-D-glyceroyl phosphate + ADP	EC-2.7.2.3	sucrose biosynthesis I (from photosynthesis) // Entner-Doudoroff pathway I // Calvin-Benson-Bassham cycle	ATP // 3-phospho-D-glycerate // 3-phospho-D-glyceroyl phosphate // ADP
alpha-D-glucopyranose 1-phosphate + UTP + H+  <-->  UDP-alpha-D-glucose + diphosphate	EC-2.7.7.64 // EC-2.7.7.9	UDP-&alpha;-D-glucose biosynthesis I	H<SUP>+</SUP> // UTP // &alpha;-D-glucopyranose 1-phosphate // UDP-&alpha;-D-glucose // diphosphate
S-adenosyl-L-methionine + H+  ->  CO2 + S-adenosyl 3-(methylsulfanyl)propylamine	EC-4.1.1.50	spermidine biosynthesis I	H<SUP>+</SUP> // <i>S</i>-adenosyl-L-methionine // CO<SUB>2</SUB> // <i>S</i>-adenosyl 3-(methylsulfanyl)propylamine
phytyl diphosphate + NADP+  <-  tetrahydrogeranylgeranyl diphosphate + NADPH + H+		phytyl diphosphate biosynthesis // phytyl diphosphate + 3 NADP+  <-  geranylgeranyl diphosphate + 3 NADPH + 3 H+	NADP<sup>+</sup> // phytyl diphosphate // tetrahydrogeranylgeranyl diphosphate // NADPH // H<SUP>+</SUP>
protoheme + 2 H+  <-  protoporphyrin IX + Fe2+	EC-4.98.1.1	heme <i>b</i> biosynthesis I (aerobic)	H<SUP>+</SUP> // protoheme // protoporphyrin IX // Fe<SUP>2+</SUP>
sn-glycerol 3-phosphate + NAD(P)+  <-  glycerone phosphate + NAD(P)H + H+	EC-1.1.1.94	CDP-diacylglycerol biosynthesis III // glucosylglycerol biosynthesis	NAD(P)<sup>+</sup> // <i>sn</i>-glycerol 3-phosphate // glycerone phosphate // NAD(P)H // H<SUP>+</SUP>
thiamine phosphate + ATP  ->  thiamine diphosphate + ADP	EC-2.7.4.16	thiamine diphosphate biosynthesis	ATP // thiamine phosphate // thiamine diphosphate // ADP
S-adenosyl-L-methionine + precorrin-1  ->  S-adenosyl-L-homocysteine + precorrin-2		cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation) // 2 S-adenosyl-L-methionine + uroporphyrinogen-III  ->  2 S-adenosyl-L-homocysteine + precorrin-2 + H+	precorrin-1 // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // precorrin-2
precorrin-3A + NADH + oxygen + H+  ->  precorrin-3B + NAD+ + H2O	EC-1.14.13.83	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)	H<SUP>+</SUP> // NADH // oxygen // precorrin-3A // precorrin-3B // H<sub>2</sub>O // NAD<sup>+</sup>
guanine + H+ + H2O  ->  ammonium + xanthine	EC-3.5.4.3	guanosine nucleotides degradation III	guanine // H<sub>2</sub>O // H<SUP>+</SUP> // ammonium // xanthine
S-adenosyl-L-methionine + precorrin-3B  ->  precorrin-4 + S-adenosyl-L-homocysteine + 2 H+	EC-2.1.1.131	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)	precorrin-3B // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // precorrin-4 // <i>S</i>-adenosyl-L-homocysteine
a tRNAGln + L-glutamate + ATP  ->  an L-glutamyl-[tRNAGln] + AMP + diphosphate	EC-6.1.1.24	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	ATP // L-glutamate // a tRNA<SUP>Gln</SUP> // an L-glutamyl-[tRNA<sup>Gln</sup>] // AMP // diphosphate
UDP-alpha-D-glucose  <-->  UDP-alpha-D-galactose	EC-5.1.3.2	UDP-&alpha;-D-galactose biosynthesis	UDP-&alpha;-D-glucose // UDP-&alpha;-D-galactose
L-homoserine + NAD(P)+  <-  L-aspartate 4-semialdehyde + NAD(P)H + H+	EC-1.1.1.3	L-homoserine biosynthesis	NAD(P)<sup>+</sup> // L-homoserine // L-aspartate 4-semialdehyde // NAD(P)H // H<SUP>+</SUP>
2 S-sulfanylglutathione + a reduced two electron carrier  <-->  bisorganyltrisulfane + hydrogen sulfide + an oxidized electron carrier			a reduced two electron carrier // <i>S</i>-sulfanylglutathione // bisorganyltrisulfane // hydrogen sulfide // an oxidized electron carrier
(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate  ->  indole + D-glyceraldehyde 3-phosphate	EC-4.1.2.8	L-tryptophan biosynthesis // (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate + L-serine  ->  L-tryptophan + D-glyceraldehyde 3-phosphate + H2O	(1<i>S</i>,2<i>R</i>)-1-C-(indol-3-yl)glycerol 3-phosphate // indole // D-glyceraldehyde 3-phosphate
3-dehydroquinate  ->  3-dehydroshikimate + H2O	EC-4.2.1.10	chorismate biosynthesis from 3-dehydroquinate	3-dehydroquinate // H<sub>2</sub>O // 3-dehydroshikimate
beta-D-fructofuranose 6-phosphate + L-glutamine  <-->  D-glucosamine 6-phosphate + L-glutamate	EC-2.6.1.16	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	L-glutamine // &beta;-D-fructofuranose 6-phosphate // D-glucosamine 6-phosphate // L-glutamate
ammonia + H+  <-->  ammonium			H<SUP>+</SUP> // ammonia // ammonium
ATP + NAD+  ->  ADP + NADP+ + H+	EC-2.7.1.23	NAD phosphorylation and transhydrogenation	ATP // NAD<sup>+</sup> // H<SUP>+</SUP> // NADP<sup>+</sup> // ADP
2-(&alpha;-hydroxyethyl)-TPP:[dihydrolipoyllysine-residue acetyltransferase]-lipoyllysine acetyltransferase		pyruvate + a [pyruvate dehydrogenase E2 protein] N6-lipoyl-L-lysine + H+  ->  a [pyruvate dehydrogenase E2 protein] N6-S-acetyldihydrolipoyl-L-lysine + CO2	a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-lipoyl-L-lysine // 2-(&alpha;-hydroxyethyl)thiamine diphosphate // a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-acetyldihydrolipoyl-L-lysine // thiamine diphosphate
a polycistronic tRNA precursor + H2O  ->  a tRNA precursor with a 5' extension and a short 3' extension + a partially processed polycistronic tRNA precursor	EC-3.1.26.12	tRNA processing	H<sub>2</sub>O // a tRNA precursor with a 5' extension and a short 3' extension // a polycistronic tRNA precursor
UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-L-lysine + D-alanyl-D-alanine + ATP  ->  UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine + ADP + phosphate + H+	EC-6.3.2.10		ATP // D-alanyl-D-alanine // UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysine // H<SUP>+</SUP> // UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine // phosphate // ADP
orotidine 5'-phosphate + diphosphate  =  5-phospho-alpha-D-ribose 1-diphosphate + orotate	EC-2.4.2.10		diphosphate // orotidine 5'-phosphate // 5-phospho-&alpha;-D-ribose 1-diphosphate // orotate
a long-chain fatty aldehyde + 2 NADPH + oxygen + H+  ->  a long-chain alkane + formate + 2 NADP+ + H2O	EC-4.1.99.5	alkane biosynthesis I	H<SUP>+</SUP> // NADPH // oxygen // a long-chain fatty aldehyde // a long-chain alkane // formate // H<sub>2</sub>O // NADP<sup>+</sup>
N1-methyladenine + 2-oxoglutarate + oxygen  ->  adenine + CO2 + formaldehyde + succinate	EC-1.14.11.33		2-oxoglutarate // oxygen // <i>N</i><sup>1</sup>-methyladenine // adenine // CO<SUB>2</SUB> // formaldehyde // succinate
2'-deoxyadenosine + H+ + H2O  ->  ammonium + 2'-deoxyinosine	EC-3.5.4.4	purine deoxyribonucleosides degradation I	2'-deoxyadenosine // H<sub>2</sub>O // H<SUP>+</SUP> // ammonium // 2'-deoxyinosine
UDP-<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase	EC-2.7.8.13	peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	<i>di-trans,octa-cis</i>-undecaprenyl phosphate // UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine // undecaprenyldiphospho-<i>N</i>-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine // UMP
pyruvate + dATP  <-  phosphoenolpyruvate + dADP + H+	EC-2.7.1.40		dATP // pyruvate // phospho<i>enol</i>pyruvate // dADP // H<SUP>+</SUP>
D-sedoheptulose 1,7-bisphosphate + H2O  ->  D-sedoheptulose 7-phosphate + phosphate	EC-3.1.3.37	Calvin-Benson-Bassham cycle	D-sedoheptulose 1,7-bisphosphate // H<sub>2</sub>O // D-sedoheptulose 7-phosphate // phosphate
an N-acylated aliphatic-L-amino acid + H2O  ->  a carboxylate + an aliphatic L-amino acid	EC-3.5.1.14		H<sub>2</sub>O // an <i>N</i>-acylated aliphatic-L-amino acid // a carboxylate // an aliphatic L-amino acid
5-phospho-beta-D-ribosylamine + L-glutamate + diphosphate  <-  5-phospho-alpha-D-ribose 1-diphosphate + L-glutamine + H2O	EC-2.4.2.14	5-aminoimidazole ribonucleotide biosynthesis II // 5-aminoimidazole ribonucleotide biosynthesis I	L-glutamate // diphosphate // 5-phospho-&beta;-D-ribosylamine // 5-phospho-&alpha;-D-ribose 1-diphosphate // L-glutamine // H<sub>2</sub>O
S-adenosyl-L-methionine + 2-sulfanyl-N6-dimethylallyladenosine37 in tRNA  ->  2-methylsulfanyl-N6-dimethylallyladenosine37 in tRNA + S-adenosyl-L-homocysteine + H+		2 S-adenosyl-L-methionine + N6-(3-methylbut-2-en-1-yl)-adenosine37 in tRNA + a sulfurated [sulfur carrier] + a reduced two electron carrier  ->  2-methylsulfanyl-N6-dimethylallyladenosine37 in tRNA + S-adenosyl-L-homocysteine + an unsulfurated [sulfur carrier] + 5'-deoxyadenosine + L-methionine + an oxidized electron carrier + 2 H+	2-sulfanyl-<i>N</i><sup>6</sup>-dimethylallyladenosine<sup>37</sup> in tRNA // <i>S</i>-adenosyl-L-methionine // 2-methylsulfanyl-<i>N</i><sup>6</sup>-dimethylallyladenosine<sup>37</sup> in tRNA // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
O-phospho-L-homoserine + H2O  ->  L-threonine + phosphate	EC-4.2.3.1	L-threonine biosynthesis	H<sub>2</sub>O // O-phospho-L-homoserine // phosphate // L-threonine
L-aspartate 4-semialdehyde + NADP+ + phosphate  <-->  L-aspartyl-4-phosphate + NADPH + H+	EC-1.2.1.11	L-homoserine biosynthesis // dipicolinate biosynthesis	NADP<sup>+</sup> // phosphate // L-aspartate 4-semialdehyde // L-aspartyl-4-phosphate // NADPH // H<SUP>+</SUP>
hydrogenobyrinate + 2 L-glutamine + 2 ATP + 2 H2O  ->  2 L-glutamate + hydrogenobyrinate a,c-diamide + 2 ADP + 2 phosphate + 2 H+	EC-6.3.5.9	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)	H<sub>2</sub>O // ATP // L-glutamine // hydrogenobyrinate // H<SUP>+</SUP> // L-glutamate // hydrogenobyrinate <i>a,c</i>-diamide // ADP // phosphate
3-methyl-2-oxobutanoate + 5,10-methylene-tetrahydromethanopterin + H2O  =  2-dehydropantoate + tetrahydromethanopterin	EC-2.1.2.11		H<sub>2</sub>O // 3-methyl-2-oxobutanoate // 5,10-methylene-tetrahydromethanopterin // 2-dehydropantoate // tetrahydromethanopterin
S-adenosyl-L-methionine + an adenine in DNA  ->  S-adenosyl-L-homocysteine + an N6-methyladenine in DNA + H+	EC-2.1.1.72		an adenine in DNA // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // an <i>N<sup>6</sup></i>-methyladenine in DNA // H<SUP>+</SUP>
UDP-N-acetyl-alpha-D-glucosamine + phosphoenolpyruvate  ->  UDP-N-acetyl-alpha-D-glucosamine-enolpyruvate + phosphate	EC-2.5.1.7	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	phospho<i>enol</i>pyruvate // UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine-enolpyruvate // phosphate
an N-terminal L-cysteinyl-[protein] + hydrogen peroxide  ->  an N-terminal 3-sulfeno-L-alanyl-[protein] + H2O			hydrogen peroxide // an N-terminal L-cysteinyl-[protein] // an N-terminal 3-sulfeno-L-alanyl-[protein] // H<sub>2</sub>O
(2R,3S)-3-isopropylmalate + NAD+  ->  (2S)-2-isopropyl-3-oxosuccinate + NADH + H+		(2R,3S)-3-isopropylmalate + NAD+  ->  4-methyl-2-oxopentanoate + CO2 + NADH // L-leucine biosynthesis	NAD<sup>+</sup> // (2<i>R</i>,3<i>S</i>)-3-isopropylmalate // (2<i>S</i>)-2-isopropyl-3-oxosuccinate // NADH // H<SUP>+</SUP>
a uridine516 in 16S rRNA  =  a 16S rRNA pseudouridine516	EC-5.4.99.19		a uridine<sup>516</sup> in 16S rRNA // a 16S rRNA pseudouridine<sup>516</sup>
adenosine 3',5'-bisphosphate + sulfite + an oxidized thioredoxin + 2 H+  <-  3'-phosphoadenylyl-sulfate + a reduced thioredoxin	EC-1.8.4.8	assimilatory sulfate reduction IV	H<SUP>+</SUP> // an oxidized thioredoxin // sulfite // adenosine 3',5'-bisphosphate // 3'-phosphoadenylyl-sulfate // a reduced thioredoxin
2,3,4-saturated fatty acyl-[acp] dehydrogenase	EC-1.3.1.10 // EC-1.3.1.104 // EC-1.3.1.39	fatty acid elongation -- saturated	NADP<sup>+</sup> // a 2,3,4-saturated fatty acyl-[acp] // NADPH // a <i>trans</i>-2-enoyl-[acyl-carrier protein] // H<SUP>+</SUP>
2 Fe2+ + 2 oxygen  ->  2 superoxide + 2 Fe3+			Fe<SUP>2+</SUP> // oxygen // superoxide // Fe<SUP>3+</SUP>
pimeloyl-CoA + L-alanine + H+  ->  CO2 + (8S)-8-amino-7-oxononanoate + coenzyme A	EC-2.3.1.47	8-amino-7-oxononanoate biosynthesis III	L-alanine // pimeloyl-CoA // H<SUP>+</SUP> // CO<SUB>2</SUB> // coenzyme A // (8<i>S</i>)-8-amino-7-oxononanoate
a trans-2-enoyl-[acyl-carrier protein] + NADH + H+  ->  a 2,3,4-saturated fatty acyl-[acp] + NAD+	EC-1.3.1	triclosan resistance	NAD<sup>+</sup> // a 2,3,4-saturated fatty acyl-[acp] // a <i>trans</i>-2-enoyl-[acyl-carrier protein] // NADH // H<SUP>+</SUP>
L-ornithine + carbamoyl phosphate  =  L-citrulline + phosphate + H+	EC-2.1.3.3		carbamoyl phosphate // L-ornithine // H<SUP>+</SUP> // L-citrulline // phosphate
UDP-N-acetyl-alpha-D-glucosamine + a (3R)-3-hydroxydecanoyl-[acp]  ->  UDP-3-O-[(3R)-3-hydroxydecanoyl]-N-acetyl-alpha-D-glucosamine + acyl-carrier protein	EC-2.3.1.129	lipid IV<sub>A</sub> biosynthesis (<i>P. putida</i>)	a (3<i>R</i>)-3-hydroxydecanoyl-[acp] // UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // UDP-3-<i>O</i>-[(3<i>R</i>)-3-hydroxydecanoyl]-<i>N</i>-acetyl-&alpha;-D-glucosamine // a soluble [acyl-carrier protein]
S-adenosyl-L-homocysteine + H2O  ->  L-homocysteine + adenosine	EC-3.3.1.1	<i>S</i>-adenosyl-L-methionine cycle II // L-methionine degradation I (to L-homocysteine)	H<sub>2</sub>O // <i>S</i>-adenosyl-L-homocysteine // L-homocysteine // adenosine
