Reaction	EC-Number	In-Pathway	Substrates
(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA + NAD+  ->  2-methylacetoacetyl-CoA + NADH + H+	EC-1.1.1.178	L-isoleucine degradation I	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA // NAD<sup>+</sup> // H<SUP>+</SUP> // NADH // 2-methylacetoacetyl-CoA
an acyl-CoA + sn-glycerol 3-phosphate  ->  a 2-lysophosphatidate + coenzyme A	EC-2.3.1.15	CDP-diacylglycerol biosynthesis I	<i>sn</i>-glycerol 3-phosphate // an acyl-CoA // a 2-lysophosphatidate // coenzyme A
(2S)-2-isopropyl-3-oxosuccinate + H+  ->  4-methyl-2-oxopentanoate + CO2		(2R,3S)-3-isopropylmalate + NAD+  ->  4-methyl-2-oxopentanoate + CO2 + NADH // L-leucine biosynthesis	(2<i>S</i>)-2-isopropyl-3-oxosuccinate // H<SUP>+</SUP> // 4-methyl-2-oxopentanoate // CO<SUB>2</SUB>
beta-D-fructofuranose 1,6-bisphosphate + H2O  ->  beta-D-fructofuranose 6-phosphate + phosphate	EC-3.1.3.11	gluconeogenesis I // glycolysis I (from glucose 6-phosphate) // gluconeogenesis I // glycolysis II (from fructose 6-phosphate)	H<sub>2</sub>O // &beta;-D-fructofuranose 1,6-bisphosphate // &beta;-D-fructofuranose 6-phosphate // phosphate
L-homocysteine + 5-methyltetrahydropteroyl tri-L-glutamate  ->  L-methionine + tetrahydropteroyl tri-L-glutamate	EC-2.1.1.14	L-methionine biosynthesis I // <i>S</i>-adenosyl-L-methionine salvage I // L-methionine biosynthesis III	L-homocysteine // 5-methyltetrahydropteroyl tri-L-glutamate // tetrahydropteroyl tri-L-glutamate // L-methionine
(S)-3-hydroxydodecanoyl-CoA + NAD+  ->  3-oxododecanoyl-CoA + NADH + H+	EC-1.1.1.35 // EC-1.1.1.211		NAD<sup>+</sup> // (S)-3-hydroxydodecanoyl-CoA // 3-oxododecanoyl-CoA // NADH // H<SUP>+</SUP>
3-methyl-2-oxobutanoate + acetyl-CoA + H2O  ->  (2S)-2-isopropylmalate + coenzyme A + H+	EC-2.3.3.13	L-leucine biosynthesis	H<sub>2</sub>O // acetyl-CoA // 3-methyl-2-oxobutanoate // H<SUP>+</SUP> // (2<i>S</i>)-2-isopropylmalate // coenzyme A
5-hydroxy-CTP + H2O  ->  5-hydroxy-CMP + diphosphate + H+	EC-3.6.1	pyrimidine deoxyribonucleotides dephosphorylation	H<sub>2</sub>O // 5-hydroxy-CTP // 5-hydroxy-CMP // diphosphate // H<SUP>+</SUP>
(4-hydroxyphenyl)acetate + FADH2 + dioxygen  ->  (3,4-dihydroxyphenyl)acetate + FAD + H+ + H2O	EC-1.14.14.9		(4-hydroxyphenyl)acetate // FADH<SUB>2</SUB> // dioxygen // H<SUP>+</SUP> // (3,4-dihydroxyphenyl)acetate // H<sub>2</sub>O // FAD
(1,4-alpha-D-galacturonosyl)(n+1) + H2O  ->  (1,4-alpha-D-galacturonosyl)(n) + D-galactopyranuronate	EC-3.2.1.67		H<sub>2</sub>O // a homogalacturonan // D-galactopyranuronate
3-methylbut-3-en-1-yl diphosphate  <-->  prenyl diphosphate	EC-5.3.3.2	methylerythritol phosphate pathway I	3-methylbut-3-en-1-yl diphosphate // prenyl diphosphate
a holo [hydroxymethylbilane synthase] ES intermediate + porphobilinogen  ->  a [hydroxymethylbilane synthase] ES2 intermediate + ammonium		4 porphobilinogen + H2O  ->  4 ammonium + preuroporphyrinogen	porphobilinogen // a holo [hydroxymethylbilane synthase] ES intermediate // a [hydroxymethylbilane synthase] ES<sub>2</sub> intermediate // ammonium
ATP + a [protein]-L-histidine  ->  ADP + a [protein]-N-phospho-L-histidine + H+	EC-2.7.13.3		a [protein]-L-histidine // ATP // ADP // a [protein]-<i>N</i>-phospho-L-histidine // H<SUP>+</SUP>
S-adenosyl-L-methionine + N6-(3-methylbut-2-en-1-yl)-2-thioadenosine37 in tRNA  ->  2-(methylsulfanyl)-N6-prenyladenosine37 in tRNA + S-adenosyl-L-homocysteine + H+		2 S-adenosyl-L-methionine + N6-(3-methylbut-2-en-1-yl)-adenosine37 in tRNA + a sulfurated [sulfur carrier] + a reduced two electron carrier  ->  2-(methylsulfanyl)-N6-prenyladenosine37 in tRNA + S-adenosyl-L-homocysteine + an unsulfurated [sulfur carrier] + 5'-deoxyadenosine + L-methionine + an oxidized electron carrier + 2 H+	<i>N</i><sup>6</sup>-(3-methylbut-2-en-1-yl)-2-thioadenosine<sup>37</sup> in tRNA // <i>S</i>-adenosyl-L-methionine // 2-(methylsulfanyl)-<i>N</i><sup>6</sup>-prenyladenosine<sup>37</sup> in tRNA // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
sucrose + 6-kestotriose  ->  6,6-kestotetraose + D-glucopyranose	EC-2.4.1.10		6-kestotriose // sucrose // 6,6-kestotetraose // D-glucopyranose
alpha-D-glucosamine 6-phosphate + H2O  <-->  ammonium + beta-D-fructofuranose 6-phosphate	EC-3.5.99.6	<i>N</i>-acetylglucosamine degradation I	H<sub>2</sub>O // &alpha;-D-glucosamine 6-phosphate // ammonium // &beta;-D-fructofuranose 6-phosphate
(S)-lactate + H+  ->  (S)-lactic acid			H<SUP>+</SUP> // (<i>S</i>)-lactate // <i>(S)</i>-lactic acid
L-lysine + a tRNALys + ATP  ->  an L-lysyl-[tRNALys] + AMP + diphosphate	EC-6.1.1.6	tRNA charging	ATP // a tRNA<SUP>Lys</SUP> // L-lysine // an L-lysyl-[tRNA<SUP>Lys</SUP>] // diphosphate // AMP
acetylxylan + n H2O  ->  a (1->4)-beta-D-xylan + n acetate	EC-3.1.1.72		H<sub>2</sub>O // acetylxylan // a (1&rarr;4)-&beta;-D-xylan // acetate
UDP-<i>N</i>-acetylmuramoyl-pentapeptide:undecaprenyl-phosphate	EC-2.7.8.13		<i>di-trans,octa-cis</i>-undecaprenyl phosphate // a UDP-<i>N</i>-acetylmuramoyl-pentapeptide // a <i>N</i>-acetylmuramoyl-pentapeptide-diphosphoundecaprenol // UMP
L-glutamate-5-semialdehyde + NADP+ + phosphate  <-  gamma-L-glutamyl 5-phosphate + NADPH + H+	EC-1.2.1.41	L-proline biosynthesis I (from L-glutamate)	NADP<sup>+</sup> // phosphate // L-glutamate-5-semialdehyde // &gamma;-L-glutamyl 5-phosphate // NADPH // H<SUP>+</SUP>
a 5,10-methenyltetrahydrofolate + H2O  <-->  an N10-formyltetrahydrofolate + H+	EC-3.5.4.9	folate transformations I // folate transformations III (<i>E. coli</i>) // tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	H<sub>2</sub>O // a 5,10-methenyltetrahydrofolate // an <i>N</i><sup>10</sup>-formyltetrahydrofolate // H<SUP>+</SUP>
(R)-N-acetyl-S-benzyl-L-cysteine sulfoxide + FMNH2 + dioxygen  ->  N-acetyl-S-hydroxy-L-cysteine + benzaldehyde + FMN + H2O + H+	EC-1.14.14	<i>S</i>-benzyl-L-cysteine degradation	FMNH<SUB>2</SUB> // dioxygen // (<i>R</i>)-<i>N</i>-acetyl-<i>S</i>-benzyl-L-cysteine sulfoxide // <i>N</i>-acetyl-<i>S</i>-hydroxy-L-cysteine // benzaldehyde // H<sub>2</sub>O // FMN // H<SUP>+</SUP>
starch + n H2O  ->  n alpha-maltose	EC-3.2.1.133		H<sub>2</sub>O // starch // &alpha;-maltose
(R)-lactate + H+  <-  methylglyoxal + H2O	EC-4.2.1.130		(<i>R</i>)-lactate // H<SUP>+</SUP> // methylglyoxal // H<sub>2</sub>O
a uridine34 in tRNA + a [tRNA-uridine 2-sulfurtransferase]-S-sulfanyl-L-cysteine + ATP + a reduced two electron carrier  ->  a 2-thiouridine34 in tRNA + a [tRNA-uridine 2-sulfurtransferase]-L-cysteine + AMP + an oxidized electron carrier + diphosphate + H+	EC-2.8.1.13		a reduced two electron carrier // ATP // a [tRNA-uridine 2-sulfurtransferase]-<i>S</i>-sulfanyl-L-cysteine // a uridine<sup>34</sup> in tRNA // a 2-thiouridine<sup>34</sup> in tRNA // a [tRNA-uridine 2-sulfurtransferase]-L-cysteine // AMP // diphosphate // an oxidized electron carrier // H<SUP>+</SUP>
4-imidazolone-5-propanoate + H2O  ->  formyl-L-isoglutamine			H<sub>2</sub>O // 4-imidazolone-5-propanoate // formyl-L-isoglutamine
N-acetyl-L,L-2,6-diaminopimelate + H2O  ->  L,L-diaminopimelate + acetate	EC-3.5.1.47	L-lysine biosynthesis II	<i>N</i>-acetyl-L,L-2,6-diaminopimelate // H<sub>2</sub>O // L,L-diaminopimelate // acetate
a glycopeptide-D-mannosyl-N4-(N-acetyl-D-glucosaminyl)2-asparagine + H2O  ->  N-acetyl-D-glucosamine-asparagine + a glycopeptide-D-mannosyl-N4-N-acetyl-D-glucosamine	EC-3.2.1.96		H<sub>2</sub>O // a glycopeptide-D-mannosyl-N<sup>4</sup>-(N-acetyl-D-glucosaminyl)<sub>2</sub>-asparagine // N-acetyl-D-glucosamine-asparagine // a glycopeptide-D-mannosyl-N<sup>4</sup>-N-acetyl-D-glucosamine
cyclic di-3',5'-guanylate + H2O  ->  5'-phosphoguanylyl(3'->5')guanosine + H+	EC-3.1.4.52		H<sub>2</sub>O // cyclic di-3',5'-guanylate // H<SUP>+</SUP> // 5'-phosphoguanylyl(3'&rarr;5')guanosine
ATP + a [protein]-L-threonine  ->  ADP + a [protein]-O-phospho-L-threonine + H+	EC-2.7.11.11		a [protein]-L-threonine // ATP // ADP // a [protein]-<i>O</i>-phospho-L-threonine // H<SUP>+</SUP>
a nucleoside triphosphate + H2O  ->  a nucleoside diphosphate + phosphate + H+	EC-3.6.1.15		a nucleoside triphosphate // H<sub>2</sub>O // phosphate // a nucleoside diphosphate // H<SUP>+</SUP>
ATP + D-alanine + a holo [D-alanyl carrier protein]  ->  a D-alanyl-[D-alanyl carrier protein] + AMP + diphosphate	EC-6.2.1.54	type I lipoteichoic acid biosynthesis (<i>S. aureus</i>) // poly(glycerol phosphate) wall teichoic acid biosynthesis	a <i>holo</i> [D-alanyl carrier protein] // D-alanine // ATP // a D-alanyl-[D-alanyl carrier protein] // AMP // diphosphate
a (4S,3R)-3-hydroxy-4-methylhexanoyl-[acp]  ->  a (2E,4S)-4-methylhex-2-enoyl-[acp] + H2O	EC-4.2.1.59	<i>anteiso</i>-branched-chain fatty acid biosynthesis	a (4<i>S</i>,<i>3R</i>)-3-hydroxy-4-methylhexanoyl-[acp] // a (2<i>E</i>,4<i>S</i>)-4-methylhex-2-enoyl-[acp] // H<sub>2</sub>O
a (3R,12S)-3-hydroxy-12-methyltetradecanoyl-[acp]  ->  a (2E,12S)-12-methyltetradec-2-enoyl-[acp] + H2O	EC-4.2.1.59	<i>anteiso</i>-branched-chain fatty acid biosynthesis	a (3<i>R</i>,12<i>S</i>)-3-hydroxy-12-methyltetradecanoyl-[acp] // a (2<i>E</i>,12<i>S</i>)-12-methyltetradec-2-enoyl-[acp] // H<sub>2</sub>O
oxaloacetate + H+  ->  pyruvate + CO2	EC-4.1.1.112	(S)-malate + NAD+  ->  pyruvate + CO2 + NADH // (S)-malate + NADP+  ->  CO2 + pyruvate + NADPH	H<SUP>+</SUP> // oxaloacetate // pyruvate // CO<SUB>2</SUB>
acetyl-CoA + an N-terminal L-alanyl-[S18 protein of 30S ribosome]  ->  an N-terminal N-acetyl-L-alanyl-[S18 protein of 30S ribosome] + coenzyme A + H+	EC-2.3.1.266		an N-terminal L-alanyl-[S18 protein of 30S ribosome] // acetyl-CoA // an N-terminal <i>N</i>-acetyl-L-alanyl-[S18 protein of 30S ribosome] // coenzyme A // H<SUP>+</SUP>
ATP + 5-(methylsulfanyl)-D-ribose  ->  ADP + S-methyl-5-thio-alpha-D-ribose 1-phosphate + H+	EC-2.7.1.100	<i>S</i>-methyl-5'-thioadenosine degradation I	5-(methylsulfanyl)-D-ribose // ATP // H<SUP>+</SUP> // ADP // <i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate
a 5-methylhexanoyl-[acp] + NADP+  <-  a (2E)-5-methylhex-2-enoyl-[acp] + NADPH + H+	EC-1.3.1.104 // EC-1.3.1.10	odd <i>iso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a 5-methylhexanoyl-[acp] // a (2<i>E</i>)-5-methylhex-2-enoyl-[acp] // NADPH // H<SUP>+</SUP>
a holo acyl-carrier protein + H2O  ->  4'-phosphopantetheine + an apo acyl-carrier protein + H+	EC-3.1.4.14	acyl carrier protein metabolism	H<sub>2</sub>O // all <i>holo</i>-acyl carrier proteins // 4'-phosphopantetheine // all <i>apo</i>-acyl carrier proteins // H<SUP>+</SUP>
a tRNAPhe + L-phenylalanine + ATP  ->  an L-phenylalanyl-[tRNAPhe] + AMP + diphosphate	EC-6.1.1.20	tRNA charging	ATP // L-phenylalanine // a tRNA<SUP>Phe</SUP> // an L-phenylalanyl-[tRNA<SUP>Phe</SUP>] // diphosphate // AMP
an 11-methyldodecanoyl-[acp] + a malonyl-[acp] + H+  ->  a 13-methyl-3-oxotetradecanoyl-[acp] + CO2 + acyl-carrier protein	EC-2.3.1.179	odd <i>iso</i>-branched-chain fatty acid biosynthesis	H<SUP>+</SUP> // a malonyl-[acp] // an 11-methyldodecanoyl-[acp] // a 13-methyl-3-oxotetradecanoyl-[acp] // CO<SUB>2</SUB> // a soluble [acyl-carrier protein]
acetaldehyde + coenzyme A + NAD+  ->  acetyl-CoA + NADH + H+	EC-1.2.1.10	2-deoxy-&alpha;-D-ribose 1-phosphate degradation	acetaldehyde // coenzyme A // NAD<sup>+</sup> // H<SUP>+</SUP> // NADH // acetyl-CoA
5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + ATP + hydrogencarbonate  ->  N5-carboxyaminoimidazole ribonucleotide + ADP + phosphate + 2 H+	EC-6.3.4.18	inosine-5'-phosphate biosynthesis I	hydrogencarbonate // ATP // 5-amino-1-(5-phospho-&beta;-D-ribosyl)imidazole // H<SUP>+</SUP> // <i>N<sup>5</sup></i>-carboxyaminoimidazole ribonucleotide // ADP // phosphate
a (3R)-3-hydroxy-6-methylheptanoyl-[acp] + NADP+  <-  a 6-methyl-3-oxoheptanoyl-[acp] + NADPH + H+	EC-1.1.1.100	even <i>iso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a (3<i>R</i>)-3-hydroxy-6-methylheptanoyl-[acp] // a 6-methyl-3-oxoheptanoyl-[acp] // NADPH // H<SUP>+</SUP>
pppGpp + H2O  ->  ppGpp + phosphate + H+	EC-3.6.1.40	ppGpp metabolism	pppGpp // H<sub>2</sub>O // H<SUP>+</SUP> // phosphate // ppGpp
a [protein]-L-glutamate-O5-methyl-ester + H2O  ->  a [protein]-alpha-L-glutamate + methanol + H+	EC-3.1.1.61		H<sub>2</sub>O // a [protein]-L-glutamate-<I>O<sup>5</sup></I>-methyl-ester // a [protein]-&alpha;-L-glutamate // methanol // H<SUP>+</SUP>
O-acetyl-L-serine + hydrogen sulfide  ->  L-cysteine + acetate + H+	EC-2.5.1.47	L-cysteine biosynthesis I	hydrogen sulfide // <i>O</i>-acetyl-L-serine // H<SUP>+</SUP> // L-cysteine // acetate
a (3R)-3-hydroxy-12-methyltridecanoyl-[acp]  ->  a (2E)-12-methyltridec-2-enoyl-[acp] + H2O	EC-4.2.1.59	even <i>iso</i>-branched-chain fatty acid biosynthesis	a (3<i>R</i>)-3-hydroxy-12-methyltridecanoyl-[acp] // a (2<i>E</i>)-12-methyltridec-2-enoyl-[acp] // H<sub>2</sub>O
D-kanosamine 6-phosphate + H2O  ->  kanosamine + phosphate	EC-3.1.3.92	kanosamine biosynthesis II	H<sub>2</sub>O // D-kanosamine 6-phosphate // kanosamine // phosphate
a 5-methyltetrahydrofolate + 2 an oxidized ferredoxin [iron-sulfur] cluster  ->  a 5,10-methylenetetrahydrofolate + 2 a reduced ferredoxin [iron-sulfur] cluster + 2 H+	EC-1.5.7.1	folate transformations I	an oxidized ferredoxin [iron-sulfur] cluster // a 5-methyltetrahydrofolate // a 5,10-methylenetetrahydrofolate // a reduced ferredoxin [iron-sulfur] cluster // H<SUP>+</SUP>
ATP + pyridoxamine  ->  ADP + pyridoxamine 5'-phosphate + H+	EC-2.7.1.35	pyridoxal 5'-phosphate salvage I	pyridoxamine // ATP // H<SUP>+</SUP> // ADP // pyridoxamine 5'-phosphate
an N10-formyltetrahydrofolate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide  ->  a tetrahydrofolate + 5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide	EC-2.1.2.3	inosine-5'-phosphate biosynthesis I	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide // an <i>N</i><sup>10</sup>-formyltetrahydrofolate // a tetrahydrofolate // 5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide
1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one + dioxygen  ->  4-(methylsulfanyl)-2-oxobutanoate + formate + H+	EC-1.13.11.54	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	dioxygen // 1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one // H<SUP>+</SUP> // 4-(methylsulfanyl)-2-oxobutanoate // formate
<i>trans</i> tetradec-2-enoyl-[acp] reductase	EC-1.3.1.9	palmitate biosynthesis II (type II fatty acid synthase)	NAD<sup>+</sup> // a myristoyl-[acp] // a (2<i>E</i>)-tetradec-2-enoyl-[acp] // NADH // H<SUP>+</SUP>
D-altronate  ->  2-dehydro-3-deoxy-D-gluconate + H2O	EC-4.2.1.7	D-galacturonate degradation I	D-altronate // H<sub>2</sub>O // 2-dehydro-3-deoxy-D-gluconate
dGDP + an oxidized NrdH glutaredoxin-like protein + H2O  <-  GDP + a reduced NrdH glutaredoxin-like protein	EC-1.17.4.1	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II	H<sub>2</sub>O // an oxidized NrdH glutaredoxin-like protein // dGDP // GDP // a reduced NrdH glutaredoxin-like protein
dihydro-4-hydroxyphenyl pyruvate isomer + NADH + H+  ->  tetrahydro-4-hydroxyphenylpyruvate + NAD+		tetrahydrotyrosine biosynthesis	H<SUP>+</SUP> // NADH // dihydro-4-hydroxyphenyl pyruvate isomer // tetrahydro-4-hydroxyphenylpyruvate // NAD<sup>+</sup>
an acyl-CoA + a 2-lysophosphatidate  ->  a phosphatidate + coenzyme A	EC-2.3.1.51	CDP-diacylglycerol biosynthesis I	a 2-lysophosphatidate // an acyl-CoA // a phosphatidate // coenzyme A
D-ribofuranose + ATP  ->  D-ribofuranose 5-phosphate + ADP + H+	EC-2.7.1.15	ribose phosphorylation	ATP // D-ribofuranose // D-ribofuranose 5-phosphate // ADP // H<SUP>+</SUP>
L-aspartate + ammonium + ATP  ->  L-asparagine + AMP + diphosphate + H+	EC-6.3.1.1	L-asparagine biosynthesis II	ATP // ammonium // L-aspartate // H<SUP>+</SUP> // L-asparagine // diphosphate // AMP
sirohydrochlorin + Fe2+  ->  siroheme + 2 H+	EC-4.99.1.4	siroheme biosynthesis	Fe<sup>2+</sup> // sirohydrochlorin // H<SUP>+</SUP> // siroheme
NADPH  ->  1,2-dihydro-beta-NADP			NADPH // 1,2-dihydro-&beta;-NADP
a [protein]-L-tyrosine phosphate + H2O  ->  a [protein]-L-tyrosine + phosphate	EC-3.1.3.48		H<sub>2</sub>O // a [protein]-L-tyrosine phosphate // phosphate // a [protein]-L-tyrosine
lactose + H2O  ->  beta-D-galactopyranose + D-glucopyranose	EC-3.2.1.108	lactose degradation III	H<sub>2</sub>O // lactose // &beta;-D-galactopyranose // D-glucopyranose
a [protein]-L-histidine + 2,3-diphospho-D-glycerate  <-->  a [protein]-Npi-phospho-L-histidine + 3-phospho-D-glycerate		2-phospho-D-glycerate  <-->  3-phospho-D-glycerate	2,3-diphospho-D-glycerate // a [protein]-L-histidine // a [protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine // 3-phospho-D-glycerate
n UDP-alpha-D-glucose + (Gro-P)n-Gro-P-ManNAc-GlcNAc-PP-undecaprenol  ->  [(2-Glc)-Gro-P]n-Gro-P-ManNAc-GlcNAc-PP-undecaprenol + n UDP + n H+	EC-2.4.1.52	poly(glycerol phosphate) wall teichoic acid biosynthesis	(Gro-P)<sub>n</sub>-Gro-P-ManNAc-GlcNAc-PP-undecaprenol // UDP-&alpha;-D-glucose // [(2-Glc)-Gro-P]<sub>n</sub>-Gro-P-ManNAc-GlcNAc-PP-undecaprenol // UDP // H<SUP>+</SUP>
an Nomega-(1-hydroxy-2-oxopropyl)-[protein]-L-arginine  ->  a [protein]-L-lysine-N-2-(4,5-dihydro-4-methyl-1H-imidazol-4,5-diol) + H+			an <i>N</i><sup>&omega;</sup>-(1-hydroxy-2-oxopropyl)-[protein]-L-arginine // a [protein]-L-lysine-<i>N</i>-2-(4,5-dihydro-4-methyl-1<i>H</i>-imidazol-4,5-diol) // H<SUP>+</SUP>
a (3R,6S)-3-hydroxy-6-methyloctanoyl-[acp] + NADP+  <-  a (6S)-6-methyl-3-oxooctanoyl-[acp] + NADPH + H+	EC-1.1.1.100	<i>anteiso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a (3<i>R</i>,6<i>S</i>)-3-hydroxy-6-methyloctanoyl-[acp] // a (6<i>S</i>)-6-methyl-3-oxooctanoyl-[acp] // NADPH // H<SUP>+</SUP>
S-adenosyl-L-methionine + a uracil1939 in 23S rRNA  ->  a 5-methyluracil1939 in 23S rRNA + S-adenosyl-L-homocysteine + H+	EC-2.1.1.190		a uracil<sup>1939</sup> in 23S rRNA // <i>S</i>-adenosyl-L-methionine // a 5-methyluracil<sup>1939</sup> in 23S rRNA // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
a (3R,14S)-3-hydroxy-14-methylhexadecanoyl-[acp] + NADP+  <-  a (14S)-14-methyl-3-oxohexadecanoyl-[acp] + NADPH + H+	EC-1.1.1.100	<i>anteiso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a (3<i>R</i>,14<i>S</i>)-3-hydroxy-14-methylhexadecanoyl-[acp] // a (14<i>S</i>)-14-methyl-3-oxohexadecanoyl-[acp] // NADPH // H<SUP>+</SUP>
chorismate  ->  prephenate	EC-5.4.99.5	L-phenylalanine biosynthesis I // bacilysin biosynthesis // L-tyrosine biosynthesis I	chorismate // prephenate
acetyl-CoA + a malonyl-[acp] + H+  ->  an acetoacetyl-[acp] + CO2 + coenzyme A	EC-2.3.1.180	fatty acid biosynthesis initiation (type II)	H<SUP>+</SUP> // a malonyl-[acp] // acetyl-CoA // an acetoacetyl-[acp] // coenzyme A // CO<SUB>2</SUB>
2 1-kestotriose  ->  1,1-kestotetraose + sucrose	EC-2.4.1.100	fructan biosynthesis	1-kestotriose // 1,1-kestotetraose // sucrose
a (3R)-3-hydroxy-7-methyloctanoyl-[acp]  ->  a (2E)-7-methyloct-2-enoyl-[acp] + H2O	EC-4.2.1.59	odd <i>iso</i>-branched-chain fatty acid biosynthesis	a (3<i>R</i>)-3-hydroxy-7-methyloctanoyl-[acp] // a (2<i>E</i>)-7-methyloct-2-enoyl-[acp] // H<sub>2</sub>O
a 2-O-acetylated rhamnogalacturonan I + n H2O  ->  a rhamnogalacturonan type I + n acetate	EC-3.1.1.86		H<sub>2</sub>O // a 2-<i>O</i>-acetylated rhamnogalacturonan I // a rhamnogalacturonan type I // acetate
D-deoxyribose 1,5-phosphomutase	EC-5.4.2.7	2-deoxy-&alpha;-D-ribose 1-phosphate degradation	2-deoxy-&alpha;-D-ribose 1-phosphate // 2-deoxy-D-ribose 5-phosphate
a 13-methyltetradecanoyl-[acp] + NAD+  <-  a (2E)-13-methyltetradec-2-enoyl-[acp] + NADH + H+	EC-1.3.1.9	odd <i>iso</i>-branched-chain fatty acid biosynthesis	NAD<sup>+</sup> // a 13-methyltetradecanoyl-[acp] // a (2<i>E</i>)-13-methyltetradec-2-enoyl-[acp] // NADH // H<SUP>+</SUP>
L-tryptophan + a tRNATrp + ATP  ->  AMP + an L-tryptophanyl-[tRNATrp] + diphosphate	EC-6.1.1.2	tRNA charging	ATP // a tRNA<SUP>Trp</SUP> // L-tryptophan // AMP // diphosphate // an L-tryptophanyl-[tRNA<SUP>Trp</SUP>]
a polyisoprenyl-minor wall teichoic acid (B. subtilis 168) + beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-DAP-D-Ala-D-Ala)-PP-Und + H2O  ->  a peptidoglycan-minor wall teichoic acid complex (B. subtilis 168) + di-trans,octa-cis-undecaprenyl phosphate + di-trans,octa-cis-undecaprenyl diphosphate + 2 H+	EC-2.7.8	poly(3-O-&beta;-D-glucopyranosyl-<i>N</i>-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis	H<sub>2</sub>O // &beta;-D-GlcNAc-(1&rarr;4)-Mur2Ac(oyl-L-Ala-&gamma;-D-Glu-DAP-D-Ala-D-Ala)-PP-Und // a polyisoprenyl-minor wall teichoic acid (<i>B. subtilis</i> 168) // a peptidoglycan-minor wall teichoic acid complex (<i>B. subtilis</i> 168) // <i>di-trans,octa-cis</i>-undecaprenyl phosphate // <i>di-trans,octa-cis</i>-undecaprenyl diphosphate // H<SUP>+</SUP>
a 6-methylheptanoyl-[acp] + NADP+  <-  a (2E)-6-methylhept-2-enoyl-[acp] + NADPH + H+	EC-1.3.1.104 // EC-1.3.1.10	even <i>iso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a 6-methylheptanoyl-[acp] // a (2<i>E</i>)-6-methylhept-2-enoyl-[acp] // NADPH // H<SUP>+</SUP>
S-adenosyl-L-methionine + a guanine37 in tRNA  ->  an N1-methylguanine37 in tRNA + S-adenosyl-L-homocysteine + H+	EC-2.1.1.228		a guanine<sup>37</sup> in tRNA // <i>S</i>-adenosyl-L-methionine // an <i>N</i><sup>1</sup>-methylguanine<sup>37</sup> in tRNA // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
a 12-methyltridecanoyl-[acp] + a malonyl-[acp] + H+  ->  a 14-methyl-3-oxopentadecanoyl-[acp] + CO2 + acyl-carrier protein	EC-2.3.1.179	even <i>iso</i>-branched-chain fatty acid biosynthesis	H<SUP>+</SUP> // a malonyl-[acp] // a 12-methyltridecanoyl-[acp] // a 14-methyl-3-oxopentadecanoyl-[acp] // CO<SUB>2</SUB> // a soluble [acyl-carrier protein]
dGDP + ATP  ->  dGTP + ADP	EC-2.7.4.6	purine deoxyribonucleosides salvage // guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I // guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II	ATP // dGDP // dGTP // ADP
an [apo BCAA dehydrogenase E2 protein] N6-dihydrolipoyl-L-lysine + NAD+  <-->  a [BCAA dehydrogenase E2 protein] N6-lipoyl-L-lysine + NADH + H+	EC-1.8.1.4	4-methyl-2-oxopentanoate dehydrogenase (acylating) // (<i>S</i>)-3-methyl-2-oxopentanoate dehydrogenase (acylating) // 3-methyl-2-oxobutanoate + coenzyme A + NAD+  ->  isobutanoyl-CoA + CO2 + NADH // 2-oxoisovalerate decarboxylation to isobutanoyl-CoA	NAD<sup>+</sup> // an [<i>apo</i> BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-dihydrolipoyl-L-lysine // a [BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-lipoyl-L-lysine // NADH // H<SUP>+</SUP>
