Reaction	EC-Number	In-Pathway	Substrates
(2E,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA + a reduced two electron carrier  ->  docosapentaenoyl-CoA + an oxidized electron carrier	EC-1.3.1.93	docosahexaenoate biosynthesis III (6-desaturase, mammals)	a reduced two electron carrier // (2E,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA // docosapentaenoyl-CoA // an oxidized electron carrier
isoliquiritigenin  =  (2S)-liquiritigenin	EC-5.5.1.6		isoliquiritigenin // (2<i>S</i>)-liquiritigenin
1-chloro-2,4-dinitrobenzene + glutathione  =  2,4-dinitrophenyl-S-glutathione + chloride + H+	EC-2.5.1.18		glutathione // 1-chloro-2,4-dinitrobenzene // H<SUP>+</SUP> // 2,4-dinitrophenyl-S-glutathione // chloride
D-glycerate + ATP  ->  3-phospho-D-glycerate + ADP + H+	EC-2.7.1.31		ATP // D-glycerate // H<SUP>+</SUP> // 3-phospho-D-glycerate // ADP
3,4-dihydroxyphenylglycol dehydrogenase	EC-1.1.1.1		NAD<sup>+</sup> // 3-methoxy-4-hydroxyphenylglycol // 3-methoxy-4-hydroxyphenylglycolaldehyde // NADH // H<SUP>+</SUP>
isopentenyl diphosphate  <-->  dimethylallyl diphosphate	EC-5.3.3.2	mevalonate pathway I // methylerythritol phosphate pathway II // <i>trans, trans</i>-farnesyl diphosphate biosynthesis	isopentenyl diphosphate // dimethylallyl diphosphate
3-methyl-2-oxobutanoate dehydrogenase [(<i>S</i>)-2-methylbutanoyl-transferring)	EC-1.2.4.4	(<i>S</i>)-3-methyl-2-oxopentanoate dehydrogenase (acylating)	H<SUP>+</SUP> // a [BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-lipoyl-L-lysine // (<i>S</i>)-3-methyl-2-oxopentanoate // an [<i>apo</i> BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-[2-methylbutanoyl]dihydrolipoyl-L-lysine // CO<SUB>2</SUB>
2-aminoprop-2-enoate + H+ + H2O  ->  pyruvate + ammonium			H<sub>2</sub>O // 2-aminoprop-2-enoate // H<SUP>+</SUP> // pyruvate // ammonium
omega-saturated C55 dolichol phosphate + GDP-alpha-D-mannose  =  beta-D-mannosyl-(C55 omega-saturated dolichyl phosphate) + GDP	EC-2.4.1.83		GDP-&alpha;-D-mannose // &omega;-saturated C55 dolichol phosphate // &beta;-D-mannosyl-(C55 &omega;-saturated dolichyl phosphate) // GDP
2-aceto-2-hydroxy-butyrate synthase	EC-2.2.1.6	L-isoleucine biosynthesis I (from threonine)	2-oxobutanoate // pyruvate // H<SUP>+</SUP> // (<i>S</i>)-2-aceto-2-hydroxybutanoate // CO<SUB>2</SUB>
GMP + H2O  ->  guanosine + phosphate	EC-3.1.3.5	guanosine nucleotides degradation II	H<sub>2</sub>O // GMP // guanosine // phosphate
a guanine34 in tRNA + preQ1  =  a 7-aminomethyl-7-deazaguanosine34 in tRNA + guanine	EC-2.4.2.29		preQ<sub>1</sub> // a guanine<sup>34</sup> in tRNA // a 7-aminomethyl-7-deazaguanosine<sup>34</sup> in tRNA // guanine
IMP + NAD+ + H2O  ->  XMP + NADH + H+	EC-1.1.1.205	guanosine ribonucleotides <i>de novo</i> biosynthesis	NAD<sup>+</sup> // H<sub>2</sub>O // IMP // XMP // NADH // H<SUP>+</SUP>
lipid A disaccharide + ATP  ->  lipid IVA + ADP + H+	EC-2.7.1.130		ATP // lipid A disaccharide // H<SUP>+</SUP> // lipid IV<sub>A</sub> // ADP
D-glycerate + NAD(P)+  =  hydroxypyruvate + NAD(P)H + H+	EC-1.1.1.81		NAD(P)<sup>+</sup> // D-glycerate // hydroxypyruvate // NAD(P)H // H<SUP>+</SUP>
laurate + ATP + coenzyme A  =  lauroyl-CoA + AMP + diphosphate	EC-6.2.1.3		ATP // coenzyme A // laurate // lauroyl-CoA // diphosphate // AMP
L-serine + a tetrahydrofolate  <-->  glycine + a 5,10-methylenetetrahydrofolate + H2O	EC-2.1.2.1	glycine biosynthesis I // folate polyglutamylation	a tetrahydrofolate // L-serine // glycine // a 5,10-methylenetetrahydrofolate // H<sub>2</sub>O
Polyamine oxidase	EC-1.5.3.16		H<sub>2</sub>O // oxygen // <i>N</i><sup>1</sup>-acetylspermine // <i>N</i><SUP>1</SUP>-acetylspermidine // 3-aminopropanal // hydrogen peroxide
3-methoxy-4-hydroxyphenylglycolaldehyde + NAD+ + H2O  =  vanillyl mandelate + NADH + 2 H+	EC-1.2.1.3		H<sub>2</sub>O // NAD<sup>+</sup> // 3-methoxy-4-hydroxyphenylglycolaldehyde // vanillyl mandelate // NADH // H<SUP>+</SUP>
2 glutathione + a hydroperoxy-fatty-acyl-[lipid]  ->  glutathione disulfide + a hydroxy-fatty-acyl-[lipid] + H2O	EC-1.11.1.12	glutathione-peroxide redox reactions	a hydroperoxy-fatty-acyl-[lipid] // glutathione // glutathione disulfide // a hydroxy-fatty-acyl-[lipid] // H<sub>2</sub>O
phytyl diphosphate + NADP+  <-  tetrahydrogeranylgeranyl diphosphate + NADPH + H+		phytyl diphosphate biosynthesis // phytyl diphosphate + 3 NADP+  <-  geranylgeranyl diphosphate + 3 NADPH + 3 H+	NADP<sup>+</sup> // phytyl diphosphate // tetrahydrogeranylgeranyl diphosphate // NADPH // H<SUP>+</SUP>
pyruvate + ATP + phosphate  ->  phosphoenolpyruvate + AMP + diphosphate + H+	EC-2.7.9.1	C4 photosynthetic carbon assimilation cycle, NAD-ME type // L-glutamine biosynthesis III	ATP // phosphate // pyruvate // H<SUP>+</SUP> // phospho<i>enol</i>pyruvate // AMP // diphosphate
3-isopropylmalate dehydratase		L-leucine biosynthesis // (2R,3S)-3-isopropylmalate  <-->  (2S)-2-isopropylmalate	(2<i>S</i>)-2-isopropylmalate // 2-isopropylmaleate // H<sub>2</sub>O
an insertion sequence element IS30  =  an insertion sequence IS30 with integrated transposon	EC-2.7.7		an insertion sequence element IS30 // an insertion sequence IS30 with integrated transposon
ATP + protoporphyrin IX + Mg2+ + H2O  ->  Mg-protoporphyrin + ADP + phosphate + 3 H+	EC-6.6.1.1	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)	H<sub>2</sub>O // Mg<SUP>2+</SUP> // protoporphyrin IX // ATP // H<SUP>+</SUP> // Mg-protoporphyrin // phosphate // ADP
a 5,6-dihydrouracil16 in tRNA + NAD(P)+  =  a uracil16 in tRNA + NAD(P)H + H+	EC-1.3.1.88		NAD(P)<sup>+</sup> // a 5,6-dihydrouracil<sup>16</sup> in tRNA // a uracil<sup>16</sup> in tRNA // NAD(P)H // H<SUP>+</SUP>
a [protein]-L-cysteine + an O6-methylguanine in DNA  ->  a [protein]-S-methyl-L-cysteine + a guanine in DNA	EC-2.1.1.63		an <i>O</i><sup>6</sup>-methylguanine in DNA // a [protein]-L-cysteine // a [protein]-<i>S</i>-methyl-L-cysteine // a guanine in DNA
a [glycine-cleavage complex H protein] N6-aminomethyldihydrolipoyl-L-lysine + a tetrahydrofolate  <-->  a [glycine-cleavage complex H protein] N6-dihydrolipoyl-L-lysine + a 5,10-methylenetetrahydrofolate + ammonium	EC-2.1.2.10	glycine cleavage	a tetrahydrofolate // a [glycine-cleavage complex H protein] <i>N<sup>6</sup></i>-aminomethyldihydrolipoyl-L-lysine // a [glycine-cleavage complex H protein] <i>N<sup>6</sup></i>-dihydrolipoyl-L-lysine // a 5,10-methylenetetrahydrofolate // ammonium
Hg0 + NADP+ + H+  =  Hg2+ + NADPH	EC-1.16.1.1		H<SUP>+</SUP> // NADP<sup>+</sup> // Hg<sup>0</sup> // Hg<SUP>2+</SUP> // NADPH
3,4-dihydroxyphenylglycol + NAD+  =  3,4-dihydroxyphenylglycolaldehyde + NADH + H+	EC-1.1.1.1		NAD<sup>+</sup> // 3,4-dihydroxyphenylglycol // 3,4-dihydroxyphenylglycolaldehyde // NADH // H<SUP>+</SUP>
citrate  <-->  D-threo-isocitrate	EC-4.2.1.3		citrate // D-<i>threo</i>-isocitrate
D-ribose 5-phosphate  <-->  D-ribulose 5-phosphate	EC-5.3.1.6	Rubisco shunt // pentose phosphate pathway (non-oxidative branch) // Calvin-Benson-Bassham cycle	D-ribose 5-phosphate // D-ribulose 5-phosphate
ATP + L-methionine + H2O  ->  S-adenosyl-L-methionine + phosphate + diphosphate	EC-2.5.1.6	L-methionine degradation I (to L-homocysteine) // <i>S</i>-adenosyl-L-methionine cycle II	H<sub>2</sub>O // L-methionine // ATP // <i>S</i>-adenosyl-L-methionine // phosphate // diphosphate
diacylglycerol kinase	EC-2.7.1.174	monoacylglycerol metabolism (yeast)	CTP // 2-oleoylglycerol // 1-oleyl-2-lyso-phosphatidate // CDP // H<SUP>+</SUP>
L-selenocysteine + a reduced two electron carrier  ->  L-alanine + selenide + an oxidized electron carrier + 2 H+	EC-4.4.1.16		a reduced two electron carrier // L-selenocysteine // L-alanine // selenide // an oxidized electron carrier // H<SUP>+</SUP>
4a-hydroxy-N10-formyltetrahydrofolate  =  an N10-formyl-7,8-dihydrofolate + H2O	EC-4.2.1.96		4a-hydroxy-N<sup>10</sup>-formyltetrahydrofolate // an <i>N</i><sup>10</sup>-formyl-7,8-dihydrofolate // H<sub>2</sub>O
D-myo-inositol (1,3,4)-trisphosphate + ATP  =  D-myo-inositol (1,3,4,6)-tetrakisphosphate + ADP + H+	EC-2.7.1.159		ATP // D-<i>myo</i>-inositol (1,3,4)-trisphosphate // H<SUP>+</SUP> // D-<i>myo</i>-inositol (1,3,4,6)-tetrakisphosphate // ADP
N1-(5-phospho-beta-D-ribosyl)glycinamide + formate + ATP  ->  N2-formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide + ADP + phosphate + H+	EC-2.1.2	5-aminoimidazole ribonucleotide biosynthesis II	ATP // formate // <i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide // H<SUP>+</SUP> // <i>N</i><sup>2</sup>-formyl-<i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide // ADP // phosphate
D-myo-inositol 1,3,4,5,6-pentakisphosphate + ATP  ->  a diphospho-1D-myo-inositol tetrakisphosphate + ADP	EC-2.7.1	inositol pyrophosphates biosynthesis	ATP // D-<i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate // a diphospho-1D-myo-inositol tetrakisphosphate // ADP
dihydrouridine synthase	EC-1.1.1		NADP<sup>+</sup> // a 5,6-dihydrouridine in tRNA // a uridine in tRNA // NADPH // H<SUP>+</SUP>
4&alpha;-formyl-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol 4-hydroxylase		4,4-dimethylzymosterol 4-monooxygenase	oxygen // NAD(P)H // 4&alpha;-formyl-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol // 4&alpha;-carboxy-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol // NAD(P)<sup>+</sup> // H<sub>2</sub>O
beta-D-fructofuranose 1-phosphate  =  glycerone phosphate + D-glyceraldehyde	EC-4.1.2.13		&beta;-D-fructofuranose 1-phosphate // glycerone phosphate // D-glyceraldehyde
(2E,11Z)-octadecenoyl-CoA + H2O  ->  (S)-3-hydroxy-(11Z)-octadecenoyl-CoA	EC-4.2.1.17		H<sub>2</sub>O // (2E,11Z)-octadecenoyl-CoA // (S)-3-hydroxy-(11Z)-octadecenoyl-CoA
alpha-D-glucopyranose 1-phosphate + UTP + H+  ->  UDP-alpha-D-glucose + diphosphate	EC-2.7.7.64 // EC-2.7.7.9	sucrose biosynthesis II // UDP-glucose biosynthesis	H<SUP>+</SUP> // UTP // &alpha;-D-glucopyranose 1-phosphate // UDP-&alpha;-D-glucose // diphosphate
a linear malto-oligosaccharide [(glucose)n] + phosphate  =  a linear malto-oligosaccharide [(glucose)n-1] + alpha-D-glucopyranose 1-phosphate	EC-2.4.1.1		phosphate // a linear malto-oligosaccharide // &alpha;-D-glucopyranose 1-phosphate
ATP + IDP  =  ITP + ADP	EC-2.7.4.6		IDP // ATP // ITP // ADP
L-ornithine  =  L-proline + ammonium	EC-4.3.1.12		L-ornithine // L-proline // ammonium
sphinganine (C20) + NADP+  =  3-dehydrosphinganine (C20) + NADPH + H+	EC-1.1.1.102		NADP<sup>+</sup> // sphinganine (C20) // 3-dehydrosphinganine (C20) // NADPH // H<SUP>+</SUP>
all-trans-dodecaprenyl diphosphate + 2-carboxy-1,4-naphthoquinol + H+  =  CO2 + demethylmenaquinol-12 + diphosphate	EC-2.5.1.74		H<SUP>+</SUP> // 2-carboxy-1,4-naphthoquinol // all-<i>trans</i>-dodecaprenyl diphosphate // demethylmenaquinol-12 // diphosphate // CO<SUB>2</SUB>
dCTP + H2O  ->  dCDP + phosphate + H+		dCTP + 2 H2O  ->  dCMP + 2 phosphate + 2 H+	H<sub>2</sub>O // dCTP // dCDP // phosphate // H<SUP>+</SUP>
2,3,4-saturated fatty acyl-CoA synthetase	EC-6.2.1.3	fatty acid &beta;-oxidation II (peroxisome) // fatty acid &beta;-oxidation I	ATP // coenzyme A // a 2,3,4-saturated fatty acid // a 2,3,4-saturated fatty acyl CoA // diphosphate // AMP
dCDP + ATP  ->  dCTP + ADP	EC-2.7.4.6	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I // pyrimidine deoxyribonucleotide phosphorylation // pyrimidine deoxyribonucleotides biosynthesis from CTP // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III	ATP // dCDP // dCTP // ADP
histidinol + NAD+  <-->  histidinal + NADH + H+		histidinol + 2 NAD+ + H2O  ->  L-histidine + 2 NADH + 3 H+	NAD<sup>+</sup> // histidinol // H<SUP>+</SUP> // histidinal // NADH
an acyl-CoA + oxygen  ->  a (2E)-2-enoyl-CoA + hydrogen peroxide	EC-1.3.3.6		oxygen // an acyl-CoA // a (2<i>E</i>)-2-enoyl-CoA // hydrogen peroxide
maltotetraose + phosphate  ->  maltotriose + alpha-D-glucopyranose 1-phosphate	EC-2.4.1.1		phosphate // maltotetraose // maltotriose // &alpha;-D-glucopyranose 1-phosphate
4-&alpha;-glucosyltransferase	EC-2.4.1.25	starch degradation V	D-glucopyranose // a maltodextrin // maltose
S-adenosyl-L-methionine + cycloartenol  ->  S-adenosyl-L-homocysteine + 24-methylenecycloartanol + H+	EC-2.1.1.41		cycloartenol // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // <i>S</i>-adenosyl-L-homocysteine // 24-methylenecycloartanol
L-aspartate-semialdehyde + NADP+ + phosphate  <-  L-aspartyl-4-phosphate + NADPH + H+	EC-1.2.1.11	L-lysine biosynthesis VI	NADP<sup>+</sup> // phosphate // L-aspartate-semialdehyde // L-aspartyl-4-phosphate // NADPH // H<SUP>+</SUP>
all-trans-lycopene  ->  gamma-carotene	EC-5.5.1.19	&beta;-carotene biosynthesis	<i>all-trans</i>-lycopene // &gamma;-carotene
S-adenosyl-L-methionine + 2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol  ->  S-adenosyl-L-homocysteine + plastoquinol-9 + H+	EC-2.1.1.295	plastoquinol-9 biosynthesis I	2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol // <i>S</i>-adenosyl-L-methionine // plastoquinol-9 // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
heptaprenyldihydroxybenzoate methyltransferase	EC-2.1.1.114		3,4-dihydroxy-5-<i>all-trans</i>-heptaprenylbenzoate // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // 3-methoxy-4-hydroxy-5-<i>all-trans</i>-heptaprenylbenzoate // <i>S</i>-adenosyl-L-homocysteine
jasmonoyl-CoA + H2O  ->  (+)-7-iso-jasmonate + coenzyme A + H+	EC-3.1.2.20		H<sub>2</sub>O // jasmonoyl-CoA // H<SUP>+</SUP> // (+)-7-iso-jasmonate // coenzyme A
L,L-diaminopimelate  ->  meso-diaminopimelate	EC-5.1.1.7	L-lysine biosynthesis VI	L,L-diaminopimelate // <i>meso</i>-diaminopimelate
3-phospho-L-serine + H2O  ->  L-serine + phosphate	EC-3.1.3.3	L-serine biosynthesis	H<sub>2</sub>O // 3-phospho-L-serine // L-serine // phosphate
3-methyl-2-oxobutanoate + coenzyme A + NAD+  ->  isobutanoyl-CoA + CO2 + NADH	EC-1.2.1.25	L-valine degradation I	NAD<sup>+</sup> // coenzyme A // 3-methyl-2-oxobutanoate // isobutanoyl-CoA // CO<SUB>2</SUB> // NADH
(S)-malate  <-  fumarate + H2O	EC-4.2.1.2	TCA cycle II (plants and fungi)	(<i>S</i>)-malate // fumarate // H<sub>2</sub>O
allantoate + H2O  ->  S-ureidoglycolate + urea	EC-3.5.3.4	allantoin degradation to ureidoglycolate I (urea producing)	allantoate // H<sub>2</sub>O // <i>S</i>-ureidoglycolate // urea
a D-threo-aldose + NAD+  =  a (2S,3R)-aldono-1,5-lactone + NADH + H+	EC-1.1.1.122		NAD<sup>+</sup> // a D-<i>threo</i>-aldose // a (2<i>S</i>,3<i>R</i>)-aldono-1,5-lactone // NADH // H<SUP>+</SUP>
4&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol dehydrogenase		4-methylsterol monooxygenase	H<SUP>+</SUP> // oxygen // NAD(P)H // 4&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol // 4&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol // NAD(P)<sup>+</sup> // H<sub>2</sub>O
D-alanine + H2O + oxygen  ->  pyruvate + ammonium + hydrogen peroxide	EC-1.4.3.19		oxygen // H<sub>2</sub>O // D-alanine // pyruvate // ammonium // hydrogen peroxide
(R)-pantoate + NADP+  <-  2-dehydropantoate + NADPH + H+	EC-1.1.1.169	phosphopantothenate biosynthesis I	NADP<sup>+</sup> // (R)-pantoate // H<SUP>+</SUP> // 2-dehydropantoate // NADPH
(S)-2-hydroxyglutarate + an oxidized electron carrier  =  2-oxoglutarate + a reduced two electron carrier	EC-1.1.99.2		an oxidized electron carrier // (<i>S</i>)-2-hydroxyglutarate // 2-oxoglutarate // a reduced two electron carrier
5,6,7,8-tetrahydrobiopterin + NAD+  =  7,8-dihydrobiopterin + NADH + H+	EC-1.5.1		NAD<sup>+</sup> // 5,6,7,8-tetrahydrobiopterin // 7,8-dihydrobiopterin // H<SUP>+</SUP> // NADH
a 1,2-diacyl-sn-glycerol + CDP-ethanolamine  =  a phosphatidylethanolamine + CMP + H+	EC-2.7.8.1		CDP-ethanolamine // a 1,2-diacyl-<i>sn</i>-glycerol // a phosphatidylethanolamine // CMP // H<SUP>+</SUP>
5-oxo-L-proline + ATP + 2 H2O  =  L-glutamate + ADP + phosphate + H+	EC-3.5.2.9		ATP // H<sub>2</sub>O // 5-oxo-L-proline // H<SUP>+</SUP> // L-glutamate // phosphate // ADP
dUTP + H2O  ->  dUMP + diphosphate + H+	EC-3.6.1.19 // EC-3.6.1.23	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III	H<sub>2</sub>O // dUTP // H<SUP>+</SUP> // dUMP // diphosphate
ATP + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + L-aspartate  ->  ADP + 5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole + phosphate + H+	EC-6.3.2.6	inosine-5'-phosphate biosynthesis II	L-aspartate // 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate // ATP // H<SUP>+</SUP> // ADP // phosphate // 5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole
18-hydroxyoleoyl-CoA + sn-glycerol 3-phosphate  =  1-[18-hydroxyoleyl]-2-lyso-phosphatidate + coenzyme A	EC-2.3.1.15		<i>sn</i>-glycerol 3-phosphate // 18-hydroxyoleoyl-CoA // 1-[18-hydroxyoleyl]-2-lyso-phosphatidate // coenzyme A
a 1-phosphatidyl-1D-myo-inositol 5-phosphate + ATP  ->  a 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + ADP + H+	EC-2.7.1.149	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis	ATP // a 1-phosphatidyl-1D-myo-inositol 5-phosphate // a 1-phosphatidyl-1D-<i>myo</i>-inositol 4,5-bisphosphate // ADP // H<SUP>+</SUP>
4,4-dimethyl-5&alpha;-cholesta-8-en-3-&beta;-ol 4-monooxygenase	EC-1.14.13.72		H<SUP>+</SUP> // NAD(P)H // oxygen // 4,4-dimethyl-5&alpha;-cholesta-8-en-3-&beta;-ol // 4&alpha;-carboxy-4&beta;-methyl-5&alpha;-cholesta-8-en-3&beta;-ol // NAD(P)<sup>+</sup> // H<sub>2</sub>O
6-O-cis-methoxy-mycolyl-trehalose 6-phosphate + H2O  ->  trehalose-cis-methoxy-mono-mycolate + phosphate	EC-3.1.3.12		H<sub>2</sub>O // 6-O-cis-methoxy-mycolyl-trehalose 6-phosphate // trehalose-cis-methoxy-mono-mycolate // phosphate
D-gluconate 6-phosphate + NADP+  ->  D-ribulose 5-phosphate + CO2 + NADPH	EC-1.1.1.44	pentose phosphate pathway (oxidative branch)	NADP<sup>+</sup> // D-gluconate 6-phosphate // D-ribulose 5-phosphate // CO<SUB>2</SUB> // NADPH
maltoheptaose + phosphate  ->  maltohexaose + alpha-D-glucopyranose 1-phosphate	EC-2.4.1.1		phosphate // maltoheptaose // maltohexaose // &alpha;-D-glucopyranose 1-phosphate
2 hydrogen peroxide  ->  2 H2O + oxygen	EC-1.11.1.6 // EC-1.11.1.21	reactive oxygen species degradation // superoxide radicals degradation	hydrogen peroxide // H<sub>2</sub>O // oxygen
a tRNAPro + L-proline + ATP + H+  ->  an L-prolyl-[tRNAPro] + AMP + diphosphate	EC-6.1.1.15	tRNA charging	ATP // L-proline // a tRNA<SUP>Pro</SUP> // H<SUP>+</SUP> // an L-prolyl-[tRNA<SUP>Pro</SUP>] // diphosphate // AMP
palmitoleoyl-CoA + 1-myristoylglycerol 3-phosphate  ->  1-myristoyl-2-palmitoleoyl phosphatidate + coenzyme A	EC-2.3.1.51		1-myristoylglycerol 3-phosphate // palmitoleoyl-CoA // 1-myristoyl-2-palmitoleoyl phosphatidate // coenzyme A
(R)-4'-phosphopantothenate + L-cysteine + ATP  ->  R-4'-phosphopantothenoyl-L-cysteine + AMP + diphosphate + H+	EC-6.3.2	coenzyme A biosynthesis II (mammalian)	ATP // L-cysteine // (<i>R</i>)-4'-phosphopantothenate // H<SUP>+</SUP> // R-4'-phosphopantothenoyl-L-cysteine // diphosphate // AMP
an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + an [N-terminal E2 ubiquitin-conjugating enzyme]-L-cysteine  ->  an [E1 ubiquitin-activating enzyme]-L-cysteine + an [N-terminal E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine		protein ubiquitylation	an [N-terminal E2 ubiquitin-conjugating enzyme]-L-cysteine // an [E1 ubiquitin-activating enzyme]-<i>S</i>-ubiquitinyl-L-cysteine // an [E1 ubiquitin-activating enzyme]-L-cysteine // an [N-terminal E2 ubiquitin-conjugating enzyme]-<i>S</i>-ubiquitinyl-L-cysteine
beta-nicotinate D-ribonucleotide + ATP + H+  ->  nicotinate adenine dinucleotide + diphosphate	EC-2.7.7.18	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	H<SUP>+</SUP> // ATP // &beta;-nicotinate D-ribonucleotide // nicotinate adenine dinucleotide // diphosphate
S-formylglutathione + H2O  ->  formate + glutathione + H+	EC-3.1.2.12		H<sub>2</sub>O // <i>S</i>-formylglutathione // H<SUP>+</SUP> // formate // glutathione
a (3E)-3-enoyl-CoA  =  a (2E)-2-enoyl-CoA	EC-5.3.3.8		a (3<i>E</i>)-3-enoyl-CoA // a (2<i>E</i>)-2-enoyl-CoA
alpha-D-mannose 1-phosphate + GTP + H+  ->  GDP-alpha-D-mannose + diphosphate	EC-2.7.7.13	GDP-mannose biosynthesis	GTP // &alpha;-D-mannose 1-phosphate // H<SUP>+</SUP> // GDP-&alpha;-D-mannose // diphosphate
1-(5-phospho-beta-D-ribosyl)-ATP + H2O  =  1-(5-phospho-beta-D-ribosyl)-AMP + diphosphate + 2 H+	EC-3.6.1.31		H<sub>2</sub>O // 1-(5-phospho-&beta;-D-ribosyl)-ATP // 1-(5-phospho-&beta;-D-ribosyl)-AMP // diphosphate // H<SUP>+</SUP>
a 23S rRNA uridine1911/1915/1917  =  a pseudouridine1911/1915/1917 in 23S rRNA	EC-5.4.99.23		a 23S rRNA uridine<sup>1911/1915/1917</sup> // a pseudouridine<sup>1911/1915/1917</sup> in 23S rRNA
a linear malto-oligosaccharide [(glucose)n] + H2O  ->  a linear malto-oligosaccharide [(glucose)n-2] + maltose	EC-3.2.1.2		H<sub>2</sub>O // a linear malto-oligosaccharide // maltose
maltohexaose + phosphate  ->  maltopentaose + alpha-D-glucopyranose 1-phosphate	EC-2.4.1.1		phosphate // maltohexaose // maltopentaose // &alpha;-D-glucopyranose 1-phosphate
1D-myo-inositol 5-monophosphate + H2O  ->  myo-inositol + phosphate	EC-3.1.3.25		H<sub>2</sub>O // 1D-<i>myo</i>-inositol 5-monophosphate // <I>myo</I>-inositol // phosphate
2 S-adenosyl-L-methionine + a [lipoyl-carrier protein] N6-octanoyl-L-lysine + 2 a sulfurated [sulfur carrier] + 2 a reduced [2Fe-2S] ferredoxin  ->  a [lipoyl-carrier protein]-N6-[(R)-lipoyl]-L-lysine + 2 5'-deoxyadenosine + 2 L-methionine + 2 an unsulfurated [sulfur carrier] + 2 an oxidized [2Fe-2S] ferredoxin	EC-2.8.1.8	lipoate biosynthesis and incorporation I	a reduced [2Fe-2S] ferredoxin // a sulfurated [sulfur carrier] // a [lipoyl-carrier protein] <i>N<sup>6</sup></i>-octanoyl-L-lysine // <i>S</i>-adenosyl-L-methionine // a [lipoyl-carrier protein]-<i>N<sup>6</sup></i>-[(<i>R</i>)-lipoyl]-L-lysine // 5'-deoxyadenosine // L-methionine // an unsulfurated [sulfur carrier] // an oxidized [2Fe-2S] ferredoxin
XMP + L-glutamine + ATP + H2O  ->  L-glutamate + GMP + AMP + diphosphate + 2 H+	EC-6.3.5.2	guanosine ribonucleotides <i>de novo</i> biosynthesis	ATP // L-glutamine // H<sub>2</sub>O // XMP // H<SUP>+</SUP> // L-glutamate // GMP // diphosphate // AMP
a 5,6-dihydrouracil17 in tRNA + NAD(P)+  =  a uracil17 in tRNA + NAD(P)H + H+	EC-1.3.1.88		NAD(P)<sup>+</sup> // a 5,6-dihydrouracil<sup>17</sup> in tRNA // a uracil<sup>17</sup> in tRNA // NAD(P)H // H<SUP>+</SUP>
gamma-tocopherol  <-  2,3-dimethyl-6-phytyl-1,4-benzoquinol	EC-5.5.1.24	vitamin E biosynthesis (tocopherols)	&gamma;-tocopherol // 2,3-dimethyl-6-phytyl-1,4-benzoquinol
succinate + ATP + coenzyme A  <-->  succinyl-CoA + ADP + phosphate	EC-6.2.1.5	TCA cycle II (plants and fungi)	ATP // coenzyme A // succinate // succinyl-CoA // ADP // phosphate
D-lysine + oxygen + H2O  ->  2-keto-6-aminocaproate + ammonium + hydrogen peroxide	EC-1.4.3.3		H<sub>2</sub>O // oxygen // D-lysine // 2-keto-6-aminocaproate // ammonium // hydrogen peroxide
D-glucopyranose + ATP  ->  D-glucopyranose 6-phosphate + ADP + H+	EC-2.7.1.1 // EC-2.7.1.2	glycolysis III (from glucose) // sucrose biosynthesis II	ATP // D-glucopyranose // D-glucopyranose 6-phosphate // ADP // H<SUP>+</SUP>
